LVMAMI, G, 0, -inf, -inf, inf
COPC81, P, 4, -4, -1, 3
PUUAOM, R, 3, -4, -1, 3
D7D114, B, 2, -1, -1, inf
PUUAOM, Y, 3, inf, -1, inf
COPC81, B, 4, -4, -1, inf
PUUAOM, Y, 3, -4, -1, inf
D7D114, B, 2, -1, -1, inf
WPZNJO, B, 3, inf, -1, inf
0LLBL6, G, 4, 8, -1, inf
WPZNJO, B, 3, 8, -1, 8
0LLBL6, O, 4, 9, -1, 8
WPZNJO, B, 3, 8, -1, 8
0LLBL6, P, 4, -2, -1, 8
WPZNJO, B, 3, -2, -1, 8
D7D114, B, 2, -1, -1, inf
WPZNJO, O, 3, inf, -1, inf
0LLBL6, B, 4, 6, -1, inf
WPZNJO, O, 3, 6, -1, 6
0LLBL6, G, 4, 9, -1, 6
WPZNJO, O, 3, 6, -1, 6
0LLBL6, P, 4, -1, -1, 6
WPZNJO, O, 3, -1, -1, 6
D7D114, B, 2, -1, -1, inf
WPZNJO, P, 3, inf, -1, inf
0LLBL6, B, 4, 5, -1, inf
WPZNJO, P, 3, 5, -1, 5
0LLBL6, G, 4, 8, -1, 5
WPZNJO, P, 3, 5, -1, 5
0LLBL6, O, 4, 9, -1, 5
WPZNJO, P, 3, 5, -1, 5
0LLBL6, R, 4, 9, -1, 5
WPZNJO, P, 3, 5, -1, 5
0LLBL6, Y, 4, 10, -1, 5
WPZNJO, P, 3, 5, -1, 5
COPC81, B, 4, 5, -1, 5
WPZNJO, P, 3, 5, -1, 5
COPC81, G, 4, 8, -1, 5
WPZNJO, P, 3, 5, -1, 5
COPC81, O, 4, 9, -1, 5
WPZNJO, P, 3, 5, -1, 5
COPC81, R, 4, 9, -1, 5
WPZNJO, P, 3, 5, -1, 5
COPC81, Y, 4, 10, -1, 5
WPZNJO, P, 3, 5, -1, 5
EM53QA, B, 4, 5, -1, 5
WPZNJO, P, 3, 5, -1, 5
EM53QA, G, 4, 8, -1, 5
WPZNJO, P, 3, 5, -1, 5
EM53QA, O, 4, 9, -1, 5
WPZNJO, P, 3, 5, -1, 5
EM53QA, P, 4, -2, -1, 5
WPZNJO, P, 3, -2, -1, 5
D7D114, B, 2, -1, -1, inf
WPZNJO, R, 3, inf, -1, inf
0LLBL6, B, 4, 3, -1, inf
WPZNJO, R, 3, 3, -1, 3
0LLBL6, G, 4, 6, -1, 3
WPZNJO, R, 3, 3, -1, 3
0LLBL6, O, 4, 7, -1, 3
WPZNJO, R, 3, 3, -1, 3
0LLBL6, P, 4, -4, -1, 3
WPZNJO, R, 3, -4, -1, 3
D7D114, B, 2, -1, -1, inf
WPZNJO, Y, 3, inf, -1, inf
0LLBL6, B, 4, -4, -1, inf
WPZNJO, Y, 3, -4, -1, inf
D7D114, B, 2, -1, -1, inf
NM911U, R, 1, -1, -5, -1
D7D114, G, 2, -inf, -5, -1
EM53QA, B, 3, inf, -5, -1
KP3JSP, B, 4, 8, -5, -1
EM53QA, B, 3, 8, -5, -1
KP3JSP, O, 4, 12, -5, -1
EM53QA, B, 3, 8, -5, -1
KP3JSP, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
KP3JSP, R, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
KP3JSP, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
O4CNQU, O, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
O4CNQU, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
O4CNQU, R, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
O4CNQU, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
OS4JN0, O, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
OS4JN0, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
OS4JN0, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
PUUAOM, B, 4, 8, -5, -1
EM53QA, B, 3, 1, -5, -1
PUUAOM, O, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
PUUAOM, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
PUUAOM, R, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
PUUAOM, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
S7OMXL, G, 4, 11, -5, -1
EM53QA, B, 3, 1, -5, -1
S7OMXL, O, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
S7OMXL, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
S7OMXL, R, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
S7OMXL, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
WPZNJO, B, 4, 8, -5, -1
EM53QA, B, 3, 1, -5, -1
WPZNJO, O, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
WPZNJO, P, 4, 1, -5, -1
EM53QA, B, 3, 1, -5, -1
WPZNJO, R, 4, 12, -5, -1
EM53QA, B, 3, 1, -5, -1
WPZNJO, Y, 4, 13, -5, -1
EM53QA, B, 3, 1, -5, -1
D7D114, G, 2, 1, -5, -1
NM911U, R, 1, -1, -5, -1
D7D114, O, 2, -inf, -5, -1
EM53QA, B, 3, inf, -5, -1
KP3JSP, B, 4, 9, -5, -1
EM53QA, B, 3, 9, -5, -1
KP3JSP, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
KP3JSP, R, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
KP3JSP, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
O4CNQU, G, 4, 12, -5, -1
EM53QA, B, 3, 2, -5, -1
O4CNQU, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
O4CNQU, R, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
O4CNQU, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
OS4JN0, O, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
OS4JN0, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
OS4JN0, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
PUUAOM, B, 4, 9, -5, -1
EM53QA, B, 3, 2, -5, -1
PUUAOM, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
PUUAOM, R, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
PUUAOM, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
S7OMXL, G, 4, 12, -5, -1
EM53QA, B, 3, 2, -5, -1
S7OMXL, O, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
S7OMXL, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
S7OMXL, R, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
S7OMXL, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
WPZNJO, B, 4, 9, -5, -1
EM53QA, B, 3, 2, -5, -1
WPZNJO, O, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
WPZNJO, P, 4, 2, -5, -1
EM53QA, B, 3, 2, -5, -1
WPZNJO, R, 4, 13, -5, -1
EM53QA, B, 3, 2, -5, -1
WPZNJO, Y, 4, 14, -5, -1
EM53QA, B, 3, 2, -5, -1
D7D114, O, 2, 2, -5, -1
NM911U, R, 1, -1, -5, -1
D7D114, P, 2, -inf, -5, -1
EM53QA, B, 3, inf, -5, -1
KP3JSP, B, 4, -2, -5, -1
EM53QA, B, 3, -2, -5, -2
KP3JSP, O, 4, 2, -5, -2
EM53QA, B, 3, -2, -5, -2
KP3JSP, R, 4, 2, -5, -2
EM53QA, B, 3, -2, -5, -2
KP3JSP, Y, 4, 3, -5, -2
EM53QA, B, 3, -2, -5, -2
O4CNQU, G, 4, 1, -5, -2
EM53QA, B, 3, -2, -5, -2
O4CNQU, O, 4, 2, -5, -2
EM53QA, B, 3, -2, -5, -2
O4CNQU, R, 4, 2, -5, -2
EM53QA, B, 3, -2, -5, -2
O4CNQU, Y, 4, 3, -5, -2
EM53QA, B, 3, -2, -5, -2
OS4JN0, O, 4, 2, -5, -2
EM53QA, B, 3, -2, -5, -2
OS4JN0, P, 4, -9, -5, -2
EM53QA, B, 3, -9, -5, -2
D7D114, P, 2, -9, -5, -1
EM53QA, G, 3, inf, -5, -1
KP3JSP, B, 4, -6, -5, -1
EM53QA, G, 3, -6, -5, -1
D7D114, P, 2, -6, -5, -1
EM53QA, O, 3, inf, -5, -1
KP3JSP, B, 4, -1, -5, -1
EM53QA, O, 3, -1, -5, -1
KP3JSP, O, 4, 3, -5, -1
EM53QA, O, 3, -1, -5, -1
KP3JSP, R, 4, 3, -5, -1
EM53QA, O, 3, -1, -5, -1
KP3JSP, Y, 4, 4, -5, -1
EM53QA, O, 3, -1, -5, -1
O4CNQU, B, 4, -1, -5, -1
EM53QA, O, 3, -1, -5, -1
O4CNQU, G, 4, 2, -5, -1
EM53QA, O, 3, -1, -5, -1
O4CNQU, R, 4, 3, -5, -1
EM53QA, O, 3, -1, -5, -1
O4CNQU, Y, 4, 4, -5, -1
EM53QA, O, 3, -1, -5, -1
OS4JN0, B, 4, -1, -5, -1
EM53QA, O, 3, -1, -5, -1
OS4JN0, P, 4, -8, -5, -1
EM53QA, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
EM53QA, P, 3, inf, -5, -1
KP3JSP, B, 4, -2, -5, -1
EM53QA, P, 3, -2, -5, -2
KP3JSP, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
KP3JSP, R, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
KP3JSP, Y, 4, 3, -5, -2
EM53QA, P, 3, -2, -5, -2
O4CNQU, B, 4, -2, -5, -2
EM53QA, P, 3, -2, -5, -2
O4CNQU, G, 4, 1, -5, -2
EM53QA, P, 3, -2, -5, -2
O4CNQU, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
O4CNQU, R, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
O4CNQU, Y, 4, 3, -5, -2
EM53QA, P, 3, -2, -5, -2
OS4JN0, B, 4, -2, -5, -2
EM53QA, P, 3, -2, -5, -2
OS4JN0, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
OS4JN0, Y, 4, 3, -5, -2
EM53QA, P, 3, -2, -5, -2
PUUAOM, B, 4, -2, -5, -2
EM53QA, P, 3, -2, -5, -2
PUUAOM, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
PUUAOM, R, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
PUUAOM, Y, 4, 3, -5, -2
EM53QA, P, 3, -2, -5, -2
S7OMXL, B, 4, -2, -5, -2
EM53QA, P, 3, -2, -5, -2
S7OMXL, G, 4, 1, -5, -2
EM53QA, P, 3, -2, -5, -2
S7OMXL, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
S7OMXL, R, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
S7OMXL, Y, 4, 3, -5, -2
EM53QA, P, 3, -2, -5, -2
WPZNJO, B, 4, -2, -5, -2
EM53QA, P, 3, -2, -5, -2
WPZNJO, O, 4, 2, -5, -2
EM53QA, P, 3, -2, -5, -2
WPZNJO, P, 4, -9, -5, -2
EM53QA, P, 3, -9, -5, -2
D7D114, P, 2, -6, -5, -1
EM53QA, Y, 3, inf, -5, -1
KP3JSP, B, 4, -11, -5, -1
EM53QA, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
KP3JSP, B, 3, inf, -5, -1
EM53QA, B, 4, -2, -5, -1
KP3JSP, B, 3, -2, -5, -2
EM53QA, G, 4, 1, -5, -2
KP3JSP, B, 3, -2, -5, -2
EM53QA, O, 4, 2, -5, -2
KP3JSP, B, 3, -2, -5, -2
EM53QA, P, 4, -9, -5, -2
KP3JSP, B, 3, -9, -5, -2
D7D114, P, 2, -6, -5, -1
KP3JSP, O, 3, inf, -5, -1
EM53QA, B, 4, -1, -5, -1
KP3JSP, O, 3, -1, -5, -1
EM53QA, G, 4, 2, -5, -1
KP3JSP, O, 3, -1, -5, -1
EM53QA, O, 4, 3, -5, -1
KP3JSP, O, 3, -1, -5, -1
EM53QA, P, 4, -8, -5, -1
KP3JSP, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
KP3JSP, R, 3, inf, -5, -1
EM53QA, B, 4, -4, -5, -1
KP3JSP, R, 3, -4, -5, -4
EM53QA, G, 4, -1, -5, -4
KP3JSP, R, 3, -4, -5, -4
EM53QA, O, 4, 0, -5, -4
KP3JSP, R, 3, -4, -5, -4
EM53QA, P, 4, -11, -5, -4
KP3JSP, R, 3, -11, -5, -4
D7D114, P, 2, -6, -5, -1
KP3JSP, Y, 3, inf, -5, -1
EM53QA, B, 4, -11, -5, -1
KP3JSP, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
O4CNQU, B, 3, inf, -5, -1
EM53QA, G, 4, 1, -5, -1
O4CNQU, B, 3, 1, -5, -1
EM53QA, O, 4, 2, -5, -1
O4CNQU, B, 3, 1, -5, -1
EM53QA, P, 4, -9, -5, -1
O4CNQU, B, 3, -9, -5, -1
D7D114, P, 2, -6, -5, -1
O4CNQU, G, 3, inf, -5, -1
EM53QA, B, 4, -6, -5, -1
O4CNQU, G, 3, -6, -5, -1
D7D114, P, 2, -6, -5, -1
O4CNQU, O, 3, inf, -5, -1
EM53QA, B, 4, -1, -5, -1
O4CNQU, O, 3, -1, -5, -1
EM53QA, G, 4, 2, -5, -1
O4CNQU, O, 3, -1, -5, -1
EM53QA, P, 4, -8, -5, -1
O4CNQU, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
O4CNQU, R, 3, inf, -5, -1
EM53QA, B, 4, -4, -5, -1
O4CNQU, R, 3, -4, -5, -4
EM53QA, G, 4, -1, -5, -4
O4CNQU, R, 3, -4, -5, -4
EM53QA, O, 4, 0, -5, -4
O4CNQU, R, 3, -4, -5, -4
EM53QA, P, 4, -11, -5, -4
O4CNQU, R, 3, -11, -5, -4
D7D114, P, 2, -6, -5, -1
O4CNQU, Y, 3, inf, -5, -1
EM53QA, B, 4, -11, -5, -1
O4CNQU, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
OS4JN0, B, 3, inf, -5, -1
0LLBL6, G, 4, 1, -5, -1
OS4JN0, B, 3, 1, -5, -1
0LLBL6, O, 4, 2, -5, -1
OS4JN0, B, 3, 1, -5, -1
0LLBL6, P, 4, -9, -5, -1
OS4JN0, B, 3, -9, -5, -1
D7D114, P, 2, -6, -5, -1
OS4JN0, O, 3, inf, -5, -1
0LLBL6, B, 4, -1, -5, -1
OS4JN0, O, 3, -1, -5, -1
0LLBL6, G, 4, 2, -5, -1
OS4JN0, O, 3, -1, -5, -1
0LLBL6, P, 4, -8, -5, -1
OS4JN0, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
OS4JN0, P, 3, inf, -5, -1
0LLBL6, B, 4, -2, -5, -1
OS4JN0, P, 3, -2, -5, -2
0LLBL6, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
COPC81, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
COPC81, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
COPC81, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
COPC81, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
COPC81, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
EM53QA, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
EM53QA, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
EM53QA, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
EM53QA, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
KP3JSP, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
KP3JSP, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
KP3JSP, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
KP3JSP, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
METYNL, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
METYNL, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
METYNL, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
METYNL, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
METYNL, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
O4CNQU, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
O4CNQU, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
O4CNQU, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
O4CNQU, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
O4CNQU, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
PUUAOM, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
PUUAOM, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
PUUAOM, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
PUUAOM, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
WPZNJO, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
WPZNJO, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
WPZNJO, P, 4, -9, -5, -2
OS4JN0, P, 3, -9, -5, -2
D7D114, P, 2, -6, -5, -1
OS4JN0, Y, 3, inf, -5, -1
0LLBL6, B, 4, -11, -5, -1
OS4JN0, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
PUUAOM, B, 3, inf, -5, -1
COPC81, G, 4, 1, -5, -1
PUUAOM, B, 3, 1, -5, -1
COPC81, O, 4, 2, -5, -1
PUUAOM, B, 3, 1, -5, -1
COPC81, P, 4, -9, -5, -1
PUUAOM, B, 3, -9, -5, -1
D7D114, P, 2, -6, -5, -1
PUUAOM, O, 3, inf, -5, -1
COPC81, B, 4, -1, -5, -1
PUUAOM, O, 3, -1, -5, -1
COPC81, G, 4, 2, -5, -1
PUUAOM, O, 3, -1, -5, -1
COPC81, P, 4, -8, -5, -1
PUUAOM, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
PUUAOM, R, 3, inf, -5, -1
COPC81, B, 4, -4, -5, -1
PUUAOM, R, 3, -4, -5, -4
COPC81, G, 4, -1, -5, -4
PUUAOM, R, 3, -4, -5, -4
COPC81, O, 4, 0, -5, -4
PUUAOM, R, 3, -4, -5, -4
COPC81, P, 4, -11, -5, -4
PUUAOM, R, 3, -11, -5, -4
D7D114, P, 2, -6, -5, -1
PUUAOM, Y, 3, inf, -5, -1
COPC81, B, 4, -11, -5, -1
PUUAOM, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
WPZNJO, B, 3, inf, -5, -1
0LLBL6, G, 4, 1, -5, -1
WPZNJO, B, 3, 1, -5, -1
0LLBL6, O, 4, 2, -5, -1
WPZNJO, B, 3, 1, -5, -1
0LLBL6, P, 4, -9, -5, -1
WPZNJO, B, 3, -9, -5, -1
D7D114, P, 2, -6, -5, -1
WPZNJO, O, 3, inf, -5, -1
0LLBL6, B, 4, -1, -5, -1
WPZNJO, O, 3, -1, -5, -1
0LLBL6, G, 4, 2, -5, -1
WPZNJO, O, 3, -1, -5, -1
0LLBL6, P, 4, -8, -5, -1
WPZNJO, O, 3, -8, -5, -1
D7D114, P, 2, -6, -5, -1
WPZNJO, P, 3, inf, -5, -1
0LLBL6, B, 4, -2, -5, -1
WPZNJO, P, 3, -2, -5, -2
0LLBL6, G, 4, 1, -5, -2
WPZNJO, P, 3, -2, -5, -2
0LLBL6, O, 4, 2, -5, -2
WPZNJO, P, 3, -2, -5, -2
0LLBL6, R, 4, 2, -5, -2
WPZNJO, P, 3, -2, -5, -2
0LLBL6, Y, 4, 3, -5, -2
WPZNJO, P, 3, -2, -5, -2
COPC81, B, 4, -2, -5, -2
WPZNJO, P, 3, -2, -5, -2
COPC81, G, 4, 1, -5, -2
WPZNJO, P, 3, -2, -5, -2
COPC81, O, 4, 2, -5, -2
WPZNJO, P, 3, -2, -5, -2
COPC81, R, 4, 2, -5, -2
WPZNJO, P, 3, -2, -5, -2
COPC81, Y, 4, 3, -5, -2
WPZNJO, P, 3, -2, -5, -2
EM53QA, B, 4, -2, -5, -2
WPZNJO, P, 3, -2, -5, -2
EM53QA, G, 4, 1, -5, -2
WPZNJO, P, 3, -2, -5, -2
EM53QA, O, 4, 2, -5, -2
WPZNJO, P, 3, -2, -5, -2
EM53QA, P, 4, -9, -5, -2
WPZNJO, P, 3, -9, -5, -2
D7D114, P, 2, -6, -5, -1
WPZNJO, R, 3, inf, -5, -1
0LLBL6, B, 4, -4, -5, -1
WPZNJO, R, 3, -4, -5, -4
0LLBL6, G, 4, -1, -5, -4
WPZNJO, R, 3, -4, -5, -4
0LLBL6, O, 4, 0, -5, -4
WPZNJO, R, 3, -4, -5, -4
0LLBL6, P, 4, -11, -5, -4
WPZNJO, R, 3, -11, -5, -4
D7D114, P, 2, -6, -5, -1
WPZNJO, Y, 3, inf, -5, -1
0LLBL6, B, 4, -11, -5, -1
WPZNJO, Y, 3, -11, -5, -1
D7D114, P, 2, -6, -5, -1
NM911U, R, 1, -6, -5, -1
LVMAMI, G, 0, -5, -5, inf
NM911U, Y, 1, inf, -5, inf
D7D114, B, 2, -inf, -5, inf
EM53QA, B, 3, inf, -5, inf
KP3JSP, O, 4, 2, -5, inf
EM53QA, B, 3, 2, -5, 2
KP3JSP, P, 4, -9, -5, 2
EM53QA, B, 3, -9, -5, 2
D7D114, B, 2, -9, -5, inf
EM53QA, G, 3, inf, -5, inf
KP3JSP, O, 4, -2, -5, inf
EM53QA, G, 3, -2, -5, -2
KP3JSP, P, 4, -13, -5, -2
EM53QA, G, 3, -13, -5, -2
D7D114, B, 2, -9, -5, inf
EM53QA, O, 3, inf, -5, inf
KP3JSP, O, 4, 3, -5, inf
EM53QA, O, 3, 3, -5, 3
KP3JSP, P, 4, -8, -5, 3
EM53QA, O, 3, -8, -5, 3
D7D114, B, 2, -8, -5, inf
EM53QA, P, 3, inf, -5, inf
KP3JSP, O, 4, 2, -5, inf
EM53QA, P, 3, 2, -5, 2
KP3JSP, P, 4, -9, -5, 2
EM53QA, P, 3, -9, -5, 2
D7D114, B, 2, -8, -5, inf
EM53QA, Y, 3, inf, -5, inf
KP3JSP, O, 4, -7, -5, inf
EM53QA, Y, 3, -7, -5, inf
D7D114, B, 2, -7, -5, inf
KP3JSP, O, 3, inf, -5, inf
EM53QA, B, 4, -1, -5, inf
KP3JSP, O, 3, -1, -5, -1
EM53QA, G, 4, 2, -5, -1
KP3JSP, O, 3, -1, -5, -1
EM53QA, O, 4, 3, -5, -1
KP3JSP, O, 3, -1, -5, -1
EM53QA, P, 4, -8, -5, -1
KP3JSP, O, 3, -8, -5, -1
D7D114, B, 2, -7, -5, inf
KP3JSP, P, 3, inf, -5, inf
EM53QA, B, 4, -2, -5, inf
KP3JSP, P, 3, -2, -5, -2
EM53QA, G, 4, 1, -5, -2
KP3JSP, P, 3, -2, -5, -2
EM53QA, O, 4, 2, -5, -2
KP3JSP, P, 3, -2, -5, -2
EM53QA, P, 4, -9, -5, -2
KP3JSP, P, 3, -9, -5, -2
D7D114, B, 2, -7, -5, inf
KP3JSP, R, 3, inf, -5, inf
EM53QA, B, 4, -4, -5, inf
KP3JSP, R, 3, -4, -5, -4
EM53QA, G, 4, -1, -5, -4
KP3JSP, R, 3, -4, -5, -4
EM53QA, O, 4, 0, -5, -4
KP3JSP, R, 3, -4, -5, -4
EM53QA, P, 4, -11, -5, -4
KP3JSP, R, 3, -11, -5, -4
D7D114, B, 2, -7, -5, inf
KP3JSP, Y, 3, inf, -5, inf
EM53QA, B, 4, -11, -5, inf
KP3JSP, Y, 3, -11, -5, inf
D7D114, B, 2, -7, -5, inf
O4CNQU, G, 3, inf, -5, inf
EM53QA, B, 4, -6, -5, inf
O4CNQU, G, 3, -6, -5, inf
D7D114, B, 2, -6, -5, inf
O4CNQU, O, 3, inf, -5, inf
EM53QA, B, 4, -1, -5, inf
O4CNQU, O, 3, -1, -5, -1
EM53QA, G, 4, 2, -5, -1
O4CNQU, O, 3, -1, -5, -1
EM53QA, P, 4, -8, -5, -1
O4CNQU, O, 3, -8, -5, -1
D7D114, B, 2, -6, -5, inf
O4CNQU, P, 3, inf, -5, inf
EM53QA, B, 4, -2, -5, inf
O4CNQU, P, 3, -2, -5, -2
EM53QA, G, 4, 1, -5, -2
O4CNQU, P, 3, -2, -5, -2
EM53QA, O, 4, 2, -5, -2
O4CNQU, P, 3, -2, -5, -2
EM53QA, Y, 4, 3, -5, -2
O4CNQU, P, 3, -2, -5, -2
KP3JSP, O, 4, 2, -5, -2
O4CNQU, P, 3, -2, -5, -2
KP3JSP, P, 4, -9, -5, -2
O4CNQU, P, 3, -9, -5, -2
D7D114, B, 2, -6, -5, inf
O4CNQU, R, 3, inf, -5, inf
EM53QA, B, 4, -4, -5, inf
O4CNQU, R, 3, -4, -5, -4
EM53QA, G, 4, -1, -5, -4
O4CNQU, R, 3, -4, -5, -4
EM53QA, O, 4, 0, -5, -4
O4CNQU, R, 3, -4, -5, -4
EM53QA, P, 4, -11, -5, -4
O4CNQU, R, 3, -11, -5, -4
D7D114, B, 2, -6, -5, inf
O4CNQU, Y, 3, inf, -5, inf
EM53QA, B, 4, -11, -5, inf
O4CNQU, Y, 3, -11, -5, inf
D7D114, B, 2, -6, -5, inf
OS4JN0, B, 3, inf, -5, inf
0LLBL6, G, 4, 1, -5, inf
OS4JN0, B, 3, 1, -5, 1
0LLBL6, O, 4, 2, -5, 1
OS4JN0, B, 3, 1, -5, 1
0LLBL6, P, 4, -9, -5, 1
OS4JN0, B, 3, -9, -5, 1
D7D114, B, 2, -6, -5, inf
OS4JN0, O, 3, inf, -5, inf
0LLBL6, B, 4, -1, -5, inf
OS4JN0, O, 3, -1, -5, -1
0LLBL6, G, 4, 2, -5, -1
OS4JN0, O, 3, -1, -5, -1
0LLBL6, P, 4, -8, -5, -1
OS4JN0, O, 3, -8, -5, -1
D7D114, B, 2, -6, -5, inf
OS4JN0, P, 3, inf, -5, inf
0LLBL6, B, 4, -2, -5, inf
OS4JN0, P, 3, -2, -5, -2
0LLBL6, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, O, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, R, 4, 2, -5, -2
OS4JN0, P, 3, -2, -5, -2
0LLBL6, Y, 4, 3, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, B, 4, -2, -5, -2
OS4JN0, P, 3, -2, -5, -2
4B7VN5, G, 4, 1, -5, -2
OS4JN0, P, 3, -2, -5, -2
