39KZHL, G, 0, -inf, -inf, inf
89OO3B, B, 3, -2, -3, -2
J3S4LL, O, 4, -1, -3, -2
89OO3B, B, 3, -2, -3, -2
J3S4LL, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
J3S4LL, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
RIGQBQ, G, 4, 10, -3, -2
89OO3B, B, 3, -2, -3, -2
RIGQBQ, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
RIGQBQ, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
RIGQBQ, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
S9OGAW, B, 4, 3, -3, -2
89OO3B, B, 3, -2, -3, -2
S9OGAW, O, 4, -1, -3, -2
89OO3B, B, 3, -2, -3, -2
S9OGAW, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
S9OGAW, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
S9OGAW, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
T0YVAQ, O, 4, -1, -3, -2
89OO3B, B, 3, -2, -3, -2
T0YVAQ, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
T0YVAQ, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
T0YVAQ, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
U1DPGK, B, 4, 3, -3, -2
89OO3B, B, 3, -2, -3, -2
U1DPGK, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
U1DPGK, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
U1DPGK, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
U6W77E, B, 4, 3, -3, -2
89OO3B, B, 3, -2, -3, -2
U6W77E, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
U6W77E, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
U6W77E, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
ZWHEJ4, B, 4, 3, -3, -2
89OO3B, B, 3, -2, -3, -2
ZWHEJ4, G, 4, 10, -3, -2
89OO3B, B, 3, -2, -3, -2
ZWHEJ4, P, 4, 2, -3, -2
89OO3B, B, 3, -2, -3, -2
ZWHEJ4, R, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
ZWHEJ4, Y, 4, -2, -3, -2
89OO3B, B, 3, -2, -3, -2
ALDU5F, G, 2, -2, -3, -2
1O7SKL, O, 1, -2, -3, -2
ALDU5F, P, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
F3HQ9T, B, 4, -5, -3, -2
89OO3B, B, 3, -5, -3, -2
ALDU5F, P, 2, -5, -3, -2
89OO3B, G, 3, inf, -3, -2
F3HQ9T, B, 4, 1, -3, -2
89OO3B, G, 3, 1, -3, -2
F3HQ9T, O, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
ALDU5F, P, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
F3HQ9T, B, 4, 7, -3, -2
89OO3B, P, 3, 7, -3, -2
F3HQ9T, O, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
F3HQ9T, P, 4, 6, -3, -2
89OO3B, P, 3, 3, -3, -2
F3HQ9T, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
F3HQ9T, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ALDU5F, P, 2, 2, -3, -2
1O7SKL, O, 1, -2, -3, -2
ALDU5F, R, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
F3HQ9T, B, 4, -9, -3, -2
89OO3B, B, 3, -9, -3, -2
ALDU5F, R, 2, -9, -3, -2
89OO3B, G, 3, inf, -3, -2
F3HQ9T, B, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
ALDU5F, R, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
F3HQ9T, B, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
F3HQ9T, O, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
F3HQ9T, P, 4, 2, -3, -2
89OO3B, P, 3, -1, -3, -2
F3HQ9T, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
F3HQ9T, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ALDU5F, R, 2, -2, -3, -2
1O7SKL, O, 1, -2, -3, -2
ALDU5F, Y, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
F3HQ9T, B, 4, -9, -3, -2
89OO3B, B, 3, -9, -3, -2
ALDU5F, Y, 2, -9, -3, -2
89OO3B, G, 3, inf, -3, -2
F3HQ9T, B, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
ALDU5F, Y, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
F3HQ9T, B, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
F3HQ9T, O, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
F3HQ9T, P, 4, 2, -3, -2
89OO3B, P, 3, -1, -3, -2
F3HQ9T, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
F3HQ9T, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
T0YVAQ, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U1DPGK, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
U6W77E, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ZWHEJ4, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ALDU5F, Y, 2, -2, -3, -2
1O7SKL, O, 1, -2, -3, -2
F3HQ9T, B, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
ALDU5F, B, 4, -4, -3, -2
89OO3B, B, 3, -4, -3, -2
F3HQ9T, B, 2, -4, -3, -2
89OO3B, G, 3, inf, -3, -2
ALDU5F, B, 4, 2, -3, -2
89OO3B, G, 3, 2, -3, -2
ALDU5F, G, 4, 9, -3, -2
89OO3B, G, 3, 2, -3, -2
ALDU5F, P, 4, 1, -3, -2
89OO3B, G, 3, 1, -3, -2
ALDU5F, R, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
F3HQ9T, B, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
ALDU5F, B, 4, 8, -3, -2
89OO3B, P, 3, 8, -3, -2
ALDU5F, G, 4, 15, -3, -2
89OO3B, P, 3, 8, -3, -2
ALDU5F, P, 4, 7, -3, -2
89OO3B, P, 3, 7, -3, -2
ALDU5F, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
ALDU5F, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
I6XTP9, G, 4, 15, -3, -2
89OO3B, P, 3, 3, -3, -2
I6XTP9, O, 4, 4, -3, -2
89OO3B, P, 3, 3, -3, -2
I6XTP9, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
I6XTP9, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
J3S4LL, G, 4, 15, -3, -2
89OO3B, P, 3, 3, -3, -2
J3S4LL, O, 4, 4, -3, -2
89OO3B, P, 3, 3, -3, -2
J3S4LL, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
RIGQBQ, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
RIGQBQ, G, 4, 15, -3, -2
89OO3B, P, 3, 3, -3, -2
RIGQBQ, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
RIGQBQ, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
S9OGAW, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
S9OGAW, O, 4, 4, -3, -2
89OO3B, P, 3, 3, -3, -2
S9OGAW, P, 4, 7, -3, -2
89OO3B, P, 3, 3, -3, -2
S9OGAW, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
S9OGAW, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
T0YVAQ, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
T0YVAQ, O, 4, 4, -3, -2
89OO3B, P, 3, 3, -3, -2
T0YVAQ, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
T0YVAQ, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
U1DPGK, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
U1DPGK, P, 4, 7, -3, -2
89OO3B, P, 3, 3, -3, -2
U1DPGK, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
U1DPGK, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
U6W77E, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
U6W77E, P, 4, 7, -3, -2
89OO3B, P, 3, 3, -3, -2
U6W77E, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
U6W77E, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
ZWHEJ4, B, 4, 8, -3, -2
89OO3B, P, 3, 3, -3, -2
ZWHEJ4, G, 4, 15, -3, -2
89OO3B, P, 3, 3, -3, -2
ZWHEJ4, P, 4, 7, -3, -2
89OO3B, P, 3, 3, -3, -2
ZWHEJ4, R, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
ZWHEJ4, Y, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
F3HQ9T, B, 2, 3, -3, -2
1O7SKL, O, 1, -2, -3, -2
F3HQ9T, O, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
ALDU5F, B, 4, -8, -3, -2
89OO3B, B, 3, -8, -3, -2
F3HQ9T, O, 2, -8, -3, -2
89OO3B, G, 3, inf, -3, -2
ALDU5F, B, 4, -2, -3, -2
89OO3B, G, 3, -2, -3, -2
ALDU5F, G, 4, 5, -3, -2
89OO3B, G, 3, -2, -3, -2
ALDU5F, P, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
F3HQ9T, O, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
ALDU5F, B, 4, 4, -3, -2
89OO3B, P, 3, 4, -3, -2
ALDU5F, G, 4, 11, -3, -2
89OO3B, P, 3, 4, -3, -2
ALDU5F, P, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
ALDU5F, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
ALDU5F, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
I6XTP9, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
I6XTP9, G, 4, 11, -3, -2
89OO3B, P, 3, -1, -3, -2
I6XTP9, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
I6XTP9, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
J3S4LL, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
J3S4LL, G, 4, 11, -3, -2
89OO3B, P, 3, -1, -3, -2
J3S4LL, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
RIGQBQ, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
RIGQBQ, G, 4, 11, -3, -2
89OO3B, P, 3, -1, -3, -2
RIGQBQ, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
RIGQBQ, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
S9OGAW, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
S9OGAW, O, 4, 0, -3, -2
89OO3B, P, 3, -1, -3, -2
S9OGAW, P, 4, 3, -3, -2
89OO3B, P, 3, -1, -3, -2
S9OGAW, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
S9OGAW, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
T0YVAQ, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
T0YVAQ, O, 4, 0, -3, -2
89OO3B, P, 3, -1, -3, -2
T0YVAQ, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
T0YVAQ, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
U1DPGK, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
U1DPGK, P, 4, 3, -3, -2
89OO3B, P, 3, -1, -3, -2
U1DPGK, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
U1DPGK, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
U6W77E, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
U6W77E, P, 4, 3, -3, -2
89OO3B, P, 3, -1, -3, -2
U6W77E, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
U6W77E, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
ZWHEJ4, B, 4, 4, -3, -2
89OO3B, P, 3, -1, -3, -2
ZWHEJ4, G, 4, 11, -3, -2
89OO3B, P, 3, -1, -3, -2
ZWHEJ4, P, 4, 3, -3, -2
89OO3B, P, 3, -1, -3, -2
ZWHEJ4, R, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
ZWHEJ4, Y, 4, -1, -3, -2
89OO3B, P, 3, -1, -3, -2
F3HQ9T, O, 2, -1, -3, -2
1O7SKL, O, 1, -2, -3, -2
F3HQ9T, P, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
ALDU5F, B, 4, -5, -3, -2
89OO3B, B, 3, -5, -3, -2
F3HQ9T, P, 2, -5, -3, -2
89OO3B, G, 3, inf, -3, -2
ALDU5F, B, 4, 1, -3, -2
89OO3B, G, 3, 1, -3, -2
ALDU5F, G, 4, 8, -3, -2
89OO3B, G, 3, 1, -3, -2
ALDU5F, P, 4, 0, -3, -2
89OO3B, G, 3, 0, -3, -2
ALDU5F, R, 4, -4, -3, -2
89OO3B, G, 3, -4, -3, -2
F3HQ9T, P, 2, -4, -3, -2
89OO3B, P, 3, inf, -3, -2
ALDU5F, B, 4, 7, -3, -2
89OO3B, P, 3, 7, -3, -2
ALDU5F, G, 4, 14, -3, -2
89OO3B, P, 3, 7, -3, -2
ALDU5F, P, 4, 6, -3, -2
89OO3B, P, 3, 6, -3, -2
ALDU5F, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ALDU5F, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
I6XTP9, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
J3S4LL, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
RIGQBQ, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
S9OGAW, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, O, 4, 3, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
T0YVAQ, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U1DPGK, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
U6W77E, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, B, 4, 7, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, G, 4, 14, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, P, 4, 6, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, R, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ZWHEJ4, Y, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
F3HQ9T, P, 2, 2, -3, -2
1O7SKL, O, 1, -2, -3, -2
F3HQ9T, R, 2, -inf, -3, -2
89OO3B, B, 3, inf, -3, -2
ALDU5F, B, 4, -9, -3, -2
89OO3B, B, 3, -9, -3, -2
F3HQ9T, R, 2, -9, -3, -2
89OO3B, G, 3, inf, -3, -2
ALDU5F, B, 4, -3, -3, -2
89OO3B, G, 3, -3, -3, -2
F3HQ9T, R, 2, -3, -3, -2
89OO3B, P, 3, inf, -3, -2
ALDU5F, B, 4, 3, -3, -2
89OO3B, P, 3, 3, -3, -2
ALDU5F, G, 4, 10, -3, -2
89OO3B, P, 3, 3, -3, -2
ALDU5F, P, 4, 2, -3, -2
89OO3B, P, 3, 2, -3, -2
ALDU5F, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
ALDU5F, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
I6XTP9, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
J3S4LL, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, G, 4, 10, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
RIGQBQ, Y, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, B, 4, 3, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, O, 4, -1, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, P, 4, 2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, R, 4, -2, -3, -2
89OO3B, P, 3, -2, -3, -2
S9OGAW, Y, 4, -2, -3, -2
