QPL7V4, G, 0, -inf, -inf, inf
185I8G, G, 2, 11, 11, 13
QC0IBC, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
QC0IBC, G, 3, 8, 11, 13
185I8G, G, 2, 11, 11, 13
QC0IBC, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
QC0IBC, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
QOSV86, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
QOSV86, G, 3, 8, 11, 13
185I8G, G, 2, 11, 11, 13
QOSV86, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
QOSV86, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
RKOCLJ, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
RKOCLJ, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
RKOCLJ, R, 3, 11, 11, 13
185I8G, G, 2, 11, 11, 13
RKOCLJ, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
SL3KNZ, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
SL3KNZ, G, 3, 8, 11, 13
185I8G, G, 2, 11, 11, 13
SL3KNZ, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
SL3KNZ, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
SRXIEV, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
SRXIEV, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
SRXIEV, R, 3, 11, 11, 13
185I8G, G, 2, 11, 11, 13
SRXIEV, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
UIZHEI, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
UIZHEI, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
UIZHEI, R, 3, 11, 11, 13
185I8G, G, 2, 11, 11, 13
UIZHEI, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
Z2L8IK, B, 3, 0, 11, 13
185I8G, G, 2, 11, 11, 13
Z2L8IK, G, 3, 8, 11, 13
185I8G, G, 2, 11, 11, 13
Z2L8IK, P, 3, -2, 11, 13
185I8G, G, 2, 11, 11, 13
Z2L8IK, Y, 3, 6, 11, 13
185I8G, G, 2, 11, 11, 13
CD9VU5, R, 1, 11, 11, 13
QPL7V4, G, 0, 11, 11, inf
CD9VU5, Y, 1, inf, 11, inf
185I8G, B, 2, -inf, 11, inf
253D7E, B, 3, -3, 11, inf
185I8G, B, 2, -3, 11, inf
253D7E, P, 3, -5, 11, inf
185I8G, B, 2, -3, 11, inf
253D7E, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
253D7E, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
EZPSF9, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
EZPSF9, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
EZPSF9, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
EZPSF9, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
GKYB2V, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
GKYB2V, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
GKYB2V, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
GKYB2V, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
IQ8PF0, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
IQ8PF0, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
IQ8PF0, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
IQ8PF0, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
KQQOCR, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
KQQOCR, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
KQQOCR, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
KQQOCR, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
O9SUZZ, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
O9SUZZ, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
O9SUZZ, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
O9SUZZ, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
QC0IBC, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
QC0IBC, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
QC0IBC, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
QC0IBC, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
QOSV86, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
QOSV86, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
QOSV86, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
RKOCLJ, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
RKOCLJ, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
RKOCLJ, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
RKOCLJ, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
SL3KNZ, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
SL3KNZ, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
SL3KNZ, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
SL3KNZ, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
SRXIEV, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
SRXIEV, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
SRXIEV, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
SRXIEV, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
UIZHEI, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
UIZHEI, R, 3, 8, 11, inf
185I8G, B, 2, 8, 11, inf
UIZHEI, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
Z2L8IK, B, 3, -3, 11, inf
185I8G, B, 2, 8, 11, inf
Z2L8IK, G, 3, 5, 11, inf
185I8G, B, 2, 8, 11, inf
Z2L8IK, P, 3, -5, 11, inf
185I8G, B, 2, 8, 11, inf
Z2L8IK, Y, 3, 3, 11, inf
185I8G, B, 2, 8, 11, inf
CD9VU5, Y, 1, 8, 11, inf
QPL7V4, G, 0, 11, 11, inf
EZPSF9, B, 1, inf, 11, inf
253D7E, B, 2, -inf, 11, inf
CD9VU5, B, 3, -9, 11, inf
253D7E, B, 2, -9, 11, inf
CD9VU5, P, 3, -11, 11, inf
253D7E, B, 2, -9, 11, inf
CD9VU5, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
CD9VU5, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
HKJ6MD, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
HKJ6MD, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
HKJ6MD, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
HKJ6MD, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
QC0IBC, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
QC0IBC, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
QC0IBC, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
QC0IBC, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
QOSV86, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
QOSV86, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
QOSV86, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
RKOCLJ, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
RKOCLJ, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
RKOCLJ, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
SL3KNZ, B, 3, -9, 11, inf
253D7E, B, 2, 2, 11, inf
SL3KNZ, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
SL3KNZ, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
SL3KNZ, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
SRXIEV, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
SRXIEV, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
SRXIEV, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
SRXIEV, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
UIZHEI, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
UIZHEI, R, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
UIZHEI, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
Z2L8IK, B, 3, -9, 11, inf
253D7E, B, 2, 2, 11, inf
Z2L8IK, G, 3, -1, 11, inf
253D7E, B, 2, 2, 11, inf
Z2L8IK, P, 3, -11, 11, inf
253D7E, B, 2, 2, 11, inf
Z2L8IK, Y, 3, -3, 11, inf
253D7E, B, 2, 2, 11, inf
EZPSF9, B, 1, 2, 11, inf
QPL7V4, G, 0, 11, 11, inf
EZPSF9, P, 1, inf, 11, inf
253D7E, B, 2, -inf, 11, inf
CD9VU5, B, 3, -11, 11, inf
253D7E, B, 2, -11, 11, inf
CD9VU5, P, 3, -13, 11, inf
253D7E, B, 2, -11, 11, inf
CD9VU5, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
CD9VU5, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
HKJ6MD, B, 3, -11, 11, inf
253D7E, B, 2, 0, 11, inf
HKJ6MD, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
HKJ6MD, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
HKJ6MD, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
QC0IBC, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
QC0IBC, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
QC0IBC, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
QC0IBC, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
QOSV86, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
QOSV86, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
QOSV86, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
RKOCLJ, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
RKOCLJ, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
RKOCLJ, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
SL3KNZ, B, 3, -11, 11, inf
253D7E, B, 2, 0, 11, inf
SL3KNZ, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
SL3KNZ, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
SL3KNZ, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
SRXIEV, B, 3, -11, 11, inf
253D7E, B, 2, 0, 11, inf
SRXIEV, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
SRXIEV, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
SRXIEV, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
UIZHEI, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
UIZHEI, R, 3, 0, 11, inf
253D7E, B, 2, 0, 11, inf
UIZHEI, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
Z2L8IK, B, 3, -11, 11, inf
253D7E, B, 2, 0, 11, inf
Z2L8IK, G, 3, -3, 11, inf
253D7E, B, 2, 0, 11, inf
Z2L8IK, P, 3, -13, 11, inf
253D7E, B, 2, 0, 11, inf
Z2L8IK, Y, 3, -5, 11, inf
253D7E, B, 2, 0, 11, inf
EZPSF9, P, 1, 0, 11, inf
QPL7V4, G, 0, 11, 11, inf
EZPSF9, R, 1, inf, 11, inf
253D7E, B, 2, -inf, 11, inf
CD9VU5, B, 3, 2, 11, inf
253D7E, B, 2, 2, 11, inf
CD9VU5, P, 3, 0, 11, inf
253D7E, B, 2, 2, 11, inf
CD9VU5, R, 3, 13, 11, inf
253D7E, B, 2, 13, 13, inf
CD9VU5, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
HKJ6MD, B, 3, 2, 13, inf
253D7E, B, 2, 13, 13, inf
HKJ6MD, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
HKJ6MD, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
HKJ6MD, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
QC0IBC, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
QC0IBC, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
QC0IBC, R, 3, 13, 13, inf
253D7E, B, 2, 13, 13, inf
QC0IBC, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
QOSV86, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
QOSV86, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
QOSV86, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
RKOCLJ, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
RKOCLJ, R, 3, 13, 13, inf
253D7E, B, 2, 13, 13, inf
RKOCLJ, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
SL3KNZ, B, 3, 2, 13, inf
253D7E, B, 2, 13, 13, inf
SL3KNZ, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
SL3KNZ, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
SL3KNZ, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
SRXIEV, B, 3, 2, 13, inf
253D7E, B, 2, 13, 13, inf
SRXIEV, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
SRXIEV, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
SRXIEV, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
UIZHEI, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
UIZHEI, R, 3, 13, 13, inf
253D7E, B, 2, 13, 13, inf
UIZHEI, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
Z2L8IK, B, 3, 2, 13, inf
253D7E, B, 2, 13, 13, inf
Z2L8IK, G, 3, 10, 13, inf
253D7E, B, 2, 13, 13, inf
Z2L8IK, P, 3, 0, 13, inf
253D7E, B, 2, 13, 13, inf
Z2L8IK, Y, 3, 8, 13, inf
253D7E, B, 2, 13, 13, inf
EZPSF9, R, 1, 13, 11, 13
253D7E, P, 2, -inf, 11, 13
CD9VU5, B, 3, 12, 11, 13
253D7E, P, 2, 12, 12, 13
CD9VU5, P, 3, 10, 12, 13
253D7E, P, 2, 12, 12, 13
CD9VU5, R, 3, 23, 12, 13
253D7E, P, 2, 23, 12, 13
EZPSF9, R, 1, 13, 11, 13
253D7E, R, 2, -inf, 11, 13
CD9VU5, B, 3, 1, 11, 13
253D7E, R, 2, 1, 11, 13
CD9VU5, P, 3, -1, 11, 13
253D7E, R, 2, 1, 11, 13
CD9VU5, R, 3, 12, 11, 13
253D7E, R, 2, 12, 12, 13
CD9VU5, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
HKJ6MD, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
HKJ6MD, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
HKJ6MD, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
HKJ6MD, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
QC0IBC, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
QC0IBC, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
QC0IBC, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
QC0IBC, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
QOSV86, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
QOSV86, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
QOSV86, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
QOSV86, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
RKOCLJ, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
RKOCLJ, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
RKOCLJ, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
SL3KNZ, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
SL3KNZ, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
SL3KNZ, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
SL3KNZ, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
SRXIEV, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
SRXIEV, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
SRXIEV, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
SRXIEV, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
UIZHEI, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
UIZHEI, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
UIZHEI, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
Z2L8IK, B, 3, 1, 12, 13
253D7E, R, 2, 12, 12, 13
Z2L8IK, G, 3, 9, 12, 13
253D7E, R, 2, 12, 12, 13
Z2L8IK, P, 3, -1, 12, 13
253D7E, R, 2, 12, 12, 13
Z2L8IK, Y, 3, 7, 12, 13
253D7E, R, 2, 12, 12, 13
EZPSF9, R, 1, 12, 11, 12
253D7E, Y, 2, -inf, 11, 12
CD9VU5, B, 3, 8, 11, 12
253D7E, Y, 2, 8, 11, 12
CD9VU5, P, 3, 6, 11, 12
253D7E, Y, 2, 8, 11, 12
CD9VU5, R, 3, 19, 11, 12
253D7E, Y, 2, 19, 11, 12
EZPSF9, R, 1, 12, 11, 12
CD9VU5, B, 2, -inf, 11, 12
185I8G, G, 3, 10, 11, 12
CD9VU5, B, 2, 10, 11, 12
185I8G, P, 3, 0, 11, 12
CD9VU5, B, 2, 10, 11, 12
185I8G, R, 3, 13, 11, 12
CD9VU5, B, 2, 13, 11, 12
EZPSF9, R, 1, 12, 11, 12
CD9VU5, P, 2, -inf, 11, 12
185I8G, B, 3, 12, 11, 12
CD9VU5, P, 2, 12, 11, 12
EZPSF9, R, 1, 12, 11, 12
CD9VU5, R, 2, -inf, 11, 12
185I8G, B, 3, 1, 11, 12
CD9VU5, R, 2, 1, 11, 12
185I8G, G, 3, 9, 11, 12
CD9VU5, R, 2, 9, 11, 12
185I8G, P, 3, -1, 11, 12
CD9VU5, R, 2, 9, 11, 12
185I8G, Y, 3, 7, 11, 12
CD9VU5, R, 2, 9, 11, 12
253D7E, B, 3, 1, 11, 12
CD9VU5, R, 2, 9, 11, 12
253D7E, P, 3, -1, 11, 12
CD9VU5, R, 2, 9, 11, 12
253D7E, R, 3, 12, 11, 12
CD9VU5, R, 2, 12, 11, 12
EZPSF9, R, 1, 12, 11, 12
CD9VU5, Y, 2, -inf, 11, 12
185I8G, B, 3, 8, 11, 12
CD9VU5, Y, 2, 8, 11, 12
185I8G, G, 3, 16, 11, 12
CD9VU5, Y, 2, 16, 11, 12
EZPSF9, R, 1, 12, 11, 12
HKJ6MD, B, 2, -inf, 11, 12
0QUTVR, G, 3, 10, 11, 12
HKJ6MD, B, 2, 10, 11, 12
0QUTVR, P, 3, 0, 11, 12
HKJ6MD, B, 2, 10, 11, 12
0QUTVR, R, 3, 13, 11, 12
HKJ6MD, B, 2, 13, 11, 12
EZPSF9, R, 1, 12, 11, 12
HKJ6MD, G, 2, -inf, 11, 12
0QUTVR, B, 3, 0, 11, 12
HKJ6MD, G, 2, 0, 11, 12
0QUTVR, P, 3, -2, 11, 12
HKJ6MD, G, 2, 0, 11, 12
0QUTVR, R, 3, 11, 11, 12
HKJ6MD, G, 2, 11, 11, 12
0QUTVR, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
253D7E, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
253D7E, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
253D7E, R, 3, 11, 11, 12
HKJ6MD, G, 2, 11, 11, 12
253D7E, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
CD9VU5, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
CD9VU5, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
CD9VU5, R, 3, 11, 11, 12
HKJ6MD, G, 2, 11, 11, 12
CD9VU5, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
QOSV86, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
QOSV86, G, 3, 8, 11, 12
HKJ6MD, G, 2, 11, 11, 12
QOSV86, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
QOSV86, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
RKOCLJ, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
RKOCLJ, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
RKOCLJ, R, 3, 11, 11, 12
HKJ6MD, G, 2, 11, 11, 12
RKOCLJ, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SL3KNZ, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SL3KNZ, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SL3KNZ, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SRXIEV, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SRXIEV, G, 3, 8, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SRXIEV, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
SRXIEV, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
UIZHEI, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
UIZHEI, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
UIZHEI, R, 3, 11, 11, 12
HKJ6MD, G, 2, 11, 11, 12
UIZHEI, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
Z2L8IK, B, 3, 0, 11, 12
HKJ6MD, G, 2, 11, 11, 12
Z2L8IK, G, 3, 8, 11, 12
HKJ6MD, G, 2, 11, 11, 12
Z2L8IK, P, 3, -2, 11, 12
HKJ6MD, G, 2, 11, 11, 12
Z2L8IK, Y, 3, 6, 11, 12
HKJ6MD, G, 2, 11, 11, 12
EZPSF9, R, 1, 11, 11, 12
QPL7V4, G, 0, 11, 11, inf
EZPSF9, Y, 1, inf, 11, inf
253D7E, B, 2, -inf, 11, inf
CD9VU5, B, 3, -3, 11, inf
253D7E, B, 2, -3, 11, inf
CD9VU5, P, 3, -5, 11, inf
253D7E, B, 2, -3, 11, inf
CD9VU5, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
CD9VU5, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
HKJ6MD, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
HKJ6MD, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
HKJ6MD, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
HKJ6MD, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
QC0IBC, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
QOSV86, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
RKOCLJ, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
SL3KNZ, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
SRXIEV, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
SRXIEV, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
SRXIEV, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
SRXIEV, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, R, 3, 8, 11, inf
253D7E, B, 2, 8, 11, inf
UIZHEI, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
Z2L8IK, B, 3, -3, 11, inf
253D7E, B, 2, 8, 11, inf
Z2L8IK, G, 3, 5, 11, inf
253D7E, B, 2, 8, 11, inf
Z2L8IK, P, 3, -5, 11, inf
253D7E, B, 2, 8, 11, inf
Z2L8IK, Y, 3, 3, 11, inf
253D7E, B, 2, 8, 11, inf
EZPSF9, Y, 1, 8, 11, inf
QPL7V4, G, 0, 11, 11, inf
QOSV86, B, 1, inf, 11, inf
253D7E, P, 2, -inf, 11, inf
CD9VU5, P, 3, -1, 11, inf
253D7E, P, 2, -1, 11, inf
CD9VU5, R, 3, 12, 11, inf
253D7E, P, 2, 12, 12, inf
CD9VU5, Y, 3, 7, 12, inf
253D7E, P, 2, 12, 12, inf
EZPSF9, B, 3, 1, 12, inf
253D7E, P, 2, 12, 12, inf
EZPSF9, P, 3, -1, 12, inf
253D7E, P, 2, 12, 12, inf
EZPSF9, R, 3, 12, 12, inf
253D7E, P, 2, 12, 12, inf
EZPSF9, Y, 3, 7, 12, inf
253D7E, P, 2, 12, 12, inf
IQ8PF0, G, 3, 9, 12, inf
253D7E, P, 2, 12, 12, inf
IQ8PF0, P, 3, -1, 12, inf
253D7E, P, 2, 12, 12, inf
IQ8PF0, R, 3, 12, 12, inf
253D7E, P, 2, 12, 12, inf
IQ8PF0, Y, 3, 7, 12, inf
253D7E, P, 2, 12, 12, inf
QC0IBC, B, 3, 1, 12, inf
253D7E, P, 2, 12, 12, inf
QC0IBC, G, 3, 9, 12, inf
253D7E, P, 2, 12, 12, inf
QC0IBC, R, 3, 12, 12, inf
253D7E, P, 2, 12, 12, inf
QC0IBC, Y, 3, 7, 12, inf
253D7E, P, 2, 12, 12, inf
RKOCLJ, B, 3, 1, 12, inf
253D7E, P, 2, 12, 12, inf
RKOCLJ, R, 3, 12, 12, inf
253D7E, P, 2, 12, 12, inf
RKOCLJ, Y, 3, 7, 12, inf
253D7E, P, 2, 12, 12, inf
SL3KNZ, B, 3, 1, 12, inf
