HL7RH0, G, 0, -inf, -inf, inf
7MVUG1, R, 3, 3, -6, 1
93CT8B, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
B302WY, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
B302WY, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
B302WY, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
D7A6DO, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
D7A6DO, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
D7A6DO, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
E3B6KU, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
E3B6KU, R, 4, 3, -6, 1
7MVUG1, R, 3, 1, -6, 1
FBMJRV, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
FBMJRV, R, 4, 3, -6, 1
7MVUG1, R, 3, 1, -6, 1
FBMJRV, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
GKM35T, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
GKM35T, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
GKM35T, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
IOIZ5S, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
IOIZ5S, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
IOIZ5S, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
JENPWA, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
JENPWA, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
JENPWA, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
LCX2DK, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
LCX2DK, R, 4, 3, -6, 1
7MVUG1, R, 3, 1, -6, 1
LCX2DK, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
LX6ZE0, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
LX6ZE0, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
LX6ZE0, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
ST898E, B, 4, 9, -6, 1
7MVUG1, R, 3, 1, -6, 1
ST898E, G, 4, 5, -6, 1
7MVUG1, R, 3, 1, -6, 1
ST898E, Y, 4, 1, -6, 1
7MVUG1, R, 3, 1, -6, 1
NCYMNC, Y, 2, 1, -6, 1
4TGIVI, R, 1, 1, -12, 1
ST898E, B, 2, -inf, -12, 1
93CT8B, R, 3, inf, -12, 1
7MVUG1, B, 4, 17, -12, 1
93CT8B, R, 3, 17, -12, 1
7MVUG1, G, 4, 13, -12, 1
93CT8B, R, 3, 13, -12, 1
7MVUG1, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
D7A6DO, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
D7A6DO, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
D7A6DO, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
E3B6KU, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
E3B6KU, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
ELEULA, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
ELEULA, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
ELEULA, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
FBMJRV, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
FBMJRV, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
FBMJRV, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
GKM35T, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
GKM35T, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
GKM35T, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
J873M4, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
J873M4, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
J873M4, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
JENPWA, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
JENPWA, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
JENPWA, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
L7XIFB, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
L7XIFB, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
L7XIFB, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
LCX2DK, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
LCX2DK, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
LCX2DK, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
LX6ZE0, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
LX6ZE0, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
NCYMNC, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
NCYMNC, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
NCYMNC, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
ODUBEG, B, 4, 17, -12, 1
93CT8B, R, 3, 9, -12, 1
ODUBEG, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
ODUBEG, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
TI1LD6, G, 4, 13, -12, 1
93CT8B, R, 3, 9, -12, 1
TI1LD6, R, 4, 11, -12, 1
93CT8B, R, 3, 9, -12, 1
TI1LD6, Y, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
ST898E, B, 2, 9, -12, 1
4TGIVI, R, 1, 1, -12, 1
ST898E, G, 2, -inf, -12, 1
93CT8B, B, 3, inf, -12, 1
7MVUG1, G, 4, -4, -12, 1
93CT8B, B, 3, -4, -12, -4
7MVUG1, R, 4, -6, -12, -4
93CT8B, B, 3, -6, -12, -6
7MVUG1, Y, 4, -8, -12, -6
93CT8B, B, 3, -8, -12, -8
D7A6DO, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
D7A6DO, G, 4, -4, -12, -8
93CT8B, B, 3, -8, -12, -8
D7A6DO, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
E3B6KU, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
E3B6KU, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
E3B6KU, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
ELEULA, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
ELEULA, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
ELEULA, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
FBMJRV, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
FBMJRV, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
FBMJRV, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
GKM35T, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
GKM35T, G, 4, -4, -12, -8
93CT8B, B, 3, -8, -12, -8
GKM35T, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
J873M4, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
J873M4, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
J873M4, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
JENPWA, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
JENPWA, G, 4, -4, -12, -8
93CT8B, B, 3, -8, -12, -8
JENPWA, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
L7XIFB, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
L7XIFB, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
L7XIFB, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
LCX2DK, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
LCX2DK, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
LCX2DK, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
LX6ZE0, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
LX6ZE0, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
NCYMNC, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
NCYMNC, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
NCYMNC, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
ODUBEG, G, 4, -4, -12, -8
93CT8B, B, 3, -8, -12, -8
ODUBEG, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
ODUBEG, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
TI1LD6, B, 4, 0, -12, -8
93CT8B, B, 3, -8, -12, -8
TI1LD6, R, 4, -6, -12, -8
93CT8B, B, 3, -8, -12, -8
TI1LD6, Y, 4, -8, -12, -8
93CT8B, B, 3, -8, -12, -8
ST898E, G, 2, -8, -8, 1
93CT8B, R, 3, inf, -8, 1
7MVUG1, B, 4, 13, -8, 1
93CT8B, R, 3, 13, -8, 1
7MVUG1, G, 4, 9, -8, 1
93CT8B, R, 3, 9, -8, 1
7MVUG1, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
D7A6DO, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
D7A6DO, G, 4, 9, -8, 1
93CT8B, R, 3, 5, -8, 1
D7A6DO, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
E3B6KU, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
E3B6KU, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
E3B6KU, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
ELEULA, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
ELEULA, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
ELEULA, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
FBMJRV, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
FBMJRV, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
FBMJRV, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
GKM35T, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
GKM35T, G, 4, 9, -8, 1
93CT8B, R, 3, 5, -8, 1
GKM35T, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
J873M4, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
J873M4, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
J873M4, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
JENPWA, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
JENPWA, G, 4, 9, -8, 1
93CT8B, R, 3, 5, -8, 1
JENPWA, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
L7XIFB, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
L7XIFB, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
L7XIFB, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
LCX2DK, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
LCX2DK, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
LCX2DK, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
LX6ZE0, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
LX6ZE0, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
NCYMNC, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
NCYMNC, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
NCYMNC, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
ODUBEG, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
ODUBEG, G, 4, 9, -8, 1
93CT8B, R, 3, 5, -8, 1
ODUBEG, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
TI1LD6, B, 4, 13, -8, 1
93CT8B, R, 3, 5, -8, 1
TI1LD6, R, 4, 7, -8, 1
93CT8B, R, 3, 5, -8, 1
TI1LD6, Y, 4, 5, -8, 1
93CT8B, R, 3, 5, -8, 1
ST898E, G, 2, 5, -8, 1
4TGIVI, R, 1, 1, -12, 1
ST898E, Y, 2, -inf, -12, 1
93CT8B, B, 3, inf, -12, 1
7MVUG1, G, 4, -8, -12, 1
93CT8B, B, 3, -8, -12, -8
7MVUG1, R, 4, -10, -12, -8
93CT8B, B, 3, -10, -12, -10
7MVUG1, Y, 4, -12, -12, -10
93CT8B, B, 3, -12, -12, -10
ST898E, Y, 2, -12, -12, 1
93CT8B, R, 3, inf, -12, 1
7MVUG1, B, 4, 9, -12, 1
93CT8B, R, 3, 9, -12, 1
7MVUG1, G, 4, 5, -12, 1
93CT8B, R, 3, 5, -12, 1
7MVUG1, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
D7A6DO, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
D7A6DO, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
D7A6DO, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
E3B6KU, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
E3B6KU, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
ELEULA, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
ELEULA, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
ELEULA, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
FBMJRV, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
FBMJRV, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
FBMJRV, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
GKM35T, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
GKM35T, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
GKM35T, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
J873M4, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
J873M4, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
J873M4, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
JENPWA, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
JENPWA, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
JENPWA, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
L7XIFB, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
L7XIFB, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
L7XIFB, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
LCX2DK, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
LCX2DK, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
LCX2DK, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
LX6ZE0, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
LX6ZE0, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
NCYMNC, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
NCYMNC, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
NCYMNC, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
ODUBEG, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
ODUBEG, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
ODUBEG, Y, 4, 1, -12, 1
93CT8B, R, 3, 1, -12, 1
TI1LD6, B, 4, 9, -12, 1
93CT8B, R, 3, 1, -12, 1
TI1LD6, G, 4, 5, -12, 1
93CT8B, R, 3, 1, -12, 1
TI1LD6, R, 4, 3, -12, 1
93CT8B, R, 3, 1, -12, 1
ST898E, Y, 2, 1, -12, 1
4TGIVI, R, 1, 1, -12, 1
HL7RH0, G, 0, 1, 1, inf
4TGIVI, Y, 1, inf, 1, inf
93CT8B, B, 2, -inf, 1, inf
7MVUG1, G, 3, inf, 1, inf
B302WY, B, 4, 8, 1, inf
7MVUG1, G, 3, 8, 1, 8
B302WY, R, 4, 2, 1, 8
7MVUG1, G, 3, 2, 1, 2
B302WY, Y, 4, 0, 1, 2
7MVUG1, G, 3, 0, 1, 2
93CT8B, B, 2, 0, 1, inf
7MVUG1, R, 3, inf, 1, inf
B302WY, B, 4, 15, 1, inf
7MVUG1, R, 3, 15, 1, 15
B302WY, G, 4, 11, 1, 15
7MVUG1, R, 3, 11, 1, 11
B302WY, Y, 4, 7, 1, 11
7MVUG1, R, 3, 7, 1, 7
D7A6DO, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
D7A6DO, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
D7A6DO, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
E3B6KU, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
E3B6KU, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
E3B6KU, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
FBMJRV, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
GKM35T, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
GKM35T, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
IOIZ5S, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
JENPWA, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
JENPWA, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
LCX2DK, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
LX6ZE0, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
LX6ZE0, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
NCYMNC, B, 4, 15, 1, 7
7MVUG1, R, 3, 7, 1, 7
NCYMNC, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
ODUBEG, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
ODUBEG, R, 4, 9, 1, 7
7MVUG1, R, 3, 7, 1, 7
ODUBEG, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
ST898E, G, 4, 11, 1, 7
7MVUG1, R, 3, 7, 1, 7
ST898E, Y, 4, 7, 1, 7
7MVUG1, R, 3, 7, 1, 7
93CT8B, B, 2, 7, 7, inf
7MVUG1, Y, 3, inf, 7, inf
B302WY, B, 4, 13, 7, inf
7MVUG1, Y, 3, 13, 7, 13
B302WY, G, 4, 9, 7, 13
7MVUG1, Y, 3, 9, 7, 9
B302WY, R, 4, 7, 7, 9
7MVUG1, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
D7A6DO, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
D7A6DO, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
D7A6DO, G, 3, inf, 7, inf
7MVUG1, G, 4, 4, 7, inf
D7A6DO, G, 3, 4, 7, inf
93CT8B, B, 2, 7, 7, inf
D7A6DO, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
D7A6DO, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
D7A6DO, R, 3, 9, 7, 9
7MVUG1, Y, 4, 7, 7, 9
D7A6DO, R, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
E3B6KU, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
E3B6KU, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
E3B6KU, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
E3B6KU, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
E3B6KU, R, 3, 9, 7, 9
7MVUG1, Y, 4, 7, 7, 9
E3B6KU, R, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
E3B6KU, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
E3B6KU, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
E3B6KU, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
FBMJRV, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
FBMJRV, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
FBMJRV, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
FBMJRV, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
FBMJRV, R, 3, 9, 7, 9
7MVUG1, Y, 4, 7, 7, 9
FBMJRV, R, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
FBMJRV, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
FBMJRV, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
FBMJRV, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
GKM35T, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
GKM35T, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
GKM35T, G, 3, inf, 7, inf
7MVUG1, R, 4, 2, 7, inf
GKM35T, G, 3, 2, 7, inf
93CT8B, B, 2, 7, 7, inf
GKM35T, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
GKM35T, R, 3, 11, 7, 11
7MVUG1, Y, 4, 7, 7, 11
GKM35T, R, 3, 7, 7, 11
93CT8B, B, 2, 7, 7, inf
JENPWA, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
JENPWA, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
JENPWA, G, 3, inf, 7, inf
7MVUG1, R, 4, 2, 7, inf
JENPWA, G, 3, 2, 7, inf
93CT8B, B, 2, 7, 7, inf
JENPWA, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
JENPWA, R, 3, 11, 7, 11
7MVUG1, Y, 4, 7, 7, 11
JENPWA, R, 3, 7, 7, 11
93CT8B, B, 2, 7, 7, inf
LCX2DK, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
LCX2DK, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
LCX2DK, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
LCX2DK, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
LCX2DK, R, 3, 9, 7, 9
7MVUG1, Y, 4, 7, 7, 9
LCX2DK, R, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
LCX2DK, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
LCX2DK, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
LCX2DK, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
LX6ZE0, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
LX6ZE0, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
LX6ZE0, G, 3, inf, 7, inf
7MVUG1, R, 4, 2, 7, inf
LX6ZE0, G, 3, 2, 7, inf
93CT8B, B, 2, 7, 7, inf
LX6ZE0, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
LX6ZE0, R, 3, 11, 7, 11
7MVUG1, Y, 4, 7, 7, 11
LX6ZE0, R, 3, 7, 7, 11
93CT8B, B, 2, 7, 7, inf
NCYMNC, B, 3, inf, 7, inf
7MVUG1, G, 4, -2, 7, inf
NCYMNC, B, 3, -2, 7, inf
93CT8B, B, 2, 7, 7, inf
NCYMNC, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
NCYMNC, R, 3, 11, 7, 11
7MVUG1, Y, 4, 7, 7, 11
NCYMNC, R, 3, 7, 7, 11
93CT8B, B, 2, 7, 7, inf
NCYMNC, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
NCYMNC, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
NCYMNC, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
ODUBEG, G, 3, inf, 7, inf
7MVUG1, G, 4, 4, 7, inf
ODUBEG, G, 3, 4, 7, inf
93CT8B, B, 2, 7, 7, inf
ODUBEG, R, 3, inf, 7, inf
7MVUG1, G, 4, 11, 7, inf
ODUBEG, R, 3, 11, 7, 11
7MVUG1, R, 4, 9, 7, 11
ODUBEG, R, 3, 9, 7, 9
7MVUG1, Y, 4, 7, 7, 9
ODUBEG, R, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
ODUBEG, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
ODUBEG, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
ODUBEG, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
ST898E, G, 3, inf, 7, inf
7MVUG1, G, 4, 4, 7, inf
ST898E, G, 3, 4, 7, inf
93CT8B, B, 2, 7, 7, inf
ST898E, Y, 3, inf, 7, inf
7MVUG1, G, 4, 9, 7, inf
ST898E, Y, 3, 9, 7, 9
7MVUG1, R, 4, 7, 7, 9
ST898E, Y, 3, 7, 7, 9
93CT8B, B, 2, 7, 7, inf
4TGIVI, Y, 1, 7, 1, 7
93CT8B, R, 2, -inf, 1, 7
7MVUG1, B, 3, inf, 1, 7
B302WY, G, 4, -8, 1, 7
7MVUG1, B, 3, -8, 1, 7
93CT8B, R, 2, -8, 1, 7
7MVUG1, G, 3, inf, 1, 7
B302WY, B, 4, 2, 1, 7
7MVUG1, G, 3, 2, 1, 2
B302WY, R, 4, -4, 1, 2
7MVUG1, G, 3, -4, 1, 2
93CT8B, R, 2, -4, 1, 7
7MVUG1, Y, 3, inf, 1, 7
B302WY, B, 4, 7, 1, 7
7MVUG1, Y, 3, 7, 1, 7
B302WY, G, 4, 3, 1, 7
7MVUG1, Y, 3, 3, 1, 3
B302WY, R, 4, 1, 1, 3
7MVUG1, Y, 3, 1, 1, 3
93CT8B, R, 2, 1, 1, 7
D7A6DO, B, 3, inf, 1, 7
7MVUG1, B, 4, -4, 1, 7
D7A6DO, B, 3, -4, 1, 7
93CT8B, R, 2, 1, 1, 7
D7A6DO, G, 3, inf, 1, 7
7MVUG1, B, 4, 2, 1, 7
D7A6DO, G, 3, 2, 1, 2
7MVUG1, G, 4, -2, 1, 2
