Y5AK5V, G, 0, -inf, -inf, inf
FN6FXI, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
FVHX54, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
FVHX54, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
JPKJGU, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
KV5GZ0, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
LWMYG1, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
LWMYG1, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
PAFB9P, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
PAFB9P, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
PEU7VW, B, 4, 3, -9, -3
5ARP8X, G, 3, 0, -9, -3
R2IKQH, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
R2IKQH, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
U7XFL2, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
V4Q1JP, G, 4, 9, -9, -3
5ARP8X, G, 3, 0, -9, -3
V4Q1JP, R, 4, 0, -9, -3
5ARP8X, G, 3, 0, -9, -3
W2IIS3, B, 2, 0, -9, -3
572PSY, B, 1, -3, -inf, -3
W2IIS3, G, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, 6, -inf, -3
5ARP8X, B, 3, 6, -inf, -3
5V4RTP, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FN6FXI, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FVHX54, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FVHX54, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
JPKJGU, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
KV5GZ0, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
LWMYG1, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
LWMYG1, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PAFB9P, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PAFB9P, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PEU7VW, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
R2IKQH, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
U7XFL2, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
V4Q1JP, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
V4Q1JP, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
Y9PHLU, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
W2IIS3, G, 2, -3, -inf, -3
572PSY, B, 1, -3, -inf, -3
Y9PHLU, G, 2, -inf, -inf, -3
5ARP8X, B, 3, inf, -inf, -3
5V4RTP, G, 4, 6, -inf, -3
5ARP8X, B, 3, 6, -inf, -3
5V4RTP, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
DEM4NQ, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
DEM4NQ, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FN6FXI, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FVHX54, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FVHX54, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FZ34WN, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
FZ34WN, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
JPKJGU, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
KV5GZ0, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
NNBHMP, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
NNBHMP, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PAFB9P, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PAFB9P, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
PEU7VW, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
R2IKQH, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
U7XFL2, R, 4, -3, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
W2IIS3, B, 4, 0, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
W2IIS3, G, 4, 6, -inf, -3
5ARP8X, B, 3, -3, -inf, -3
Y9PHLU, G, 2, -3, -inf, -3
572PSY, B, 1, -3, -inf, -3
Y5AK5V, G, 0, -3, -3, inf
572PSY, G, 1, inf, -3, inf
5ARP8X, B, 2, -inf, -3, inf
5V4RTP, B, 3, inf, -3, inf
FN6FXI, R, 4, 0, -3, inf
5V4RTP, B, 3, 0, -3, 0
FVHX54, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
FVHX54, G, 4, 9, -3, 0
5V4RTP, B, 3, 0, -3, 0
JPKJGU, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
KV5GZ0, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
KV5GZ0, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
PAFB9P, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
PAFB9P, G, 4, 9, -3, 0
5V4RTP, B, 3, 0, -3, 0
PEU7VW, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
R2IKQH, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
R2IKQH, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
U7XFL2, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
W2IIS3, B, 4, 3, -3, 0
5V4RTP, B, 3, 0, -3, 0
W2IIS3, G, 4, 9, -3, 0
5V4RTP, B, 3, 0, -3, 0
WPO8UN, G, 4, 9, -3, 0
5V4RTP, B, 3, 0, -3, 0
WPO8UN, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
Z7J3WM, G, 4, 9, -3, 0
5V4RTP, B, 3, 0, -3, 0
Z7J3WM, R, 4, 0, -3, 0
5V4RTP, B, 3, 0, -3, 0
5ARP8X, B, 2, 0, 0, inf
5V4RTP, R, 3, inf, 0, inf
FN6FXI, R, 4, 6, 0, inf
5V4RTP, R, 3, 6, 0, 6
FVHX54, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
FVHX54, G, 4, 15, 0, 6
5V4RTP, R, 3, 6, 0, 6
JPKJGU, R, 4, 6, 0, 6
5V4RTP, R, 3, 6, 0, 6
KV5GZ0, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
KV5GZ0, R, 4, 6, 0, 6
5V4RTP, R, 3, 6, 0, 6
PAFB9P, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
PAFB9P, G, 4, 15, 0, 6
5V4RTP, R, 3, 6, 0, 6
PEU7VW, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
R2IKQH, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
R2IKQH, R, 4, 6, 0, 6
5V4RTP, R, 3, 6, 0, 6
U7XFL2, R, 4, 6, 0, 6
5V4RTP, R, 3, 6, 0, 6
W2IIS3, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
W2IIS3, G, 4, 15, 0, 6
5V4RTP, R, 3, 6, 0, 6
WPO8UN, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
WPO8UN, G, 4, 15, 0, 6
5V4RTP, R, 3, 6, 0, 6
Z7J3WM, B, 4, 9, 0, 6
5V4RTP, R, 3, 6, 0, 6
Z7J3WM, G, 4, 15, 0, 6
5V4RTP, R, 3, 6, 0, 6
5ARP8X, B, 2, 6, 6, inf
FN6FXI, R, 3, inf, 6, inf
5V4RTP, B, 4, 9, 6, inf
FN6FXI, R, 3, 9, 6, 9
5V4RTP, R, 4, 6, 6, 9
FN6FXI, R, 3, 6, 6, 9
5ARP8X, B, 2, 6, 6, inf
FVHX54, B, 3, inf, 6, inf
05Z10J, G, 4, 9, 6, inf
FVHX54, B, 3, 9, 6, 9
05Z10J, R, 4, 0, 6, 9
FVHX54, B, 3, 0, 6, 9
5ARP8X, B, 2, 6, 6, inf
FVHX54, G, 3, inf, 6, inf
05Z10J, B, 4, 12, 6, inf
FVHX54, G, 3, 12, 6, 12
05Z10J, R, 4, 9, 6, 12
FVHX54, G, 3, 9, 6, 9
5V4RTP, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
5V4RTP, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
FN6FXI, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
JPKJGU, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
KV5GZ0, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
KV5GZ0, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
PAFB9P, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
PEU7VW, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
R2IKQH, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
R2IKQH, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
T2YR3E, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
T2YR3E, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
U7XFL2, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
V4Q1JP, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
V4Q1JP, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
W2IIS3, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
W2IIS3, G, 4, 18, 6, 9
FVHX54, G, 3, 9, 6, 9
WPO8UN, B, 4, 12, 6, 9
FVHX54, G, 3, 9, 6, 9
WPO8UN, R, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
5ARP8X, B, 2, 9, 9, inf
JPKJGU, R, 3, inf, 9, inf
5V4RTP, B, 4, 9, 9, inf
JPKJGU, R, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
KV5GZ0, B, 3, inf, 9, inf
5V4RTP, B, 4, 3, 9, inf
KV5GZ0, B, 3, 3, 9, inf
5ARP8X, B, 2, 9, 9, inf
KV5GZ0, R, 3, inf, 9, inf
5V4RTP, B, 4, 9, 9, inf
KV5GZ0, R, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
PAFB9P, B, 3, inf, 9, inf
05Z10J, G, 4, 9, 9, inf
PAFB9P, B, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
PAFB9P, G, 3, inf, 9, inf
05Z10J, B, 4, 12, 9, inf
PAFB9P, G, 3, 12, 9, 12
05Z10J, R, 4, 9, 9, 12
PAFB9P, G, 3, 9, 9, 12
5ARP8X, B, 2, 9, 9, inf
PEU7VW, B, 3, inf, 9, inf
5V4RTP, B, 4, 3, 9, inf
PEU7VW, B, 3, 3, 9, inf
5ARP8X, B, 2, 9, 9, inf
R2IKQH, B, 3, inf, 9, inf
05Z10J, G, 4, 9, 9, inf
R2IKQH, B, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
R2IKQH, R, 3, inf, 9, inf
05Z10J, B, 4, 9, 9, inf
R2IKQH, R, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
U7XFL2, R, 3, inf, 9, inf
5V4RTP, B, 4, 9, 9, inf
U7XFL2, R, 3, 9, 9, inf
5ARP8X, B, 2, 9, 9, inf
W2IIS3, B, 3, inf, 9, inf
5V4RTP, B, 4, 3, 9, inf
W2IIS3, B, 3, 3, 9, inf
5ARP8X, B, 2, 9, 9, inf
W2IIS3, G, 3, inf, 9, inf
5V4RTP, B, 4, 12, 9, inf
W2IIS3, G, 3, 12, 9, 12
5V4RTP, R, 4, 9, 9, 12
W2IIS3, G, 3, 9, 9, 12
5ARP8X, B, 2, 9, 9, inf
572PSY, G, 1, 9, -3, 9
5ARP8X, G, 2, -inf, -3, 9
5V4RTP, B, 3, inf, -3, 9
FN6FXI, B, 4, 9, -3, 9
5V4RTP, B, 3, 9, -3, 9
FN6FXI, R, 4, 6, -3, 9
5V4RTP, B, 3, 6, -3, 6
FVHX54, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
FVHX54, G, 4, 15, -3, 6
5V4RTP, B, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
KV5GZ0, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
LY6L3K, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
PAFB9P, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
PAFB9P, G, 4, 15, -3, 6
5V4RTP, B, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
R2IKQH, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
R2IKQH, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
5V4RTP, B, 3, 6, -3, 6
WPO8UN, G, 4, 15, -3, 6
5V4RTP, B, 3, 6, -3, 6
WPO8UN, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
5V4RTP, B, 3, 6, -3, 6
Z7J3WM, G, 4, 15, -3, 6
5V4RTP, B, 3, 6, -3, 6
Z7J3WM, R, 4, 6, -3, 6
5V4RTP, B, 3, 6, -3, 6
5ARP8X, G, 2, 6, 6, 9
5V4RTP, R, 3, inf, 6, 9
FN6FXI, B, 4, 15, 6, 9
5V4RTP, R, 3, 15, 6, 9
FN6FXI, R, 4, 12, 6, 9
5V4RTP, R, 3, 12, 6, 9
FVHX54, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
FVHX54, G, 4, 21, 6, 9
5V4RTP, R, 3, 12, 6, 9
JPKJGU, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
JPKJGU, R, 4, 12, 6, 9
5V4RTP, R, 3, 12, 6, 9
KV5GZ0, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
KV5GZ0, R, 4, 12, 6, 9
5V4RTP, R, 3, 12, 6, 9
LY6L3K, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
PAFB9P, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
PAFB9P, G, 4, 21, 6, 9
5V4RTP, R, 3, 12, 6, 9
PEU7VW, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
R2IKQH, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
R2IKQH, R, 4, 12, 6, 9
5V4RTP, R, 3, 12, 6, 9
U7XFL2, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
U7XFL2, R, 4, 12, 6, 9
5V4RTP, R, 3, 12, 6, 9
W2IIS3, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
W2IIS3, G, 4, 21, 6, 9
5V4RTP, R, 3, 12, 6, 9
WPO8UN, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
WPO8UN, G, 4, 21, 6, 9
5V4RTP, R, 3, 12, 6, 9
Y9PHLU, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
Z7J3WM, B, 4, 15, 6, 9
5V4RTP, R, 3, 12, 6, 9
Z7J3WM, G, 4, 21, 6, 9
5V4RTP, R, 3, 12, 6, 9
5ARP8X, G, 2, 12, 6, 9
572PSY, G, 1, 9, -3, 9
5V4RTP, B, 2, -inf, -3, 9
5ARP8X, B, 3, inf, -3, 9
FN6FXI, R, 4, 0, -3, 9
5ARP8X, B, 3, 0, -3, 0
FVHX54, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
FVHX54, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
JPKJGU, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
KV5GZ0, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
KV5GZ0, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
PAFB9P, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
PAFB9P, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
PEU7VW, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
R2IKQH, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
R2IKQH, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
U7XFL2, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, B, 4, 3, -3, 0
5ARP8X, B, 3, 0, -3, 0
W2IIS3, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
WPO8UN, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
WPO8UN, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, G, 4, 9, -3, 0
5ARP8X, B, 3, 0, -3, 0
Z7J3WM, R, 4, 0, -3, 0
5ARP8X, B, 3, 0, -3, 0
5V4RTP, B, 2, 0, 0, 9
5ARP8X, G, 3, inf, 0, 9
FN6FXI, B, 4, 12, 0, 9
5ARP8X, G, 3, 12, 0, 9
FN6FXI, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
FVHX54, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
FVHX54, G, 4, 18, 0, 9
5ARP8X, G, 3, 9, 0, 9
JPKJGU, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
JPKJGU, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
KV5GZ0, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
KV5GZ0, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
LY6L3K, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
PAFB9P, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
PAFB9P, G, 4, 18, 0, 9
5ARP8X, G, 3, 9, 0, 9
PEU7VW, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
R2IKQH, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
R2IKQH, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
U7XFL2, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
U7XFL2, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
W2IIS3, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
W2IIS3, G, 4, 18, 0, 9
5ARP8X, G, 3, 9, 0, 9
WPO8UN, G, 4, 18, 0, 9
5ARP8X, G, 3, 9, 0, 9
WPO8UN, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
Y9PHLU, B, 4, 12, 0, 9
5ARP8X, G, 3, 9, 0, 9
Z7J3WM, G, 4, 18, 0, 9
5ARP8X, G, 3, 9, 0, 9
Z7J3WM, R, 4, 9, 0, 9
5ARP8X, G, 3, 9, 0, 9
5V4RTP, B, 2, 9, 0, 9
572PSY, G, 1, 9, -3, 9
5V4RTP, R, 2, -inf, -3, 9
5ARP8X, B, 3, inf, -3, 9
FN6FXI, R, 4, -3, -3, 9
5ARP8X, B, 3, -3, -3, 9
5V4RTP, R, 2, -3, -3, 9
5ARP8X, G, 3, inf, -3, 9
FN6FXI, B, 4, 9, -3, 9
5ARP8X, G, 3, 9, -3, 9
FN6FXI, R, 4, 6, -3, 9
5ARP8X, G, 3, 6, -3, 6
FVHX54, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
FVHX54, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
JPKJGU, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
KV5GZ0, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
LY6L3K, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
PAFB9P, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
PEU7VW, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
R2IKQH, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
U7XFL2, R, 4, 6, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
W2IIS3, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
WPO8UN, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
WPO8UN, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
Y9PHLU, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
Z7J3WM, B, 4, 9, -3, 6
5ARP8X, G, 3, 6, -3, 6
Z7J3WM, G, 4, 15, -3, 6
5ARP8X, G, 3, 6, -3, 6
5V4RTP, R, 2, 6, 6, 9
FN6FXI, B, 3, inf, 6, 9
5ARP8X, G, 4, 6, 6, 9
FN6FXI, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
FN6FXI, R, 3, inf, 6, 9
5ARP8X, B, 4, 6, 6, 9
FN6FXI, R, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
FVHX54, B, 3, inf, 6, 9
05Z10J, G, 4, 6, 6, 9
FVHX54, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
FVHX54, G, 3, inf, 6, 9
05Z10J, B, 4, 9, 6, 9
FVHX54, G, 3, 9, 6, 9
05Z10J, R, 4, 6, 6, 9
FVHX54, G, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
JPKJGU, B, 3, inf, 6, 9
5ARP8X, G, 4, 6, 6, 9
JPKJGU, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
JPKJGU, R, 3, inf, 6, 9
5ARP8X, B, 4, 6, 6, 9
JPKJGU, R, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
KV5GZ0, B, 3, inf, 6, 9
5ARP8X, B, 4, 0, 6, 9
KV5GZ0, B, 3, 0, 6, 9
5V4RTP, R, 2, 6, 6, 9
KV5GZ0, R, 3, inf, 6, 9
5ARP8X, B, 4, 6, 6, 9
KV5GZ0, R, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
LY6L3K, B, 3, inf, 6, 9
05Z10J, G, 4, 6, 6, 9
LY6L3K, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
PAFB9P, B, 3, inf, 6, 9
05Z10J, G, 4, 6, 6, 9
PAFB9P, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
PAFB9P, G, 3, inf, 6, 9
05Z10J, B, 4, 9, 6, 9
PAFB9P, G, 3, 9, 6, 9
05Z10J, R, 4, 6, 6, 9
PAFB9P, G, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
PEU7VW, B, 3, inf, 6, 9
5ARP8X, B, 4, 0, 6, 9
PEU7VW, B, 3, 0, 6, 9
5V4RTP, R, 2, 6, 6, 9
R2IKQH, B, 3, inf, 6, 9
05Z10J, G, 4, 6, 6, 9
R2IKQH, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
R2IKQH, R, 3, inf, 6, 9
05Z10J, B, 4, 6, 6, 9
R2IKQH, R, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
U7XFL2, B, 3, inf, 6, 9
5ARP8X, G, 4, 6, 6, 9
U7XFL2, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
U7XFL2, R, 3, inf, 6, 9
5ARP8X, B, 4, 6, 6, 9
U7XFL2, R, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
W2IIS3, B, 3, inf, 6, 9
5ARP8X, B, 4, 0, 6, 9
W2IIS3, B, 3, 0, 6, 9
5V4RTP, R, 2, 6, 6, 9
W2IIS3, G, 3, inf, 6, 9
5ARP8X, B, 4, 9, 6, 9
W2IIS3, G, 3, 9, 6, 9
5ARP8X, G, 4, 15, 6, 9
W2IIS3, G, 3, 9, 6, 9
FN6FXI, B, 4, 9, 6, 9
W2IIS3, G, 3, 9, 6, 9
FN6FXI, R, 4, 6, 6, 9
W2IIS3, G, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
WPO8UN, B, 3, inf, 6, 9
0RWJCR, G, 4, 6, 6, 9
WPO8UN, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
WPO8UN, G, 3, inf, 6, 9
0RWJCR, B, 4, 9, 6, 9
WPO8UN, G, 3, 9, 6, 9
0RWJCR, R, 4, 6, 6, 9
WPO8UN, G, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
Y9PHLU, B, 3, inf, 6, 9
5ARP8X, G, 4, 6, 6, 9
Y9PHLU, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
Z7J3WM, B, 3, inf, 6, 9
05Z10J, G, 4, 6, 6, 9
Z7J3WM, B, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
Z7J3WM, G, 3, inf, 6, 9
05Z10J, B, 4, 9, 6, 9
Z7J3WM, G, 3, 9, 6, 9
05Z10J, R, 4, 6, 6, 9
Z7J3WM, G, 3, 6, 6, 9
5V4RTP, R, 2, 6, 6, 9
572PSY, G, 1, 6, -3, 6
FN6FXI, B, 2, -inf, -3, 6
5ARP8X, G, 3, inf, -3, 6
5V4RTP, B, 4, 12, -3, 6
5ARP8X, G, 3, 12, -3, 6
5V4RTP, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
FVHX54, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
FVHX54, G, 4, 18, -3, 6
5ARP8X, G, 3, 9, -3, 6
JPKJGU, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
JPKJGU, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
KV5GZ0, R, 4, 9, -3, 6
5ARP8X, G, 3, 9, -3, 6
LY6L3K, B, 4, 12, -3, 6
5ARP8X, G, 3, 9, -3, 6
