MD3KRQ, G, 0, -inf, -inf, inf
FXFIH0, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
LSMH8T, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
R109DH, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
Z9Q7SV, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
Z9Q7SV, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
Z9Q7SV, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
Z9Q7SV, R, 3, -5, -3, -1
10X94T, Y, 2, -3, -3, -1
ZE3HTR, B, 3, -6, -3, -1
10X94T, Y, 2, -3, -3, -1
ZE3HTR, G, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
ZE3HTR, P, 3, -9, -3, -1
10X94T, Y, 2, -3, -3, -1
ZE3HTR, Y, 3, -3, -3, -1
10X94T, Y, 2, -3, -3, -1
5E7IFX, Y, 1, -3, -3, -1
MD3KRQ, G, 0, -3, -3, inf
DRPOSC, B, 1, inf, -3, inf
10X94T, P, 2, -inf, -3, inf
5E7IFX, B, 3, -7, -3, inf
10X94T, P, 2, -7, -3, inf
5E7IFX, P, 3, -10, -3, inf
10X94T, P, 2, -7, -3, inf
5E7IFX, R, 3, -6, -3, inf
10X94T, P, 2, -6, -3, inf
5E7IFX, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
DWCEWT, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
DWCEWT, P, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
DWCEWT, R, 3, -6, -3, inf
10X94T, P, 2, -4, -3, inf
DWCEWT, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
F5GTYF, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
F5GTYF, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
F5GTYF, R, 3, -6, -3, inf
10X94T, P, 2, -4, -3, inf
F5GTYF, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
FC55DO, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
FC55DO, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
FC55DO, P, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
FC55DO, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
FNUA7I, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
FNUA7I, P, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
FNUA7I, R, 3, -6, -3, inf
10X94T, P, 2, -4, -3, inf
FNUA7I, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
FXFIH0, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
FXFIH0, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
FXFIH0, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
LSMH8T, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
LSMH8T, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
LSMH8T, R, 3, -6, -3, inf
10X94T, P, 2, -4, -3, inf
LSMH8T, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
R109DH, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
R109DH, R, 3, -6, -3, inf
10X94T, P, 2, -4, -3, inf
R109DH, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
ZE3HTR, B, 3, -7, -3, inf
10X94T, P, 2, -4, -3, inf
ZE3HTR, G, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
ZE3HTR, P, 3, -10, -3, inf
10X94T, P, 2, -4, -3, inf
ZE3HTR, Y, 3, -4, -3, inf
10X94T, P, 2, -4, -3, inf
DRPOSC, B, 1, -4, -3, inf
MD3KRQ, G, 0, -3, -3, inf
DRPOSC, P, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, B, 3, -10, -3, inf
10X94T, B, 2, -10, -3, inf
5E7IFX, P, 3, -13, -3, inf
10X94T, B, 2, -10, -3, inf
5E7IFX, R, 3, -9, -3, inf
10X94T, B, 2, -9, -3, inf
5E7IFX, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
DWCEWT, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
DWCEWT, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
DWCEWT, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
DWCEWT, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
FNUA7I, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
FNUA7I, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FNUA7I, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
FNUA7I, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
FXFIH0, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FXFIH0, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FXFIH0, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
DRPOSC, P, 1, -7, -3, inf
MD3KRQ, G, 0, -3, -3, inf
DRPOSC, R, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, B, 3, -6, -3, inf
10X94T, B, 2, -6, -3, inf
5E7IFX, P, 3, -9, -3, inf
10X94T, B, 2, -6, -3, inf
5E7IFX, R, 3, -5, -3, inf
10X94T, B, 2, -5, -3, inf
5E7IFX, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
DWCEWT, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
DWCEWT, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
DWCEWT, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
DWCEWT, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
FNUA7I, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
FNUA7I, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FNUA7I, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FNUA7I, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
ZE3HTR, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
ZE3HTR, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
ZE3HTR, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
ZE3HTR, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
DRPOSC, R, 1, -3, -3, inf
MD3KRQ, G, 0, -3, -3, inf
DRPOSC, Y, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, B, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
5E7IFX, P, 3, -7, -3, inf
10X94T, B, 2, -4, -3, inf
5E7IFX, R, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
5E7IFX, Y, 3, -1, -3, inf
10X94T, B, 2, -1, -1, inf
DWCEWT, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
DWCEWT, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
DWCEWT, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
DWCEWT, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
F5GTYF, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
F5GTYF, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
F5GTYF, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
F5GTYF, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FC55DO, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
FNUA7I, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
FNUA7I, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FNUA7I, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FNUA7I, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
FXFIH0, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
LSMH8T, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
R109DH, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
R109DH, R, 3, -3, -1, inf
10X94T, B, 2, -1, -1, inf
R109DH, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
ZE3HTR, B, 3, -4, -1, inf
10X94T, B, 2, -1, -1, inf
ZE3HTR, G, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
ZE3HTR, P, 3, -7, -1, inf
10X94T, B, 2, -1, -1, inf
ZE3HTR, Y, 3, -1, -1, inf
10X94T, B, 2, -1, -1, inf
DRPOSC, Y, 1, -1, -3, -1
10X94T, P, 2, -inf, -3, -1
5E7IFX, B, 3, -4, -3, -1
10X94T, P, 2, -4, -3, -1
5E7IFX, P, 3, -7, -3, -1
10X94T, P, 2, -4, -3, -1
5E7IFX, R, 3, -3, -3, -1
10X94T, P, 2, -3, -3, -1
5E7IFX, Y, 3, -1, -3, -1
10X94T, P, 2, -1, -3, -1
DRPOSC, Y, 1, -1, -3, -1
5E7IFX, B, 2, -inf, -3, -1
10X94T, B, 3, -4, -3, -1
5E7IFX, B, 2, -4, -3, -1
10X94T, P, 3, -7, -3, -1
5E7IFX, B, 2, -4, -3, -1
AGKE29, G, 3, -7, -3, -1
5E7IFX, B, 2, -4, -3, -1
AGKE29, P, 3, -7, -3, -1
5E7IFX, B, 2, -4, -3, -1
AGKE29, R, 3, -3, -3, -1
5E7IFX, B, 2, -3, -3, -1
AGKE29, Y, 3, -1, -3, -1
5E7IFX, B, 2, -1, -3, -1
DRPOSC, Y, 1, -1, -3, -1
5E7IFX, P, 2, -inf, -3, -1
10X94T, B, 3, -4, -3, -1
5E7IFX, P, 2, -4, -3, -1
10X94T, P, 3, -7, -3, -1
5E7IFX, P, 2, -4, -3, -1
AGKE29, B, 3, -4, -3, -1
5E7IFX, P, 2, -4, -3, -1
AGKE29, G, 3, -7, -3, -1
5E7IFX, P, 2, -4, -3, -1
AGKE29, R, 3, -3, -3, -1
5E7IFX, P, 2, -3, -3, -1
AGKE29, Y, 3, -1, -3, -1
5E7IFX, P, 2, -1, -3, -1
DRPOSC, Y, 1, -1, -3, -1
5E7IFX, R, 2, -inf, -3, -1
10X94T, B, 3, -2, -3, -1
5E7IFX, R, 2, -2, -2, -1
10X94T, P, 3, -5, -2, -1
5E7IFX, R, 2, -2, -2, -1
AGKE29, B, 3, -2, -2, -1
5E7IFX, R, 2, -2, -2, -1
AGKE29, G, 3, -5, -2, -1
5E7IFX, R, 2, -2, -2, -1
AGKE29, P, 3, -5, -2, -1
5E7IFX, R, 2, -2, -2, -1
AGKE29, Y, 3, 1, -2, -1
5E7IFX, R, 2, 1, -2, -1
DRPOSC, Y, 1, -1, -3, -1
5E7IFX, Y, 2, -inf, -3, -1
10X94T, B, 3, -6, -3, -1
5E7IFX, Y, 2, -6, -3, -1
10X94T, P, 3, -9, -3, -1
5E7IFX, Y, 2, -6, -3, -1
AGKE29, B, 3, -6, -3, -1
5E7IFX, Y, 2, -6, -3, -1
AGKE29, G, 3, -9, -3, -1
5E7IFX, Y, 2, -6, -3, -1
AGKE29, P, 3, -9, -3, -1
5E7IFX, Y, 2, -6, -3, -1
AGKE29, R, 3, -5, -3, -1
5E7IFX, Y, 2, -5, -3, -1
DWCEWT, B, 3, -6, -3, -1
5E7IFX, Y, 2, -5, -3, -1
DWCEWT, P, 3, -9, -3, -1
5E7IFX, Y, 2, -5, -3, -1
DWCEWT, R, 3, -5, -3, -1
5E7IFX, Y, 2, -5, -3, -1
EACUER, B, 3, -6, -3, -1
5E7IFX, Y, 2, -5, -3, -1
EACUER, G, 3, -9, -3, -1
5E7IFX, Y, 2, -5, -3, -1
EACUER, P, 3, -9, -3, -1
5E7IFX, Y, 2, -5, -3, -1
EACUER, R, 3, -5, -3, -1
5E7IFX, Y, 2, -5, -3, -1
FC55DO, B, 3, -6, -3, -1
5E7IFX, Y, 2, -5, -3, -1
FC55DO, G, 3, -9, -3, -1
5E7IFX, Y, 2, -5, -3, -1
FC55DO, P, 3, -9, -3, -1
5E7IFX, Y, 2, -5, -3, -1
FC55DO, Y, 3, -3, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FNUA7I, B, 3, -6, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FNUA7I, G, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FNUA7I, P, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FNUA7I, R, 3, -5, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FXFIH0, B, 3, -6, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FXFIH0, G, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FXFIH0, P, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
FXFIH0, Y, 3, -3, -3, -1
5E7IFX, Y, 2, -3, -3, -1
R109DH, B, 3, -6, -3, -1
5E7IFX, Y, 2, -3, -3, -1
R109DH, P, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
R109DH, R, 3, -5, -3, -1
5E7IFX, Y, 2, -3, -3, -1
R109DH, Y, 3, -3, -3, -1
5E7IFX, Y, 2, -3, -3, -1
Z9Q7SV, B, 3, -6, -3, -1
5E7IFX, Y, 2, -3, -3, -1
Z9Q7SV, G, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
Z9Q7SV, P, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
Z9Q7SV, R, 3, -5, -3, -1
5E7IFX, Y, 2, -3, -3, -1
ZE3HTR, B, 3, -6, -3, -1
5E7IFX, Y, 2, -3, -3, -1
ZE3HTR, G, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
ZE3HTR, P, 3, -9, -3, -1
5E7IFX, Y, 2, -3, -3, -1
ZE3HTR, Y, 3, -3, -3, -1
5E7IFX, Y, 2, -3, -3, -1
DRPOSC, Y, 1, -3, -3, -1
MD3KRQ, G, 0, -3, -3, inf
DWCEWT, B, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, P, 3, -10, -3, inf
10X94T, B, 2, -10, -3, inf
5E7IFX, R, 3, -6, -3, inf
10X94T, B, 2, -6, -3, inf
5E7IFX, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
DRPOSC, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
DRPOSC, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
DRPOSC, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
F5GTYF, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
F5GTYF, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
F5GTYF, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
F5GTYF, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
FC55DO, B, 3, -7, -3, inf
10X94T, B, 2, -4, -3, inf
FC55DO, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
FC55DO, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
FC55DO, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
FXFIH0, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
FXFIH0, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
FXFIH0, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
LSMH8T, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
LSMH8T, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
LSMH8T, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
LSMH8T, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
OLDDEF, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
OLDDEF, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
OLDDEF, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
OLDDEF, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
R109DH, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
R109DH, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
R109DH, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
X6IQ60, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
X6IQ60, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
X6IQ60, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
X6IQ60, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
Z9Q7SV, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
Z9Q7SV, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
Z9Q7SV, R, 3, -6, -3, inf
10X94T, B, 2, -4, -3, inf
Z9Q7SV, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
ZE3HTR, G, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
ZE3HTR, P, 3, -10, -3, inf
10X94T, B, 2, -4, -3, inf
ZE3HTR, Y, 3, -4, -3, inf
10X94T, B, 2, -4, -3, inf
DWCEWT, B, 1, -4, -3, inf
MD3KRQ, G, 0, -3, -3, inf
DWCEWT, P, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, B, 3, -10, -3, inf
10X94T, B, 2, -10, -3, inf
5E7IFX, R, 3, -9, -3, inf
10X94T, B, 2, -9, -3, inf
5E7IFX, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
DRPOSC, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
DRPOSC, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
DRPOSC, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
F5GTYF, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FC55DO, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
FXFIH0, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
FXFIH0, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
LSMH8T, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
OLDDEF, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
OLDDEF, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
OLDDEF, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
OLDDEF, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, P, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
R109DH, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
X6IQ60, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
X6IQ60, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
X6IQ60, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
X6IQ60, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
Z9Q7SV, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
Z9Q7SV, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
Z9Q7SV, R, 3, -9, -3, inf
10X94T, B, 2, -7, -3, inf
Z9Q7SV, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, B, 3, -10, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, G, 3, -13, -3, inf
10X94T, B, 2, -7, -3, inf
ZE3HTR, Y, 3, -7, -3, inf
10X94T, B, 2, -7, -3, inf
DWCEWT, P, 1, -7, -3, inf
MD3KRQ, G, 0, -3, -3, inf
DWCEWT, R, 1, inf, -3, inf
10X94T, B, 2, -inf, -3, inf
5E7IFX, B, 3, -6, -3, inf
10X94T, B, 2, -6, -3, inf
5E7IFX, P, 3, -9, -3, inf
10X94T, B, 2, -6, -3, inf
5E7IFX, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
DRPOSC, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
DRPOSC, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
DRPOSC, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
F5GTYF, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FC55DO, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
FXFIH0, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
LSMH8T, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
OLDDEF, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
OLDDEF, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
OLDDEF, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
OLDDEF, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, R, 3, -5, -3, inf
10X94T, B, 2, -3, -3, inf
R109DH, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
X6IQ60, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
X6IQ60, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
X6IQ60, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
X6IQ60, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
Z9Q7SV, B, 3, -6, -3, inf
10X94T, B, 2, -3, -3, inf
Z9Q7SV, G, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
Z9Q7SV, P, 3, -9, -3, inf
10X94T, B, 2, -3, -3, inf
Z9Q7SV, Y, 3, -3, -3, inf
10X94T, B, 2, -3, -3, inf
ZE3HTR, B, 3, -6, -3, inf
