LTLSGP, G, 0, -inf, -inf, inf
SH4X3W, Y, 4, 17, 8, 17
659CBO, G, 3, 17, 8, 17
USBR8V, G, 4, 18, 8, 17
659CBO, G, 3, 17, 8, 17
USBR8V, P, 4, 24, 8, 17
659CBO, G, 3, 17, 8, 17
USBR8V, Y, 4, 17, 8, 17
659CBO, G, 3, 17, 8, 17
FOO33M, B, 2, 17, 17, 19
659CBO, P, 3, inf, 17, 19
8QCUXZ, P, 4, 14, 17, 19
659CBO, P, 3, 14, 17, 19
FOO33M, B, 2, 17, 17, 19
659CBO, R, 3, inf, 17, 19
8QCUXZ, P, 4, 27, 17, 19
659CBO, R, 3, 27, 17, 19
8QCUXZ, R, 4, 23, 17, 19
659CBO, R, 3, 23, 17, 19
8QCUXZ, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
9YUTXH, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
9YUTXH, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
9YUTXH, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
9YUTXH, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
AAG474, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
AAG474, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
AAG474, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
AAG474, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
CF1Z5O, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
CF1Z5O, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
CF1Z5O, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
CO40SE, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
CO40SE, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
CO40SE, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
CO40SE, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
EY09SW, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
EY09SW, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
EY09SW, R, 4, 23, 17, 19
659CBO, R, 3, 20, 17, 19
EY09SW, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
L4HM6F, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
L4HM6F, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
L4HM6F, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
L4HM6F, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
NKKV2U, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
NKKV2U, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
NKKV2U, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
NTI6GR, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
NTI6GR, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
NTI6GR, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
NTI6GR, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
SH4X3W, B, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
SH4X3W, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
SH4X3W, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
USBR8V, G, 4, 21, 17, 19
659CBO, R, 3, 20, 17, 19
USBR8V, P, 4, 27, 17, 19
659CBO, R, 3, 20, 17, 19
USBR8V, Y, 4, 20, 17, 19
659CBO, R, 3, 20, 17, 19
FOO33M, B, 2, 20, 17, 19
4DCIPK, R, 1, 19, 8, 19
FOO33M, G, 2, -inf, 8, 19
659CBO, B, 3, inf, 8, 19
8QCUXZ, B, 4, 10, 8, 19
659CBO, B, 3, 10, 8, 10
8QCUXZ, P, 4, 16, 8, 10
659CBO, B, 3, 10, 8, 10
8QCUXZ, R, 4, 12, 8, 10
659CBO, B, 3, 10, 8, 10
8QCUXZ, Y, 4, 9, 8, 10
659CBO, B, 3, 9, 8, 9
9YUTXH, B, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, G, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
AAG474, G, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
AAG474, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
AAG474, R, 4, 12, 8, 9
659CBO, B, 3, 9, 8, 9
AAG474, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
CF1Z5O, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
CF1Z5O, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
CO40SE, G, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
CO40SE, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
CO40SE, R, 4, 12, 8, 9
659CBO, B, 3, 9, 8, 9
CO40SE, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
EY09SW, B, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
EY09SW, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
EY09SW, R, 4, 12, 8, 9
659CBO, B, 3, 9, 8, 9
EY09SW, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
L4HM6F, B, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
L4HM6F, G, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
L4HM6F, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
L4HM6F, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
NKKV2U, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
NKKV2U, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
NTI6GR, B, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
NTI6GR, G, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
NTI6GR, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
NTI6GR, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
SH4X3W, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
SH4X3W, R, 4, 12, 8, 9
659CBO, B, 3, 9, 8, 9
SH4X3W, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
USBR8V, B, 4, 10, 8, 9
659CBO, B, 3, 9, 8, 9
USBR8V, P, 4, 16, 8, 9
659CBO, B, 3, 9, 8, 9
USBR8V, Y, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
FOO33M, G, 2, 9, 9, 19
659CBO, P, 3, inf, 9, 19
8QCUXZ, B, 4, 8, 9, 19
659CBO, P, 3, 8, 9, 19
FOO33M, G, 2, 9, 9, 19
659CBO, R, 3, inf, 9, 19
8QCUXZ, B, 4, 21, 9, 19
659CBO, R, 3, 21, 9, 19
8QCUXZ, P, 4, 27, 9, 19
659CBO, R, 3, 21, 9, 19
8QCUXZ, R, 4, 23, 9, 19
659CBO, R, 3, 21, 9, 19
8QCUXZ, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
9YUTXH, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
9YUTXH, G, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
9YUTXH, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
9YUTXH, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
AAG474, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
AAG474, G, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
AAG474, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
AAG474, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
CF1Z5O, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
CF1Z5O, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
CF1Z5O, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
CO40SE, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
CO40SE, G, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
CO40SE, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
CO40SE, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
EY09SW, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
EY09SW, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
EY09SW, R, 4, 23, 9, 19
659CBO, R, 3, 20, 9, 19
EY09SW, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
L4HM6F, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
L4HM6F, G, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
L4HM6F, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
L4HM6F, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
NKKV2U, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
NKKV2U, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
NKKV2U, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
NTI6GR, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
NTI6GR, G, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
NTI6GR, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
NTI6GR, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
SH4X3W, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
SH4X3W, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
SH4X3W, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
USBR8V, B, 4, 21, 9, 19
659CBO, R, 3, 20, 9, 19
USBR8V, P, 4, 27, 9, 19
659CBO, R, 3, 20, 9, 19
USBR8V, Y, 4, 20, 9, 19
659CBO, R, 3, 20, 9, 19
FOO33M, G, 2, 20, 9, 19
4DCIPK, R, 1, 19, 8, 19
FOO33M, P, 2, -inf, 8, 19
659CBO, B, 3, inf, 8, 19
8QCUXZ, B, 4, 16, 8, 19
659CBO, B, 3, 16, 8, 16
8QCUXZ, R, 4, 18, 8, 16
659CBO, B, 3, 16, 8, 16
8QCUXZ, Y, 4, 15, 8, 16
659CBO, B, 3, 15, 8, 15
9YUTXH, B, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
9YUTXH, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
9YUTXH, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
9YUTXH, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
AAG474, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
AAG474, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
AAG474, R, 4, 18, 8, 15
659CBO, B, 3, 15, 8, 15
AAG474, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
CF1Z5O, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
CF1Z5O, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
CO40SE, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
CO40SE, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
CO40SE, R, 4, 18, 8, 15
659CBO, B, 3, 15, 8, 15
CO40SE, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
EY09SW, B, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
EY09SW, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
EY09SW, R, 4, 18, 8, 15
659CBO, B, 3, 15, 8, 15
EY09SW, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
L4HM6F, B, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
L4HM6F, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
L4HM6F, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
L4HM6F, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
NKKV2U, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
NKKV2U, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
NTI6GR, B, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
NTI6GR, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
NTI6GR, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
NTI6GR, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
SH4X3W, P, 4, 22, 8, 15
659CBO, B, 3, 15, 8, 15
SH4X3W, R, 4, 18, 8, 15
659CBO, B, 3, 15, 8, 15
SH4X3W, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
USBR8V, B, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
USBR8V, G, 4, 16, 8, 15
659CBO, B, 3, 15, 8, 15
USBR8V, Y, 4, 15, 8, 15
659CBO, B, 3, 15, 8, 15
FOO33M, P, 2, 15, 15, 19
659CBO, G, 3, inf, 15, 19
8QCUXZ, B, 4, 24, 15, 19
659CBO, G, 3, 24, 15, 19
8QCUXZ, R, 4, 26, 15, 19
659CBO, G, 3, 24, 15, 19
8QCUXZ, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
9YUTXH, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
9YUTXH, G, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
9YUTXH, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
9YUTXH, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
AAG474, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
AAG474, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
AAG474, R, 4, 26, 15, 19
659CBO, G, 3, 23, 15, 19
AAG474, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
CF1Z5O, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
CF1Z5O, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
CO40SE, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
CO40SE, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
CO40SE, R, 4, 26, 15, 19
659CBO, G, 3, 23, 15, 19
CO40SE, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
EY09SW, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
EY09SW, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
EY09SW, R, 4, 26, 15, 19
659CBO, G, 3, 23, 15, 19
EY09SW, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
L4HM6F, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
L4HM6F, G, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
L4HM6F, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
L4HM6F, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
NKKV2U, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
NKKV2U, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
NKKV2U, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
NTI6GR, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
NTI6GR, G, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
NTI6GR, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
NTI6GR, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
SH4X3W, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
SH4X3W, P, 4, 30, 15, 19
659CBO, G, 3, 23, 15, 19
SH4X3W, R, 4, 26, 15, 19
659CBO, G, 3, 23, 15, 19
SH4X3W, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
USBR8V, B, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
USBR8V, G, 4, 24, 15, 19
659CBO, G, 3, 23, 15, 19
USBR8V, Y, 4, 23, 15, 19
659CBO, G, 3, 23, 15, 19
FOO33M, P, 2, 23, 15, 19
4DCIPK, R, 1, 19, 8, 19
FOO33M, Y, 2, -inf, 8, 19
659CBO, B, 3, inf, 8, 19
8QCUXZ, B, 4, 9, 8, 19
659CBO, B, 3, 9, 8, 9
8QCUXZ, P, 4, 15, 8, 9
659CBO, B, 3, 9, 8, 9
8QCUXZ, R, 4, 11, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, B, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, G, 4, 9, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, P, 4, 15, 8, 9
659CBO, B, 3, 9, 8, 9
9YUTXH, Y, 4, 8, 8, 9
659CBO, B, 3, 8, 8, 9
FOO33M, Y, 2, 8, 8, 19
659CBO, G, 3, inf, 8, 19
8QCUXZ, B, 4, 17, 8, 19
659CBO, G, 3, 17, 8, 17
8QCUXZ, P, 4, 23, 8, 17
659CBO, G, 3, 17, 8, 17
8QCUXZ, R, 4, 19, 8, 17
659CBO, G, 3, 17, 8, 17
9YUTXH, B, 4, 17, 8, 17
659CBO, G, 3, 17, 8, 17
9YUTXH, G, 4, 17, 8, 17
659CBO, G, 3, 17, 8, 17
9YUTXH, P, 4, 23, 8, 17
659CBO, G, 3, 17, 8, 17
9YUTXH, Y, 4, 16, 8, 17
659CBO, G, 3, 16, 8, 16
AAG474, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
AAG474, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
AAG474, R, 4, 19, 8, 16
659CBO, G, 3, 16, 8, 16
AAG474, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
CF1Z5O, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
CF1Z5O, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
CO40SE, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
CO40SE, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
CO40SE, R, 4, 19, 8, 16
659CBO, G, 3, 16, 8, 16
CO40SE, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
EY09SW, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
EY09SW, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
EY09SW, R, 4, 19, 8, 16
659CBO, G, 3, 16, 8, 16
EY09SW, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
L4HM6F, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
L4HM6F, G, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
L4HM6F, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
L4HM6F, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
NKKV2U, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
NKKV2U, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
NKKV2U, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
NTI6GR, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
NTI6GR, G, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
NTI6GR, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
NTI6GR, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
SH4X3W, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
SH4X3W, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
SH4X3W, R, 4, 19, 8, 16
659CBO, G, 3, 16, 8, 16
SH4X3W, Y, 4, 16, 8, 16
659CBO, G, 3, 16, 8, 16
USBR8V, B, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
USBR8V, G, 4, 17, 8, 16
659CBO, G, 3, 16, 8, 16
USBR8V, P, 4, 23, 8, 16
659CBO, G, 3, 16, 8, 16
FOO33M, Y, 2, 16, 16, 19
659CBO, P, 3, inf, 16, 19
8QCUXZ, B, 4, 7, 16, 19
659CBO, P, 3, 7, 16, 19
FOO33M, Y, 2, 16, 16, 19
659CBO, R, 3, inf, 16, 19
8QCUXZ, B, 4, 20, 16, 19
659CBO, R, 3, 20, 16, 19
8QCUXZ, P, 4, 26, 16, 19
659CBO, R, 3, 20, 16, 19
8QCUXZ, R, 4, 22, 16, 19
659CBO, R, 3, 20, 16, 19
9YUTXH, B, 4, 20, 16, 19
659CBO, R, 3, 20, 16, 19
9YUTXH, G, 4, 20, 16, 19
659CBO, R, 3, 20, 16, 19
9YUTXH, P, 4, 26, 16, 19
659CBO, R, 3, 20, 16, 19
9YUTXH, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
AAG474, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
AAG474, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
AAG474, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
AAG474, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
CF1Z5O, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
CF1Z5O, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
CF1Z5O, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
CO40SE, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
CO40SE, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
CO40SE, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
CO40SE, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
EY09SW, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
EY09SW, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
EY09SW, R, 4, 22, 16, 19
659CBO, R, 3, 19, 16, 19
EY09SW, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
L4HM6F, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
L4HM6F, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
L4HM6F, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
L4HM6F, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
NKKV2U, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
NKKV2U, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
NKKV2U, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
NTI6GR, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
NTI6GR, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
NTI6GR, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
NTI6GR, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
SH4X3W, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
SH4X3W, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
SH4X3W, Y, 4, 19, 16, 19
659CBO, R, 3, 19, 16, 19
USBR8V, B, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
USBR8V, G, 4, 20, 16, 19
659CBO, R, 3, 19, 16, 19
USBR8V, P, 4, 26, 16, 19
659CBO, R, 3, 19, 16, 19
FOO33M, Y, 2, 19, 16, 19
4DCIPK, R, 1, 19, 8, 19
L4HM6F, B, 2, -inf, 8, 19
8QCUXZ, B, 3, inf, 8, 19
817L9G, G, 4, 10, 8, 19
8QCUXZ, B, 3, 10, 8, 10
817L9G, P, 4, 16, 8, 10
8QCUXZ, B, 3, 10, 8, 10
817L9G, R, 4, 12, 8, 10
8QCUXZ, B, 3, 10, 8, 10
817L9G, Y, 4, 9, 8, 10
8QCUXZ, B, 3, 9, 8, 9
9YUTXH, B, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
9YUTXH, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
9YUTXH, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
9YUTXH, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CF1Z5O, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CF1Z5O, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CF1Z5O, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CO40SE, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CO40SE, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CO40SE, R, 4, 12, 8, 9
8QCUXZ, B, 3, 9, 8, 9
CO40SE, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EF9RLK, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EF9RLK, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EF9RLK, R, 4, 12, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EF9RLK, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EY09SW, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EY09SW, R, 4, 12, 8, 9
8QCUXZ, B, 3, 9, 8, 9
EY09SW, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
FOO33M, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
FOO33M, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
FOO33M, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NKKV2U, B, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NKKV2U, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NKKV2U, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NTI6GR, B, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NTI6GR, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NTI6GR, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
NTI6GR, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
SH4X3W, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
SH4X3W, R, 4, 12, 8, 9
8QCUXZ, B, 3, 9, 8, 9
SH4X3W, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
UQ5Z9S, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
UQ5Z9S, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
UQ5Z9S, R, 4, 12, 8, 9
8QCUXZ, B, 3, 9, 8, 9
UQ5Z9S, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
USBR8V, B, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
USBR8V, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
USBR8V, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
USBR8V, Y, 4, 9, 8, 9
8QCUXZ, B, 3, 9, 8, 9
WWGHKN, G, 4, 10, 8, 9
8QCUXZ, B, 3, 9, 8, 9
WWGHKN, P, 4, 16, 8, 9
8QCUXZ, B, 3, 9, 8, 9
