5CA6VJ, G, 0, -inf, -inf, inf
8L7T0U, P, 3, inf, 15, inf
94Y912, B, 4, 18, 15, inf
8L7T0U, P, 3, 18, 15, 18
94Y912, P, 4, 17, 15, 18
8L7T0U, P, 3, 17, 15, 17
94Y912, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
AGM14J, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
AGM14J, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
AGM14J, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
AGM14J, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
AP0NVM, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
AP0NVM, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
AP0NVM, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
AP0NVM, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
BLKG8S, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
BLKG8S, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
BLKG8S, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
BLKG8S, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
IN2E10, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
IN2E10, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
IN2E10, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
IN2E10, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
J5S5CH, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
J5S5CH, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
J5S5CH, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
J5S5CH, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
LAONMS, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
LAONMS, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
LAONMS, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
M4AFDF, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
M4AFDF, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
M4AFDF, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
M4AFDF, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
N116Z0, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
N116Z0, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
N116Z0, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
N116Z0, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
P19UIC, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
P19UIC, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
P19UIC, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
P19UIC, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
QDQXZ1, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
QDQXZ1, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
QDQXZ1, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
QDQXZ1, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
RR8KM2, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
RR8KM2, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
RR8KM2, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
T8Q1Q8, B, 4, 18, 15, 17
8L7T0U, P, 3, 17, 15, 17
T8Q1Q8, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
T8Q1Q8, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
TZXJC4, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
TZXJC4, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
TZXJC4, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
TZXJC4, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
U443VL, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
U443VL, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
WU9EI8, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
WU9EI8, R, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
WU9EI8, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
X3CA4P, G, 4, 32, 15, 17
8L7T0U, P, 3, 17, 15, 17
X3CA4P, P, 4, 17, 15, 17
8L7T0U, P, 3, 17, 15, 17
X3CA4P, Y, 4, 24, 15, 17
8L7T0U, P, 3, 17, 15, 17
8499A6, G, 2, 17, 17, inf
8L7T0U, R, 3, inf, 17, inf
94Y912, B, 4, 31, 17, inf
8L7T0U, R, 3, 31, 17, 31
94Y912, P, 4, 30, 17, 31
8L7T0U, R, 3, 30, 17, 30
94Y912, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
AGM14J, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
AGM14J, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
AGM14J, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
AGM14J, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
AP0NVM, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
AP0NVM, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
AP0NVM, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
AP0NVM, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
BLKG8S, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
BLKG8S, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
BLKG8S, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
BLKG8S, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
IN2E10, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
IN2E10, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
IN2E10, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
IN2E10, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
J5S5CH, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
J5S5CH, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
J5S5CH, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
J5S5CH, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
LAONMS, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
LAONMS, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
LAONMS, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
M4AFDF, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
M4AFDF, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
M4AFDF, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
M4AFDF, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
N116Z0, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
N116Z0, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
N116Z0, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
N116Z0, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
P19UIC, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
P19UIC, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
P19UIC, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
P19UIC, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
QDQXZ1, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
QDQXZ1, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
QDQXZ1, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
QDQXZ1, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
RR8KM2, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
RR8KM2, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
RR8KM2, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
T8Q1Q8, B, 4, 31, 17, 30
8L7T0U, R, 3, 30, 17, 30
T8Q1Q8, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
T8Q1Q8, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
TZXJC4, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
TZXJC4, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
TZXJC4, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
TZXJC4, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
U443VL, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
U443VL, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
WU9EI8, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
WU9EI8, R, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
WU9EI8, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
X3CA4P, G, 4, 45, 17, 30
8L7T0U, R, 3, 30, 17, 30
X3CA4P, P, 4, 30, 17, 30
8L7T0U, R, 3, 30, 17, 30
X3CA4P, Y, 4, 37, 17, 30
8L7T0U, R, 3, 30, 17, 30
8499A6, G, 2, 30, 30, inf
8L7T0U, Y, 3, inf, 30, inf
94Y912, B, 4, 18, 30, inf
8L7T0U, Y, 3, 18, 30, inf
8499A6, G, 2, 30, 30, inf
94Y912, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
94Y912, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
94Y912, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
94Y912, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
94Y912, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
94Y912, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
94Y912, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
94Y912, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
94Y912, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
AGM14J, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
AGM14J, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
AGM14J, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
AGM14J, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
AGM14J, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
AGM14J, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
AGM14J, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
AGM14J, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
AGM14J, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
AGM14J, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
AGM14J, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
AGM14J, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
AP0NVM, B, 3, inf, 30, inf
7SNEM6, G, 4, 45, 30, inf
AP0NVM, B, 3, 45, 30, 45
7SNEM6, P, 4, 30, 30, 45
AP0NVM, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
AP0NVM, P, 3, inf, 30, inf
7SNEM6, B, 4, 18, 30, inf
AP0NVM, P, 3, 18, 30, inf
8499A6, G, 2, 30, 30, inf
AP0NVM, R, 3, inf, 30, inf
7SNEM6, B, 4, 31, 30, inf
AP0NVM, R, 3, 31, 30, 31
7SNEM6, G, 4, 45, 30, 31
AP0NVM, R, 3, 31, 30, 31
7SNEM6, P, 4, 30, 30, 31
AP0NVM, R, 3, 30, 30, 31
8499A6, G, 2, 30, 30, inf
AP0NVM, Y, 3, inf, 30, inf
7SNEM6, B, 4, 18, 30, inf
AP0NVM, Y, 3, 18, 30, inf
8499A6, G, 2, 30, 30, inf
BLKG8S, G, 3, inf, 30, inf
8L7T0U, G, 4, 30, 30, inf
BLKG8S, G, 3, 30, 30, inf
8499A6, G, 2, 30, 30, inf
BLKG8S, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
BLKG8S, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
BLKG8S, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
BLKG8S, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
BLKG8S, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
BLKG8S, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
BLKG8S, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
BLKG8S, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
BLKG8S, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
IN2E10, G, 3, inf, 30, inf
8L7T0U, G, 4, 30, 30, inf
IN2E10, G, 3, 30, 30, inf
8499A6, G, 2, 30, 30, inf
IN2E10, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
IN2E10, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
IN2E10, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
IN2E10, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
IN2E10, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
IN2E10, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
IN2E10, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
IN2E10, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
IN2E10, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
LAONMS, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
LAONMS, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
LAONMS, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
LAONMS, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
LAONMS, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
LAONMS, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
LAONMS, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
LAONMS, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
LAONMS, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
M4AFDF, B, 3, inf, 30, inf
7SNEM6, G, 4, 45, 30, inf
M4AFDF, B, 3, 45, 30, 45
7SNEM6, P, 4, 30, 30, 45
M4AFDF, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
M4AFDF, P, 3, inf, 30, inf
7SNEM6, B, 4, 18, 30, inf
M4AFDF, P, 3, 18, 30, inf
8499A6, G, 2, 30, 30, inf
M4AFDF, R, 3, inf, 30, inf
7SNEM6, B, 4, 31, 30, inf
M4AFDF, R, 3, 31, 30, 31
7SNEM6, G, 4, 45, 30, 31
M4AFDF, R, 3, 31, 30, 31
7SNEM6, P, 4, 30, 30, 31
M4AFDF, R, 3, 30, 30, 31
8499A6, G, 2, 30, 30, inf
M4AFDF, Y, 3, inf, 30, inf
7SNEM6, B, 4, 18, 30, inf
M4AFDF, Y, 3, 18, 30, inf
8499A6, G, 2, 30, 30, inf
N116Z0, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
N116Z0, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
N116Z0, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
N116Z0, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
N116Z0, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
N116Z0, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
N116Z0, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
N116Z0, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
N116Z0, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
N116Z0, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
N116Z0, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
N116Z0, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
P19UIC, G, 3, inf, 30, inf
8L7T0U, G, 4, 30, 30, inf
P19UIC, G, 3, 30, 30, inf
8499A6, G, 2, 30, 30, inf
P19UIC, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
P19UIC, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
P19UIC, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
P19UIC, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
P19UIC, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
P19UIC, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
P19UIC, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
P19UIC, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
P19UIC, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
QDQXZ1, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
QDQXZ1, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
QDQXZ1, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
QDQXZ1, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
QDQXZ1, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
QDQXZ1, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
QDQXZ1, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
QDQXZ1, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
QDQXZ1, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
QDQXZ1, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
QDQXZ1, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
QDQXZ1, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
RR8KM2, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
RR8KM2, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
RR8KM2, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
RR8KM2, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
RR8KM2, P, 3, 32, 30, 32
8L7T0U, R, 4, 32, 30, 32
RR8KM2, P, 3, 32, 30, 32
8L7T0U, Y, 4, 24, 30, 32
RR8KM2, P, 3, 24, 30, 32
8499A6, G, 2, 30, 30, inf
RR8KM2, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
RR8KM2, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
RR8KM2, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
RR8KM2, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
RR8KM2, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
RR8KM2, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
T8Q1Q8, B, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
T8Q1Q8, B, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
T8Q1Q8, B, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
T8Q1Q8, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
T8Q1Q8, P, 3, 32, 30, 32
8L7T0U, R, 4, 32, 30, 32
T8Q1Q8, P, 3, 32, 30, 32
8L7T0U, Y, 4, 24, 30, 32
T8Q1Q8, P, 3, 24, 30, 32
8499A6, G, 2, 30, 30, inf
T8Q1Q8, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
T8Q1Q8, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
T8Q1Q8, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
T8Q1Q8, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
T8Q1Q8, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
T8Q1Q8, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
TZXJC4, G, 3, inf, 30, inf
8L7T0U, G, 4, 30, 30, inf
TZXJC4, G, 3, 30, 30, inf
8499A6, G, 2, 30, 30, inf
TZXJC4, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
TZXJC4, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
TZXJC4, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
TZXJC4, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
TZXJC4, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
TZXJC4, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
TZXJC4, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
TZXJC4, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
TZXJC4, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
U443VL, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
U443VL, P, 3, 32, 30, 32
8L7T0U, R, 4, 32, 30, 32
U443VL, P, 3, 32, 30, 32
8L7T0U, Y, 4, 24, 30, 32
U443VL, P, 3, 24, 30, 32
8499A6, G, 2, 30, 30, inf
U443VL, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
U443VL, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
U443VL, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
U443VL, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
U443VL, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
U443VL, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
WU9EI8, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
WU9EI8, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
WU9EI8, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
WU9EI8, R, 3, inf, 30, inf
8L7T0U, G, 4, 45, 30, inf
WU9EI8, R, 3, 45, 30, 45
8L7T0U, P, 4, 30, 30, 45
WU9EI8, R, 3, 30, 30, 45
8499A6, G, 2, 30, 30, inf
WU9EI8, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
WU9EI8, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
WU9EI8, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
X3CA4P, G, 3, inf, 30, inf
8L7T0U, G, 4, 30, 30, inf
X3CA4P, G, 3, 30, 30, inf
8499A6, G, 2, 30, 30, inf
X3CA4P, P, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
X3CA4P, P, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
X3CA4P, P, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
X3CA4P, Y, 3, inf, 30, inf
8L7T0U, G, 4, 32, 30, inf
X3CA4P, Y, 3, 32, 30, 32
8L7T0U, P, 4, 17, 30, 32
X3CA4P, Y, 3, 17, 30, 32
8499A6, G, 2, 30, 30, inf
NJD0TU, B, 1, 30, 15, 30
8499A6, P, 2, -inf, 15, 30
8L7T0U, G, 3, inf, 15, 30
94Y912, B, 4, 1, 15, 30
8L7T0U, G, 3, 1, 15, 30
8499A6, P, 2, 1, 15, 30
8L7T0U, P, 3, inf, 15, 30
94Y912, B, 4, 3, 15, 30
8L7T0U, P, 3, 3, 15, 30
8499A6, P, 2, 3, 15, 30
8L7T0U, R, 3, inf, 15, 30
94Y912, B, 4, 16, 15, 30
8L7T0U, R, 3, 16, 15, 16
94Y912, P, 4, 15, 15, 16
8L7T0U, R, 3, 15, 15, 16
8499A6, P, 2, 15, 15, 30
8L7T0U, Y, 3, inf, 15, 30
94Y912, B, 4, 3, 15, 30
8L7T0U, Y, 3, 3, 15, 30
8499A6, P, 2, 15, 15, 30
94Y912, B, 3, inf, 15, 30
8L7T0U, G, 4, 30, 15, 30
94Y912, B, 3, 30, 15, 30
8L7T0U, P, 4, 15, 15, 30
94Y912, B, 3, 15, 15, 30
8499A6, P, 2, 15, 15, 30
94Y912, P, 3, inf, 15, 30
8L7T0U, G, 4, 17, 15, 30
94Y912, P, 3, 17, 15, 17
8L7T0U, P, 4, 2, 15, 17
94Y912, P, 3, 2, 15, 17
8499A6, P, 2, 15, 15, 30
94Y912, Y, 3, inf, 15, 30
8L7T0U, G, 4, 17, 15, 30
94Y912, Y, 3, 17, 15, 17
8L7T0U, P, 4, 2, 15, 17
94Y912, Y, 3, 2, 15, 17
8499A6, P, 2, 15, 15, 30
AGM14J, B, 3, inf, 15, 30
8L7T0U, G, 4, 30, 15, 30
AGM14J, B, 3, 30, 15, 30
8L7T0U, P, 4, 15, 15, 30
AGM14J, B, 3, 15, 15, 30
8499A6, P, 2, 15, 15, 30
AGM14J, G, 3, inf, 15, 30
8L7T0U, G, 4, 15, 15, 30
AGM14J, G, 3, 15, 15, 30
8499A6, P, 2, 15, 15, 30
AGM14J, R, 3, inf, 15, 30
8L7T0U, G, 4, 30, 15, 30
AGM14J, R, 3, 30, 15, 30
8L7T0U, P, 4, 15, 15, 30
AGM14J, R, 3, 15, 15, 30
8499A6, P, 2, 15, 15, 30
AGM14J, Y, 3, inf, 15, 30
8L7T0U, G, 4, 17, 15, 30
AGM14J, Y, 3, 17, 15, 17
8L7T0U, P, 4, 2, 15, 17
AGM14J, Y, 3, 2, 15, 17
8499A6, P, 2, 15, 15, 30
AP0NVM, B, 3, inf, 15, 30
7SNEM6, G, 4, 30, 15, 30
AP0NVM, B, 3, 30, 15, 30
7SNEM6, P, 4, 15, 15, 30
AP0NVM, B, 3, 15, 15, 30
8499A6, P, 2, 15, 15, 30
AP0NVM, P, 3, inf, 15, 30
7SNEM6, B, 4, 3, 15, 30
AP0NVM, P, 3, 3, 15, 30
8499A6, P, 2, 15, 15, 30
AP0NVM, R, 3, inf, 15, 30
7SNEM6, B, 4, 16, 15, 30
AP0NVM, R, 3, 16, 15, 16
7SNEM6, G, 4, 30, 15, 16
AP0NVM, R, 3, 16, 15, 16
7SNEM6, P, 4, 15, 15, 16
AP0NVM, R, 3, 15, 15, 16
8499A6, P, 2, 15, 15, 30
AP0NVM, Y, 3, inf, 15, 30
7SNEM6, B, 4, 3, 15, 30
