BO0OV0, G, 0, -inf, -inf, inf
0ICMMK, B, 2, 6, 6, inf
9Q17G1, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
9Q17G1, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
9Q17G1, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
9Q17G1, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
A5AZRE, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
B0JPZW, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
C8SJLP, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
C8SJLP, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
C8SJLP, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
C8SJLP, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
C8SJLP, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DH4M4H, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
DPTQ4B, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
H9WYCE, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
HMIZVH, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
MJKHEN, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
MN8GQC, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
RYP5LU, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
S165KV, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
VX28B9, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, B, 3, 4, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
XCTWGU, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, G, 3, -3, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, O, 3, -5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, P, 3, 2, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, R, 3, 5, 6, inf
0ICMMK, B, 2, 6, 6, inf
YWE2XU, Y, 3, 6, 6, inf
0ICMMK, B, 2, 6, 6, inf
KS360P, B, 1, 6, 4, 6
0ICMMK, O, 2, -inf, 4, 6
3EI3PD, B, 3, 6, 4, 6
0ICMMK, O, 2, 6, 4, 6
KS360P, B, 1, 6, 4, 6
0ICMMK, P, 2, -inf, 4, 6
3EI3PD, B, 3, 11, 4, 6
0ICMMK, P, 2, 11, 4, 6
KS360P, B, 1, 6, 4, 6
0ICMMK, R, 2, -inf, 4, 6
3EI3PD, B, 3, 5, 4, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, O, 3, -4, 5, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, P, 3, 3, 5, 6
0ICMMK, R, 2, 5, 5, 6
3EI3PD, Y, 3, 7, 5, 6
0ICMMK, R, 2, 7, 5, 6
KS360P, B, 1, 6, 4, 6
0ICMMK, Y, 2, -inf, 4, 6
3EI3PD, B, 3, 2, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, O, 3, -7, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, P, 3, 0, 4, 6
0ICMMK, Y, 2, 2, 4, 6
3EI3PD, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
3OBOG6, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
8Y4GSN, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
8Y4GSN, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
8Y4GSN, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
8Y4GSN, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
8Y4GSN, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
9Q17G1, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
9Q17G1, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
9Q17G1, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
9Q17G1, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
9Q17G1, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
A5AZRE, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
A5AZRE, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
A5AZRE, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
B0JPZW, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
B0JPZW, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
B0JPZW, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
B0JPZW, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
B0JPZW, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
C8SJLP, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
C8SJLP, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
C8SJLP, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
C8SJLP, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
C8SJLP, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DH4M4H, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DH4M4H, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DH4M4H, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DH4M4H, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DH4M4H, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DPTQ4B, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DPTQ4B, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DPTQ4B, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DPTQ4B, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
DPTQ4B, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
H9WYCE, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
H9WYCE, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
H9WYCE, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
H9WYCE, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
HMIZVH, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
HMIZVH, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
HMIZVH, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
HMIZVH, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
HMIZVH, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MJKHEN, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MJKHEN, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MJKHEN, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MJKHEN, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MN8GQC, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MN8GQC, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MN8GQC, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MN8GQC, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
MN8GQC, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
RYP5LU, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
RYP5LU, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
RYP5LU, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
RYP5LU, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
RYP5LU, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
S165KV, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
S165KV, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
S165KV, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
S165KV, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
S165KV, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
VX28B9, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
VX28B9, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
VX28B9, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
VX28B9, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
VX28B9, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
XCTWGU, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
XCTWGU, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
XCTWGU, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
XCTWGU, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
XCTWGU, Y, 3, 4, 4, 6
0ICMMK, Y, 2, 4, 4, 6
YWE2XU, B, 3, 2, 4, 6
0ICMMK, Y, 2, 4, 4, 6
YWE2XU, G, 3, -5, 4, 6
0ICMMK, Y, 2, 4, 4, 6
YWE2XU, O, 3, -7, 4, 6
0ICMMK, Y, 2, 4, 4, 6
YWE2XU, P, 3, 0, 4, 6
0ICMMK, Y, 2, 4, 4, 6
YWE2XU, R, 3, 3, 4, 6
0ICMMK, Y, 2, 4, 4, 6
KS360P, B, 1, 4, 4, 6
BO0OV0, G, 0, 4, 4, inf
KS360P, O, 1, inf, 4, inf
0ICMMK, B, 2, -inf, 4, inf
3EI3PD, B, 3, -5, 4, inf
0ICMMK, B, 2, -5, 4, inf
3EI3PD, O, 3, -14, 4, inf
0ICMMK, B, 2, -5, 4, inf
3EI3PD, P, 3, -7, 4, inf
0ICMMK, B, 2, -5, 4, inf
3EI3PD, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
3OBOG6, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
3OBOG6, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
3OBOG6, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
3OBOG6, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
3OBOG6, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
8Y4GSN, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
8Y4GSN, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
8Y4GSN, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
8Y4GSN, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
8Y4GSN, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
9Q17G1, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
9Q17G1, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
9Q17G1, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
9Q17G1, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
9Q17G1, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
A5AZRE, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
A5AZRE, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
A5AZRE, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
B0JPZW, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
B0JPZW, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
B0JPZW, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
B0JPZW, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
B0JPZW, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
C8SJLP, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
C8SJLP, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
C8SJLP, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
C8SJLP, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
C8SJLP, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
DH4M4H, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
DH4M4H, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
DH4M4H, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
DH4M4H, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
DH4M4H, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
DPTQ4B, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
DPTQ4B, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
DPTQ4B, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
DPTQ4B, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
DPTQ4B, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
H9WYCE, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
H9WYCE, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
H9WYCE, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
H9WYCE, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
HMIZVH, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
HMIZVH, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
HMIZVH, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
HMIZVH, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
HMIZVH, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
MJKHEN, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
MJKHEN, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
MJKHEN, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
MJKHEN, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
MN8GQC, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
MN8GQC, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
MN8GQC, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
MN8GQC, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
MN8GQC, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
RYP5LU, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
RYP5LU, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
RYP5LU, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
RYP5LU, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
RYP5LU, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
S165KV, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
S165KV, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
S165KV, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
S165KV, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
S165KV, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
VX28B9, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
VX28B9, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
VX28B9, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
VX28B9, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
VX28B9, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
XCTWGU, B, 3, -5, 4, inf
0ICMMK, B, 2, -3, 4, inf
XCTWGU, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
XCTWGU, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
XCTWGU, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
XCTWGU, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
YWE2XU, G, 3, -12, 4, inf
0ICMMK, B, 2, -3, 4, inf
YWE2XU, O, 3, -14, 4, inf
0ICMMK, B, 2, -3, 4, inf
YWE2XU, P, 3, -7, 4, inf
0ICMMK, B, 2, -3, 4, inf
YWE2XU, R, 3, -4, 4, inf
0ICMMK, B, 2, -3, 4, inf
YWE2XU, Y, 3, -3, 4, inf
0ICMMK, B, 2, -3, 4, inf
KS360P, O, 1, -3, 4, inf
BO0OV0, G, 0, 4, 4, inf
KS360P, P, 1, inf, 4, inf
0ICMMK, B, 2, -inf, 4, inf
3EI3PD, B, 3, 2, 4, inf
0ICMMK, B, 2, 2, 4, inf
3EI3PD, O, 3, -7, 4, inf
0ICMMK, B, 2, 2, 4, inf
3EI3PD, P, 3, 0, 4, inf
0ICMMK, B, 2, 2, 4, inf
3EI3PD, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
3OBOG6, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
3OBOG6, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
3OBOG6, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
3OBOG6, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
3OBOG6, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
8Y4GSN, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
8Y4GSN, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
8Y4GSN, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
8Y4GSN, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
8Y4GSN, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
9Q17G1, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
9Q17G1, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
9Q17G1, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
9Q17G1, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
9Q17G1, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
A5AZRE, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
A5AZRE, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
A5AZRE, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
B0JPZW, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
B0JPZW, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
B0JPZW, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
B0JPZW, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
B0JPZW, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
C8SJLP, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
C8SJLP, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
C8SJLP, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
C8SJLP, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
C8SJLP, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
DH4M4H, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
DH4M4H, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
DH4M4H, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
DH4M4H, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
DH4M4H, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
DPTQ4B, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
DPTQ4B, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
DPTQ4B, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
DPTQ4B, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
DPTQ4B, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
H9WYCE, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
H9WYCE, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
H9WYCE, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
H9WYCE, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
HMIZVH, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
HMIZVH, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
HMIZVH, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
HMIZVH, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
HMIZVH, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
MJKHEN, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
MJKHEN, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
MJKHEN, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
MJKHEN, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
MN8GQC, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
MN8GQC, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
MN8GQC, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
MN8GQC, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
MN8GQC, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
RYP5LU, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
RYP5LU, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
RYP5LU, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
RYP5LU, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
RYP5LU, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
S165KV, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
S165KV, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
S165KV, P, 3, 0, 4, inf
0ICMMK, B, 2, 4, 4, inf
S165KV, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
S165KV, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
VX28B9, B, 3, 2, 4, inf
0ICMMK, B, 2, 4, 4, inf
VX28B9, G, 3, -5, 4, inf
0ICMMK, B, 2, 4, 4, inf
VX28B9, O, 3, -7, 4, inf
0ICMMK, B, 2, 4, 4, inf
VX28B9, R, 3, 3, 4, inf
0ICMMK, B, 2, 4, 4, inf
VX28B9, Y, 3, 4, 4, inf
0ICMMK, B, 2, 4, 4, inf
XCTWGU, B, 3, 2, 4, inf
