YACZVG, G, 0, -inf, -inf, inf
DOR7FV, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
DOR7FV, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
DOR7FV, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
DOR7FV, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
DOR7FV, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
DOR7FV, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
DOR7FV, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
DOR7FV, Y, 2, 15, 15, 16
DN4ZT4, B, 3, 4, 15, 16
DOR7FV, Y, 2, 15, 15, 16
DN4ZT4, G, 3, 16, 15, 16
DOR7FV, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
GJ3EED, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
GJ3EED, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
GJ3EED, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
GJ3EED, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
GJ3EED, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
GJ3EED, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
GJ3EED, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
GJ3EED, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
GJ3EED, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
GJ3EED, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
GJ3EED, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
GJ3EED, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
GJ3EED, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
GJ3EED, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
GJ3EED, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
GJ3EED, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
GJ3EED, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
GJ3EED, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
GJ3EED, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
GJ3EED, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
GJ3EED, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
7S1B87, Y, 3, 15, 15, 16
GJ3EED, Y, 2, 15, 15, 16
DOR7FV, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
DOR7FV, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
DOR7FV, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
DOR7FV, R, 3, 13, 15, 16
GJ3EED, Y, 2, 15, 15, 16
DOR7FV, Y, 3, 15, 15, 16
GJ3EED, Y, 2, 15, 15, 16
K96N2Y, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
K96N2Y, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
K96N2Y, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
K96N2Y, R, 3, 13, 15, 16
GJ3EED, Y, 2, 15, 15, 16
PGPUEO, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
PGPUEO, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
PGPUEO, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
PGPUEO, R, 3, 13, 15, 16
GJ3EED, Y, 2, 15, 15, 16
S7YAGD, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
S7YAGD, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
S7YAGD, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
S7YAGD, R, 3, 13, 15, 16
GJ3EED, Y, 2, 15, 15, 16
S7YAGD, Y, 3, 15, 15, 16
GJ3EED, Y, 2, 15, 15, 16
UQ952K, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
UQ952K, O, 3, 6, 15, 16
GJ3EED, Y, 2, 15, 15, 16
UQ952K, P, 3, 12, 15, 16
GJ3EED, Y, 2, 15, 15, 16
UQ952K, R, 3, 13, 15, 16
GJ3EED, Y, 2, 15, 15, 16
VC1FBJ, B, 3, 4, 15, 16
GJ3EED, Y, 2, 15, 15, 16
VC1FBJ, G, 3, 16, 15, 16
GJ3EED, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
K96N2Y, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
K96N2Y, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
K96N2Y, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
K96N2Y, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
K96N2Y, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
K96N2Y, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
K96N2Y, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
K96N2Y, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
K96N2Y, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
K96N2Y, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
K96N2Y, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
K96N2Y, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
K96N2Y, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
K96N2Y, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
K96N2Y, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
K96N2Y, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
K96N2Y, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
K96N2Y, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
K96N2Y, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
K96N2Y, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
K96N2Y, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
K96N2Y, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
K96N2Y, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
K96N2Y, Y, 2, 15, 15, 16
7S1B87, Y, 3, 15, 15, 16
K96N2Y, Y, 2, 15, 15, 16
9WDM4Y, B, 3, 4, 15, 16
K96N2Y, Y, 2, 15, 15, 16
9WDM4Y, G, 3, 16, 15, 16
K96N2Y, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
PGPUEO, B, 2, -inf, 4, 16
5UN7NQ, O, 3, 16, 4, 16
PGPUEO, B, 2, 16, 4, 16
53E36Q, G, 1, 16, 4, 16
PGPUEO, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
PGPUEO, O, 2, 7, 7, 16
5UN7NQ, P, 3, 15, 7, 16
PGPUEO, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
PGPUEO, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
PGPUEO, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
PGPUEO, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
PGPUEO, P, 2, 8, 8, 16
5UN7NQ, Y, 3, 17, 8, 16
PGPUEO, P, 2, 17, 8, 16
53E36Q, G, 1, 16, 4, 16
PGPUEO, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
PGPUEO, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
PGPUEO, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
PGPUEO, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
PGPUEO, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
PGPUEO, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
PGPUEO, Y, 2, 12, 12, 16
7S1B87, B, 3, 4, 12, 16
PGPUEO, Y, 2, 12, 12, 16
7S1B87, O, 3, 6, 12, 16
PGPUEO, Y, 2, 12, 12, 16
7S1B87, P, 3, 12, 12, 16
PGPUEO, Y, 2, 12, 12, 16
9WDM4Y, B, 3, 4, 12, 16
PGPUEO, Y, 2, 12, 12, 16
9WDM4Y, G, 3, 16, 12, 16
PGPUEO, Y, 2, 16, 12, 16
53E36Q, G, 1, 16, 4, 16
S7YAGD, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
S7YAGD, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
S7YAGD, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
S7YAGD, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
S7YAGD, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
S7YAGD, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
S7YAGD, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
S7YAGD, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
S7YAGD, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
S7YAGD, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
S7YAGD, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
S7YAGD, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
S7YAGD, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
S7YAGD, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
S7YAGD, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
S7YAGD, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
S7YAGD, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
S7YAGD, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
S7YAGD, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
S7YAGD, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
S7YAGD, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
S7YAGD, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
S7YAGD, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
S7YAGD, Y, 2, 15, 15, 16
7S1B87, Y, 3, 15, 15, 16
S7YAGD, Y, 2, 15, 15, 16
DN4ZT4, B, 3, 4, 15, 16
S7YAGD, Y, 2, 15, 15, 16
DN4ZT4, G, 3, 16, 15, 16
S7YAGD, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
UQ952K, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
UQ952K, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
UQ952K, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
UQ952K, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
UQ952K, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
UQ952K, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
UQ952K, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
UQ952K, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
UQ952K, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
UQ952K, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
UQ952K, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
UQ952K, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
UQ952K, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
UQ952K, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
UQ952K, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
UQ952K, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
UQ952K, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
UQ952K, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
UQ952K, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
UQ952K, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
UQ952K, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
UQ952K, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
UQ952K, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
UQ952K, Y, 2, 15, 15, 16
7S1B87, Y, 3, 15, 15, 16
UQ952K, Y, 2, 15, 15, 16
BF6ILH, B, 3, 4, 15, 16
UQ952K, Y, 2, 15, 15, 16
BF6ILH, G, 3, 16, 15, 16
UQ952K, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
WIW6DO, B, 2, -inf, 4, 16
5UN7NQ, B, 3, 14, 4, 16
WIW6DO, B, 2, 14, 14, 16
5UN7NQ, O, 3, 16, 14, 16
WIW6DO, B, 2, 16, 14, 16
53E36Q, G, 1, 16, 4, 16
WIW6DO, O, 2, -inf, 4, 16
5UN7NQ, B, 3, 7, 4, 16
WIW6DO, O, 2, 7, 7, 16
5UN7NQ, O, 3, 9, 7, 16
WIW6DO, O, 2, 9, 9, 16
5UN7NQ, P, 3, 15, 9, 16
WIW6DO, O, 2, 15, 15, 16
5UN7NQ, Y, 3, 18, 15, 16
WIW6DO, O, 2, 18, 15, 16
53E36Q, G, 1, 16, 4, 16
WIW6DO, P, 2, -inf, 4, 16
5UN7NQ, B, 3, 6, 4, 16
WIW6DO, P, 2, 6, 6, 16
5UN7NQ, O, 3, 8, 6, 16
WIW6DO, P, 2, 8, 8, 16
5UN7NQ, P, 3, 14, 8, 16
WIW6DO, P, 2, 14, 14, 16
5UN7NQ, Y, 3, 17, 14, 16
WIW6DO, P, 2, 17, 14, 16
53E36Q, G, 1, 16, 4, 16
WIW6DO, R, 2, -inf, 4, 16
5UN7NQ, B, 3, 15, 4, 16
WIW6DO, R, 2, 15, 15, 16
5UN7NQ, O, 3, 17, 15, 16
WIW6DO, R, 2, 17, 15, 16
53E36Q, G, 1, 16, 4, 16
WIW6DO, Y, 2, -inf, 4, 16
5UN7NQ, B, 3, 4, 4, 16
WIW6DO, Y, 2, 4, 4, 16
5UN7NQ, O, 3, 6, 4, 16
WIW6DO, Y, 2, 6, 6, 16
5UN7NQ, P, 3, 12, 6, 16
WIW6DO, Y, 2, 12, 12, 16
5UN7NQ, Y, 3, 15, 12, 16
WIW6DO, Y, 2, 15, 15, 16
7S1B87, B, 3, 4, 15, 16
WIW6DO, Y, 2, 15, 15, 16
7S1B87, O, 3, 6, 15, 16
WIW6DO, Y, 2, 15, 15, 16
7S1B87, P, 3, 12, 15, 16
WIW6DO, Y, 2, 15, 15, 16
7S1B87, Y, 3, 15, 15, 16
WIW6DO, Y, 2, 15, 15, 16
DHH8U7, B, 3, 4, 15, 16
WIW6DO, Y, 2, 15, 15, 16
DHH8U7, G, 3, 16, 15, 16
WIW6DO, Y, 2, 16, 15, 16
53E36Q, G, 1, 16, 4, 16
YACZVG, G, 0, 16, 16, inf
53E36Q, O, 1, inf, 16, inf
5UN7NQ, B, 2, -inf, 16, inf
7S1B87, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
7S1B87, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
7S1B87, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
9WDM4Y, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
9WDM4Y, O, 3, 6, 16, inf
5UN7NQ, B, 2, 16, 16, inf
9WDM4Y, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
9WDM4Y, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
9WDM4Y, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DN4ZT4, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DN4ZT4, O, 3, 6, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DN4ZT4, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DN4ZT4, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DN4ZT4, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DOR7FV, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DOR7FV, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DOR7FV, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DOR7FV, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
DOR7FV, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
GJ3EED, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
GJ3EED, O, 3, 6, 16, inf
5UN7NQ, B, 2, 16, 16, inf
GJ3EED, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
GJ3EED, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
GJ3EED, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
K96N2Y, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
K96N2Y, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
K96N2Y, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
K96N2Y, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
K96N2Y, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
PGPUEO, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
PGPUEO, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
PGPUEO, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
PGPUEO, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
S7YAGD, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
S7YAGD, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
S7YAGD, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
S7YAGD, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
S7YAGD, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
UQ952K, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
UQ952K, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
UQ952K, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
UQ952K, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
UQ952K, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WIW6DO, B, 3, 4, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WIW6DO, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WIW6DO, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WIW6DO, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WIW6DO, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WZ4BWG, G, 3, 16, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WZ4BWG, O, 3, 6, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WZ4BWG, P, 3, 12, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WZ4BWG, R, 3, 13, 16, inf
5UN7NQ, B, 2, 16, 16, inf
WZ4BWG, Y, 3, 15, 16, inf
5UN7NQ, B, 2, 16, 16, inf
53E36Q, O, 1, 16, 16, inf
YACZVG, G, 0, 16, 16, inf
53E36Q, P, 1, inf, 16, inf
5UN7NQ, B, 2, -inf, 16, inf
7S1B87, G, 3, 22, 16, inf
5UN7NQ, B, 2, 22, 22, inf
7S1B87, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
7S1B87, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
9WDM4Y, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
9WDM4Y, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
9WDM4Y, P, 3, 18, 22, inf
5UN7NQ, B, 2, 22, 22, inf
9WDM4Y, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
9WDM4Y, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DN4ZT4, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DN4ZT4, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DN4ZT4, P, 3, 18, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DN4ZT4, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DN4ZT4, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DOR7FV, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DOR7FV, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DOR7FV, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DOR7FV, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
DOR7FV, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
GJ3EED, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
GJ3EED, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
GJ3EED, P, 3, 18, 22, inf
5UN7NQ, B, 2, 22, 22, inf
GJ3EED, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
GJ3EED, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
K96N2Y, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
K96N2Y, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
K96N2Y, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
K96N2Y, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
K96N2Y, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
PGPUEO, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
PGPUEO, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
PGPUEO, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
PGPUEO, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
S7YAGD, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
S7YAGD, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
S7YAGD, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
S7YAGD, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
S7YAGD, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
UQ952K, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
UQ952K, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
UQ952K, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
UQ952K, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
UQ952K, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WIW6DO, B, 3, 10, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WIW6DO, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WIW6DO, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WIW6DO, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WIW6DO, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WZ4BWG, G, 3, 22, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WZ4BWG, O, 3, 12, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WZ4BWG, P, 3, 18, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WZ4BWG, R, 3, 19, 22, inf
5UN7NQ, B, 2, 22, 22, inf
WZ4BWG, Y, 3, 21, 22, inf
5UN7NQ, B, 2, 22, 22, inf
53E36Q, P, 1, 22, 16, 22
5UN7NQ, O, 2, -inf, 16, 22
7S1B87, B, 3, 3, 16, 22
5UN7NQ, O, 2, 3, 16, 22
7S1B87, G, 3, 15, 16, 22
5UN7NQ, O, 2, 15, 16, 22
7S1B87, Y, 3, 14, 16, 22
5UN7NQ, O, 2, 15, 16, 22
9WDM4Y, B, 3, 3, 16, 22
5UN7NQ, O, 2, 15, 16, 22
9WDM4Y, G, 3, 15, 16, 22
5UN7NQ, O, 2, 15, 16, 22
9WDM4Y, P, 3, 11, 16, 22
5UN7NQ, O, 2, 15, 16, 22
9WDM4Y, R, 3, 12, 16, 22
5UN7NQ, O, 2, 15, 16, 22
9WDM4Y, Y, 3, 14, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DN4ZT4, B, 3, 3, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DN4ZT4, G, 3, 15, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DN4ZT4, P, 3, 11, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DN4ZT4, R, 3, 12, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DN4ZT4, Y, 3, 14, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DOR7FV, B, 3, 3, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DOR7FV, G, 3, 15, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DOR7FV, O, 3, 5, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DOR7FV, R, 3, 12, 16, 22
5UN7NQ, O, 2, 15, 16, 22
DOR7FV, Y, 3, 14, 16, 22
5UN7NQ, O, 2, 15, 16, 22
GJ3EED, B, 3, 3, 16, 22
5UN7NQ, O, 2, 15, 16, 22
GJ3EED, O, 3, 5, 16, 22
5UN7NQ, O, 2, 15, 16, 22
GJ3EED, P, 3, 11, 16, 22
5UN7NQ, O, 2, 15, 16, 22
GJ3EED, R, 3, 12, 16, 22
5UN7NQ, O, 2, 15, 16, 22
GJ3EED, Y, 3, 14, 16, 22
5UN7NQ, O, 2, 15, 16, 22
K96N2Y, B, 3, 3, 16, 22
5UN7NQ, O, 2, 15, 16, 22
K96N2Y, G, 3, 15, 16, 22
5UN7NQ, O, 2, 15, 16, 22
K96N2Y, O, 3, 5, 16, 22
5UN7NQ, O, 2, 15, 16, 22
K96N2Y, R, 3, 12, 16, 22
5UN7NQ, O, 2, 15, 16, 22
