MXFI3W, G, 0, -inf, -inf, inf
CU7BOC, B, 4, 7, 1, 3
3BGDX9, G, 3, 6, 1, 3
CU7BOC, G, 4, -5, 1, 3
3BGDX9, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
CU7BOC, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
CU7BOC, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
CU7BOC, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
CU7BOC, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
CU7BOC, G, 3, 7, 1, 3
3BGDX9, G, 4, -5, 1, 3
CU7BOC, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
DDQ3KD, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
DDQ3KD, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
DDQ3KD, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
I7NJQU, B, 3, inf, 1, 3
328VUA, G, 4, 1, 1, 3
I7NJQU, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
I7NJQU, G, 3, inf, 1, 3
328VUA, B, 4, 7, 1, 3
I7NJQU, G, 3, 7, 1, 3
328VUA, R, 4, 6, 1, 3
I7NJQU, G, 3, 6, 1, 3
3BGDX9, B, 4, 7, 1, 3
I7NJQU, G, 3, 6, 1, 3
3BGDX9, G, 4, -5, 1, 3
I7NJQU, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
LHSFBP, B, 3, inf, 1, 3
3BGDX9, G, 4, 1, 1, 3
LHSFBP, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
LHSFBP, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
LHSFBP, G, 3, 7, 1, 3
6ZHWP4, B, 4, 7, 1, 3
LHSFBP, G, 3, 7, 1, 3
6ZHWP4, R, 4, 6, 1, 3
LHSFBP, G, 3, 6, 1, 3
C6RXPH, B, 4, 7, 1, 3
LHSFBP, G, 3, 6, 1, 3
C6RXPH, R, 4, 6, 1, 3
LHSFBP, G, 3, 6, 1, 3
CU7BOC, B, 4, 7, 1, 3
LHSFBP, G, 3, 6, 1, 3
CU7BOC, G, 4, -5, 1, 3
LHSFBP, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
OQP6DR, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
OQP6DR, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
OQP6DR, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
PLUABQ, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
PLUABQ, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
PLUABQ, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
PLUABQ, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
PLUABQ, G, 3, 7, 1, 3
3BGDX9, G, 4, -5, 1, 3
PLUABQ, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
QDXVF0, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
QDXVF0, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
QDXVF0, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
QDXVF0, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
QDXVF0, G, 3, 7, 1, 3
3BGDX9, G, 4, -5, 1, 3
QDXVF0, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
QZ8R48, B, 3, inf, 1, 3
3BGDX9, B, 4, 13, 1, 3
QZ8R48, B, 3, 13, 1, 3
3BGDX9, G, 4, 1, 1, 3
QZ8R48, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
QZ8R48, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
QZ8R48, G, 3, 7, 1, 3
3BGDX9, G, 4, -5, 1, 3
QZ8R48, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
RRCAVS, B, 3, inf, 1, 3
328VUA, G, 4, 1, 1, 3
RRCAVS, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
RRCAVS, R, 3, inf, 1, 3
328VUA, B, 4, 14, 1, 3
RRCAVS, R, 3, 14, 1, 3
328VUA, G, 4, 2, 1, 3
RRCAVS, R, 3, 2, 1, 2
3BGDX9, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
3BGDX9, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
CU7BOC, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
CU7BOC, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
DDQ3KD, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
I7NJQU, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
I7NJQU, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
LHSFBP, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
LHSFBP, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
OQP6DR, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
PLUABQ, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
PLUABQ, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
QDXVF0, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
QDXVF0, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
QZ8R48, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
QZ8R48, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
XIMKGA, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
XIMKGA, R, 4, 13, 1, 2
RRCAVS, R, 3, 2, 1, 2
ZJDOS9, B, 4, 14, 1, 2
RRCAVS, R, 3, 2, 1, 2
ZJDOS9, G, 4, 2, 1, 2
RRCAVS, R, 3, 2, 1, 2
15RP8U, R, 2, 2, 2, 3
XIMKGA, B, 3, inf, 2, 3
3BGDX9, B, 4, 13, 2, 3
XIMKGA, B, 3, 13, 2, 3
3BGDX9, G, 4, 1, 2, 3
XIMKGA, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
XIMKGA, R, 3, inf, 2, 3
3BGDX9, B, 4, 14, 2, 3
XIMKGA, R, 3, 14, 2, 3
3BGDX9, G, 4, 2, 2, 3
XIMKGA, R, 3, 2, 2, 3
15RP8U, R, 2, 2, 2, 3
ZJDOS9, B, 3, inf, 2, 3
3BGDX9, B, 4, 13, 2, 3
ZJDOS9, B, 3, 13, 2, 3
3BGDX9, G, 4, 1, 2, 3
ZJDOS9, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
ZJDOS9, G, 3, inf, 2, 3
3BGDX9, B, 4, 7, 2, 3
ZJDOS9, G, 3, 7, 2, 3
3BGDX9, G, 4, -5, 2, 3
ZJDOS9, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
FOQ0EN, R, 1, 2, -9, 2
3BGDX9, B, 2, -inf, -9, 2
15RP8U, B, 3, inf, -9, 2
328VUA, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
328VUA, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
CU7BOC, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
CU7BOC, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
DDQ3KD, B, 4, 14, -9, 2
15RP8U, B, 3, 2, -9, 2
I7NJQU, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
I7NJQU, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
LHSFBP, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
LHSFBP, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
OQP6DR, B, 4, 14, -9, 2
15RP8U, B, 3, 2, -9, 2
PLUABQ, B, 4, 14, -9, 2
15RP8U, B, 3, 2, -9, 2
PLUABQ, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
QDXVF0, B, 4, 14, -9, 2
15RP8U, B, 3, 2, -9, 2
QDXVF0, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
QZ8R48, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
RRCAVS, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
XIMKGA, B, 4, 14, -9, 2
15RP8U, B, 3, 2, -9, 2
XIMKGA, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
ZJDOS9, G, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
ZJDOS9, R, 4, 13, -9, 2
15RP8U, B, 3, 2, -9, 2
3BGDX9, B, 2, 2, -9, 2
FOQ0EN, R, 1, 2, -9, 2
3BGDX9, G, 2, -inf, -9, 2
15RP8U, B, 3, inf, -9, 2
328VUA, B, 4, 2, -9, 2
15RP8U, B, 3, 2, -9, 2
328VUA, R, 4, 1, -9, 2
15RP8U, B, 3, 1, -9, 1
CU7BOC, G, 4, -10, -9, 1
15RP8U, B, 3, -10, -9, 1
3BGDX9, G, 2, -10, -9, 2
15RP8U, R, 3, inf, -9, 2
328VUA, B, 4, 3, -9, 2
15RP8U, R, 3, 3, -9, 2
328VUA, R, 4, 2, -9, 2
15RP8U, R, 3, 2, -9, 2
CU7BOC, B, 4, 3, -9, 2
15RP8U, R, 3, 2, -9, 2
CU7BOC, G, 4, -9, -9, 2
15RP8U, R, 3, -9, -9, 2
3BGDX9, G, 2, -9, -9, 2
328VUA, B, 3, inf, -9, 2
15RP8U, B, 4, 2, -9, 2
328VUA, B, 3, 2, -9, 2
15RP8U, R, 4, 1, -9, 2
328VUA, B, 3, 1, -9, 1
3DEXI7, G, 4, -10, -9, 1
328VUA, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
328VUA, R, 3, inf, -9, 2
15RP8U, B, 4, 3, -9, 2
328VUA, R, 3, 3, -9, 2
15RP8U, R, 4, 2, -9, 2
328VUA, R, 3, 2, -9, 2
3DEXI7, B, 4, 3, -9, 2
328VUA, R, 3, 2, -9, 2
3DEXI7, G, 4, -9, -9, 2
328VUA, R, 3, -9, -9, 2
3BGDX9, G, 2, -9, -9, 2
DDQ3KD, B, 3, inf, -9, 2
15RP8U, B, 4, 2, -9, 2
DDQ3KD, B, 3, 2, -9, 2
15RP8U, R, 4, 1, -9, 2
DDQ3KD, B, 3, 1, -9, 1
328VUA, B, 4, 2, -9, 1
DDQ3KD, B, 3, 1, -9, 1
328VUA, R, 4, 1, -9, 1
DDQ3KD, B, 3, 1, -9, 1
6ZHWP4, G, 4, -10, -9, 1
DDQ3KD, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
LHSFBP, B, 3, inf, -9, 2
15RP8U, R, 4, 1, -9, 2
LHSFBP, B, 3, 1, -9, 1
328VUA, B, 4, 2, -9, 1
LHSFBP, B, 3, 1, -9, 1
328VUA, R, 4, 1, -9, 1
LHSFBP, B, 3, 1, -9, 1
6ZHWP4, G, 4, -10, -9, 1
LHSFBP, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
LHSFBP, R, 3, inf, -9, 2
15RP8U, B, 4, 3, -9, 2
LHSFBP, R, 3, 3, -9, 2
328VUA, B, 4, 3, -9, 2
LHSFBP, R, 3, 3, -9, 2
328VUA, R, 4, 2, -9, 2
LHSFBP, R, 3, 2, -9, 2
6ZHWP4, B, 4, 3, -9, 2
LHSFBP, R, 3, 2, -9, 2
6ZHWP4, G, 4, -9, -9, 2
LHSFBP, R, 3, -9, -9, 2
3BGDX9, G, 2, -9, -9, 2
OQP6DR, B, 3, inf, -9, 2
15RP8U, B, 4, 2, -9, 2
OQP6DR, B, 3, 2, -9, 2
15RP8U, R, 4, 1, -9, 2
OQP6DR, B, 3, 1, -9, 1
328VUA, B, 4, 2, -9, 1
OQP6DR, B, 3, 1, -9, 1
328VUA, R, 4, 1, -9, 1
OQP6DR, B, 3, 1, -9, 1
9YZSQ5, G, 4, -10, -9, 1
OQP6DR, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
PLUABQ, B, 3, inf, -9, 2
15RP8U, B, 4, 2, -9, 2
PLUABQ, B, 3, 2, -9, 2
15RP8U, R, 4, 1, -9, 2
PLUABQ, B, 3, 1, -9, 1
328VUA, B, 4, 2, -9, 1
PLUABQ, B, 3, 1, -9, 1
328VUA, R, 4, 1, -9, 1
PLUABQ, B, 3, 1, -9, 1
DDQ3KD, B, 4, 2, -9, 1
PLUABQ, B, 3, 1, -9, 1
LHSFBP, R, 4, 1, -9, 1
PLUABQ, B, 3, 1, -9, 1
QDXVF0, G, 4, -10, -9, 1
PLUABQ, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
PLUABQ, G, 3, inf, -9, 2
15RP8U, B, 4, -4, -9, 2
PLUABQ, G, 3, -4, -9, -4
15RP8U, R, 4, -5, -9, -4
PLUABQ, G, 3, -5, -9, -5
328VUA, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
328VUA, R, 4, -5, -9, -5
PLUABQ, G, 3, -5, -9, -5
DDQ3KD, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
LHSFBP, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
LHSFBP, R, 4, -5, -9, -5
PLUABQ, G, 3, -5, -9, -5
OQP6DR, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
QDXVF0, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
QZ8R48, B, 4, -4, -9, -5
PLUABQ, G, 3, -5, -9, -5
QZ8R48, G, 4, -16, -9, -5
PLUABQ, G, 3, -16, -9, -5
3BGDX9, G, 2, -9, -9, 2
QDXVF0, B, 3, inf, -9, 2
15RP8U, B, 4, 2, -9, 2
QDXVF0, B, 3, 2, -9, 2
15RP8U, R, 4, 1, -9, 2
QDXVF0, B, 3, 1, -9, 1
328VUA, B, 4, 2, -9, 1
QDXVF0, B, 3, 1, -9, 1
328VUA, R, 4, 1, -9, 1
QDXVF0, B, 3, 1, -9, 1
9YZSQ5, G, 4, -10, -9, 1
QDXVF0, B, 3, -10, -9, 1
3BGDX9, G, 2, -9, -9, 2
QDXVF0, G, 3, inf, -9, 2
15RP8U, B, 4, -4, -9, 2
QDXVF0, G, 3, -4, -9, -4
15RP8U, R, 4, -5, -9, -4
QDXVF0, G, 3, -5, -9, -5
328VUA, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
328VUA, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
9YZSQ5, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
9YZSQ5, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
CU7BOC, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
CU7BOC, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
DDQ3KD, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
LHSFBP, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
LHSFBP, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
OQP6DR, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
PLUABQ, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
QZ8R48, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
RRCAVS, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
RRCAVS, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
XIMKGA, B, 4, -4, -9, -5
QDXVF0, G, 3, -5, -9, -5
XIMKGA, R, 4, -5, -9, -5
QDXVF0, G, 3, -5, -9, -5
3BGDX9, G, 2, -5, -5, 2
QZ8R48, B, 3, inf, -5, 2
15RP8U, R, 4, 1, -5, 2
QZ8R48, B, 3, 1, -5, 1
328VUA, B, 4, 2, -5, 1
QZ8R48, B, 3, 1, -5, 1
328VUA, R, 4, 1, -5, 1
QZ8R48, B, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
QZ8R48, B, 3, 1, -5, 1
LHSFBP, B, 4, 2, -5, 1
QZ8R48, B, 3, 1, -5, 1
LHSFBP, R, 4, 1, -5, 1
QZ8R48, B, 3, 1, -5, 1
OQP6DR, B, 4, 2, -5, 1
QZ8R48, B, 3, 1, -5, 1
PLUABQ, B, 4, 2, -5, 1
QZ8R48, B, 3, 1, -5, 1
PLUABQ, G, 4, -10, -5, 1
QZ8R48, B, 3, -10, -5, 1
3BGDX9, G, 2, -5, -5, 2
QZ8R48, G, 3, inf, -5, 2
15RP8U, B, 4, -4, -5, 2
QZ8R48, G, 3, -4, -5, -4
15RP8U, R, 4, -5, -5, -4
QZ8R48, G, 3, -5, -5, -4
3BGDX9, G, 2, -5, -5, 2
RRCAVS, B, 3, inf, -5, 2
15RP8U, B, 4, 2, -5, 2
RRCAVS, B, 3, 2, -5, 2
15RP8U, R, 4, 1, -5, 2
RRCAVS, B, 3, 1, -5, 1
328VUA, R, 4, 1, -5, 1
RRCAVS, B, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
RRCAVS, B, 3, 1, -5, 1
LHSFBP, B, 4, 2, -5, 1
RRCAVS, B, 3, 1, -5, 1
LHSFBP, R, 4, 1, -5, 1
RRCAVS, B, 3, 1, -5, 1
PLUABQ, B, 4, 2, -5, 1
RRCAVS, B, 3, 1, -5, 1
PLUABQ, G, 4, -10, -5, 1
RRCAVS, B, 3, -10, -5, 1
3BGDX9, G, 2, -5, -5, 2
RRCAVS, R, 3, inf, -5, 2
15RP8U, B, 4, 3, -5, 2
RRCAVS, R, 3, 3, -5, 2
15RP8U, R, 4, 2, -5, 2
RRCAVS, R, 3, 2, -5, 2
328VUA, B, 4, 3, -5, 2
RRCAVS, R, 3, 2, -5, 2
DDQ3KD, B, 4, 3, -5, 2
RRCAVS, R, 3, 2, -5, 2
LHSFBP, B, 4, 3, -5, 2
RRCAVS, R, 3, 2, -5, 2
LHSFBP, R, 4, 2, -5, 2
RRCAVS, R, 3, 2, -5, 2
OQP6DR, B, 4, 3, -5, 2
RRCAVS, R, 3, 2, -5, 2
PLUABQ, B, 4, 3, -5, 2
RRCAVS, R, 3, 2, -5, 2
PLUABQ, G, 4, -9, -5, 2
RRCAVS, R, 3, -9, -5, 2
3BGDX9, G, 2, -5, -5, 2
XIMKGA, B, 3, inf, -5, 2
15RP8U, B, 4, 2, -5, 2
XIMKGA, B, 3, 2, -5, 2
15RP8U, R, 4, 1, -5, 2
XIMKGA, B, 3, 1, -5, 1
328VUA, B, 4, 2, -5, 1
XIMKGA, B, 3, 1, -5, 1
328VUA, R, 4, 1, -5, 1
XIMKGA, B, 3, 1, -5, 1
C6RXPH, G, 4, -10, -5, 1
XIMKGA, B, 3, -10, -5, 1
3BGDX9, G, 2, -5, -5, 2
XIMKGA, R, 3, inf, -5, 2
15RP8U, B, 4, 3, -5, 2
XIMKGA, R, 3, 3, -5, 2
15RP8U, R, 4, 2, -5, 2
XIMKGA, R, 3, 2, -5, 2
328VUA, B, 4, 3, -5, 2
XIMKGA, R, 3, 2, -5, 2
328VUA, R, 4, 2, -5, 2
XIMKGA, R, 3, 2, -5, 2
C6RXPH, B, 4, 3, -5, 2
XIMKGA, R, 3, 2, -5, 2
C6RXPH, G, 4, -9, -5, 2
XIMKGA, R, 3, -9, -5, 2
3BGDX9, G, 2, -5, -5, 2
FOQ0EN, R, 1, -5, -9, -5
DDQ3KD, B, 2, -inf, -9, -5
15RP8U, B, 3, inf, -9, -5
3BGDX9, B, 4, 14, -9, -5
15RP8U, B, 3, 14, -9, -5
3BGDX9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
6ZHWP4, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
6ZHWP4, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
HOKRCB, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
HOKRCB, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
JFDOL9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
JFDOL9, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
PLUABQ, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
PLUABQ, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
QDXVF0, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
QDXVF0, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
QZ8R48, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
RRCAVS, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
RRCAVS, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
U9APRV, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
U9APRV, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
XIMKGA, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
DDQ3KD, B, 2, 2, -9, -5
FOQ0EN, R, 1, -5, -9, -5
OQP6DR, B, 2, -inf, -9, -5
15RP8U, B, 3, inf, -9, -5
3BGDX9, B, 4, 14, -9, -5
15RP8U, B, 3, 14, -9, -5
3BGDX9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
9YZSQ5, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
9YZSQ5, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
JFDOL9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
JFDOL9, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
PLUABQ, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
QDXVF0, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
QZ8R48, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
RRCAVS, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
U9APRV, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
U9APRV, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
XIMKGA, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
XIMKGA, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
OQP6DR, B, 2, 2, -9, -5
FOQ0EN, R, 1, -5, -9, -5
PLUABQ, B, 2, -inf, -9, -5
15RP8U, B, 3, inf, -9, -5
3BGDX9, B, 4, 14, -9, -5
15RP8U, B, 3, 14, -9, -5
3BGDX9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
CU7BOC, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
DDQ3KD, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
I7NJQU, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
LHSFBP, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
QDXVF0, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
QZ8R48, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
RRCAVS, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
RRCAVS, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
XIMKGA, B, 4, 14, -9, -5
15RP8U, B, 3, 2, -9, -5
XIMKGA, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, G, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
ZJDOS9, R, 4, 13, -9, -5
15RP8U, B, 3, 2, -9, -5
PLUABQ, B, 2, 2, -9, -5
FOQ0EN, R, 1, -5, -9, -5
PLUABQ, G, 2, -inf, -9, -5
15RP8U, B, 3, inf, -9, -5
3BGDX9, B, 4, 2, -9, -5
15RP8U, B, 3, 2, -9, -5
3BGDX9, G, 4, -10, -9, -5
15RP8U, B, 3, -10, -9, -5
PLUABQ, G, 2, -10, -9, -5
15RP8U, R, 3, inf, -9, -5
3BGDX9, B, 4, 3, -9, -5
15RP8U, R, 3, 3, -9, -5
3BGDX9, G, 4, -9, -9, -5
15RP8U, R, 3, -9, -9, -5
PLUABQ, G, 2, -9, -9, -5
3BGDX9, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
3BGDX9, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
3BGDX9, B, 3, 1, -9, -5
328VUA, G, 4, -10, -9, -5
3BGDX9, B, 3, -10, -9, -5
PLUABQ, G, 2, -9, -9, -5
3BGDX9, G, 3, inf, -9, -5
15RP8U, B, 4, -4, -9, -5
3BGDX9, G, 3, -4, -9, -5
15RP8U, R, 4, -5, -9, -5
3BGDX9, G, 3, -5, -9, -5
328VUA, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
328VUA, R, 4, -5, -9, -5
3BGDX9, G, 3, -5, -9, -5
DDQ3KD, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
LHSFBP, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
LHSFBP, R, 4, -5, -9, -5
3BGDX9, G, 3, -5, -9, -5
OQP6DR, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
QDXVF0, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
QZ8R48, B, 4, -4, -9, -5
3BGDX9, G, 3, -5, -9, -5
QZ8R48, G, 4, -16, -9, -5
3BGDX9, G, 3, -16, -9, -5
PLUABQ, G, 2, -9, -9, -5
DDQ3KD, B, 3, inf, -9, -5
15RP8U, B, 4, 2, -9, -5
DDQ3KD, B, 3, 2, -9, -5
15RP8U, R, 4, 1, -9, -5
DDQ3KD, B, 3, 1, -9, -5
