5FE1OE, G, 0, -inf, -inf, inf
96Y3RZ, G, 4, 5, 0, 4
9708QA, P, 3, 5, 0, 4
96Y3RZ, R, 4, 3, 0, 4
9708QA, P, 3, 3, 0, 3
96Y3RZ, Y, 4, -3, 0, 3
9708QA, P, 3, -3, 0, 3
1OZ1WH, P, 2, 0, 0, 4
9708QA, R, 3, inf, 0, 4
96Y3RZ, B, 4, -6, 0, 4
9708QA, R, 3, -6, 0, 4
1OZ1WH, P, 2, 0, 0, 4
9708QA, Y, 3, inf, 0, 4
96Y3RZ, B, 4, 0, 0, 4
9708QA, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
9LDEO8, G, 3, inf, 0, 4
96Y3RZ, B, 4, -1, 0, 4
9LDEO8, G, 3, -1, 0, 4
1OZ1WH, P, 2, 0, 0, 4
9LDEO8, P, 3, inf, 0, 4
96Y3RZ, B, 4, 6, 0, 4
9LDEO8, P, 3, 6, 0, 4
96Y3RZ, G, 4, 5, 0, 4
9LDEO8, P, 3, 5, 0, 4
96Y3RZ, R, 4, 3, 0, 4
9LDEO8, P, 3, 3, 0, 3
96Y3RZ, Y, 4, -3, 0, 3
9LDEO8, P, 3, -3, 0, 3
1OZ1WH, P, 2, 0, 0, 4
9LDEO8, R, 3, inf, 0, 4
96Y3RZ, B, 4, -6, 0, 4
9LDEO8, R, 3, -6, 0, 4
1OZ1WH, P, 2, 0, 0, 4
9LDEO8, Y, 3, inf, 0, 4
96Y3RZ, B, 4, 0, 0, 4
9LDEO8, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
FMCQUW, B, 3, inf, 0, 4
96Y3RZ, B, 4, 9, 0, 4
FMCQUW, B, 3, 9, 0, 4
96Y3RZ, G, 4, 8, 0, 4
FMCQUW, B, 3, 8, 0, 4
96Y3RZ, R, 4, 6, 0, 4
FMCQUW, B, 3, 6, 0, 4
96Y3RZ, Y, 4, 0, 0, 4
FMCQUW, B, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
FMCQUW, G, 3, inf, 0, 4
96Y3RZ, B, 4, -1, 0, 4
FMCQUW, G, 3, -1, 0, 4
1OZ1WH, P, 2, 0, 0, 4
FMCQUW, R, 3, inf, 0, 4
96Y3RZ, B, 4, -6, 0, 4
FMCQUW, R, 3, -6, 0, 4
1OZ1WH, P, 2, 0, 0, 4
FMCQUW, Y, 3, inf, 0, 4
96Y3RZ, B, 4, 0, 0, 4
FMCQUW, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
M7EGKH, B, 3, inf, 0, 4
79JY8A, G, 4, 8, 0, 4
M7EGKH, B, 3, 8, 0, 4
79JY8A, P, 4, 4, 0, 4
M7EGKH, B, 3, 4, 0, 4
79JY8A, R, 4, 6, 0, 4
M7EGKH, B, 3, 4, 0, 4
79JY8A, Y, 4, 0, 0, 4
M7EGKH, B, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
M7EGKH, G, 3, inf, 0, 4
79JY8A, B, 4, -1, 0, 4
M7EGKH, G, 3, -1, 0, 4
1OZ1WH, P, 2, 0, 0, 4
M7EGKH, P, 3, inf, 0, 4
79JY8A, B, 4, 6, 0, 4
M7EGKH, P, 3, 6, 0, 4
79JY8A, G, 4, 5, 0, 4
M7EGKH, P, 3, 5, 0, 4
79JY8A, R, 4, 3, 0, 4
M7EGKH, P, 3, 3, 0, 3
79JY8A, Y, 4, -3, 0, 3
M7EGKH, P, 3, -3, 0, 3
1OZ1WH, P, 2, 0, 0, 4
M7EGKH, Y, 3, inf, 0, 4
79JY8A, B, 4, 0, 0, 4
M7EGKH, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
UB9JUO, B, 3, inf, 0, 4
79JY8A, G, 4, 8, 0, 4
UB9JUO, B, 3, 8, 0, 4
79JY8A, P, 4, 4, 0, 4
UB9JUO, B, 3, 4, 0, 4
79JY8A, R, 4, 6, 0, 4
UB9JUO, B, 3, 4, 0, 4
79JY8A, Y, 4, 0, 0, 4
UB9JUO, B, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
UB9JUO, P, 3, inf, 0, 4
79JY8A, B, 4, 6, 0, 4
UB9JUO, P, 3, 6, 0, 4
79JY8A, G, 4, 5, 0, 4
UB9JUO, P, 3, 5, 0, 4
79JY8A, R, 4, 3, 0, 4
UB9JUO, P, 3, 3, 0, 3
79JY8A, Y, 4, -3, 0, 3
UB9JUO, P, 3, -3, 0, 3
1OZ1WH, P, 2, 0, 0, 4
UB9JUO, Y, 3, inf, 0, 4
79JY8A, B, 4, 0, 0, 4
UB9JUO, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
ZQLVDY, B, 3, inf, 0, 4
79JY8A, G, 4, 8, 0, 4
ZQLVDY, B, 3, 8, 0, 4
79JY8A, P, 4, 4, 0, 4
ZQLVDY, B, 3, 4, 0, 4
79JY8A, R, 4, 6, 0, 4
ZQLVDY, B, 3, 4, 0, 4
79JY8A, Y, 4, 0, 0, 4
ZQLVDY, B, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
ZQLVDY, G, 3, inf, 0, 4
79JY8A, B, 4, -1, 0, 4
ZQLVDY, G, 3, -1, 0, 4
1OZ1WH, P, 2, 0, 0, 4
ZQLVDY, P, 3, inf, 0, 4
79JY8A, B, 4, 6, 0, 4
ZQLVDY, P, 3, 6, 0, 4
79JY8A, G, 4, 5, 0, 4
ZQLVDY, P, 3, 5, 0, 4
79JY8A, R, 4, 3, 0, 4
ZQLVDY, P, 3, 3, 0, 3
79JY8A, Y, 4, -3, 0, 3
ZQLVDY, P, 3, -3, 0, 3
1OZ1WH, P, 2, 0, 0, 4
ZQLVDY, Y, 3, inf, 0, 4
79JY8A, B, 4, 0, 0, 4
ZQLVDY, Y, 3, 0, 0, 4
1OZ1WH, P, 2, 0, 0, 4
SSLKLM, B, 1, 0, -4, 0
1OZ1WH, R, 2, -inf, -4, 0
96Y3RZ, B, 3, inf, -4, 0
9708QA, G, 4, 10, -4, 0
96Y3RZ, B, 3, 10, -4, 0
9708QA, P, 4, 6, -4, 0
96Y3RZ, B, 3, 6, -4, 0
9708QA, R, 4, 8, -4, 0
96Y3RZ, B, 3, 6, -4, 0
9708QA, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
9LDEO8, G, 4, 10, -4, 0
96Y3RZ, B, 3, 2, -4, 0
9LDEO8, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
9LDEO8, R, 4, 8, -4, 0
96Y3RZ, B, 3, 2, -4, 0
9LDEO8, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
APNFUQ, G, 4, 10, -4, 0
96Y3RZ, B, 3, 2, -4, 0
APNFUQ, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
APNFUQ, R, 4, 8, -4, 0
96Y3RZ, B, 3, 2, -4, 0
APNFUQ, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
FMCQUW, B, 4, 11, -4, 0
96Y3RZ, B, 3, 2, -4, 0
FMCQUW, G, 4, 10, -4, 0
96Y3RZ, B, 3, 2, -4, 0
FMCQUW, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
FMCQUW, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
M7EGKH, G, 4, 10, -4, 0
96Y3RZ, B, 3, 2, -4, 0
M7EGKH, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
M7EGKH, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
UB9JUO, B, 4, 11, -4, 0
96Y3RZ, B, 3, 2, -4, 0
UB9JUO, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
UB9JUO, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
ZQLVDY, B, 4, 11, -4, 0
96Y3RZ, B, 3, 2, -4, 0
ZQLVDY, G, 4, 10, -4, 0
96Y3RZ, B, 3, 2, -4, 0
ZQLVDY, P, 4, 6, -4, 0
96Y3RZ, B, 3, 2, -4, 0
ZQLVDY, Y, 4, 2, -4, 0
96Y3RZ, B, 3, 2, -4, 0
1OZ1WH, R, 2, 2, -4, 0
SSLKLM, B, 1, 0, -4, 0
1OZ1WH, Y, 2, -inf, -4, 0
96Y3RZ, B, 3, inf, -4, 0
9708QA, G, 4, 4, -4, 0
96Y3RZ, B, 3, 4, -4, 0
9708QA, P, 4, 0, -4, 0
96Y3RZ, B, 3, 0, -4, 0
9708QA, R, 4, 2, -4, 0
96Y3RZ, B, 3, 0, -4, 0
9708QA, Y, 4, -4, -4, 0
96Y3RZ, B, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
96Y3RZ, G, 3, inf, -4, 0
9708QA, G, 4, -6, -4, 0
96Y3RZ, G, 3, -6, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
96Y3RZ, P, 3, inf, -4, 0
9708QA, G, 4, 1, -4, 0
96Y3RZ, P, 3, 1, -4, 0
9708QA, P, 4, -3, -4, 0
96Y3RZ, P, 3, -3, -4, -3
9708QA, R, 4, -1, -4, -3
96Y3RZ, P, 3, -3, -4, -3
9708QA, Y, 4, -7, -4, -3
96Y3RZ, P, 3, -7, -4, -3
1OZ1WH, Y, 2, -4, -4, 0
96Y3RZ, R, 3, inf, -4, 0
9708QA, G, 4, -11, -4, 0
96Y3RZ, R, 3, -11, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9708QA, G, 3, inf, -4, 0
96Y3RZ, B, 4, -5, -4, 0
9708QA, G, 3, -5, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9708QA, P, 3, inf, -4, 0
96Y3RZ, B, 4, 2, -4, 0
9708QA, P, 3, 2, -4, 0
96Y3RZ, G, 4, 1, -4, 0
9708QA, P, 3, 1, -4, 0
96Y3RZ, P, 4, -3, -4, 0
9708QA, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
9708QA, P, 3, -3, -4, -3
9LDEO8, G, 4, 1, -4, -3
9708QA, P, 3, -3, -4, -3
9LDEO8, P, 4, -3, -4, -3
9708QA, P, 3, -3, -4, -3
9LDEO8, R, 4, -1, -4, -3
9708QA, P, 3, -3, -4, -3
9LDEO8, Y, 4, -7, -4, -3
9708QA, P, 3, -7, -4, -3
1OZ1WH, Y, 2, -4, -4, 0
9708QA, R, 3, inf, -4, 0
96Y3RZ, B, 4, -10, -4, 0
9708QA, R, 3, -10, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9708QA, Y, 3, inf, -4, 0
96Y3RZ, B, 4, -4, -4, 0
9708QA, Y, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9LDEO8, G, 3, inf, -4, 0
96Y3RZ, B, 4, -5, -4, 0
9LDEO8, G, 3, -5, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9LDEO8, P, 3, inf, -4, 0
96Y3RZ, B, 4, 2, -4, 0
9LDEO8, P, 3, 2, -4, 0
96Y3RZ, G, 4, 1, -4, 0
9LDEO8, P, 3, 1, -4, 0
96Y3RZ, P, 4, -3, -4, 0
9LDEO8, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
9LDEO8, P, 3, -3, -4, -3
9708QA, G, 4, 1, -4, -3
9LDEO8, P, 3, -3, -4, -3
9708QA, P, 4, -3, -4, -3
9LDEO8, P, 3, -3, -4, -3
9708QA, R, 4, -1, -4, -3
9LDEO8, P, 3, -3, -4, -3
9708QA, Y, 4, -7, -4, -3
9LDEO8, P, 3, -7, -4, -3
1OZ1WH, Y, 2, -4, -4, 0
9LDEO8, R, 3, inf, -4, 0
96Y3RZ, B, 4, -10, -4, 0
9LDEO8, R, 3, -10, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
9LDEO8, Y, 3, inf, -4, 0
96Y3RZ, B, 4, -4, -4, 0
9LDEO8, Y, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
FMCQUW, B, 3, inf, -4, 0
96Y3RZ, B, 4, 5, -4, 0
FMCQUW, B, 3, 5, -4, 0
96Y3RZ, G, 4, 4, -4, 0
FMCQUW, B, 3, 4, -4, 0
96Y3RZ, P, 4, 0, -4, 0
FMCQUW, B, 3, 0, -4, 0
96Y3RZ, R, 4, 2, -4, 0
FMCQUW, B, 3, 0, -4, 0
9708QA, G, 4, 4, -4, 0
FMCQUW, B, 3, 0, -4, 0
9708QA, P, 4, 0, -4, 0
FMCQUW, B, 3, 0, -4, 0
9708QA, R, 4, 2, -4, 0
FMCQUW, B, 3, 0, -4, 0
9708QA, Y, 4, -4, -4, 0
FMCQUW, B, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
FMCQUW, G, 3, inf, -4, 0
96Y3RZ, B, 4, -5, -4, 0
FMCQUW, G, 3, -5, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
FMCQUW, P, 3, inf, -4, 0
96Y3RZ, B, 4, 2, -4, 0
FMCQUW, P, 3, 2, -4, 0
96Y3RZ, G, 4, 1, -4, 0
FMCQUW, P, 3, 1, -4, 0
96Y3RZ, P, 4, -3, -4, 0
FMCQUW, P, 3, -3, -4, -3
96Y3RZ, R, 4, -1, -4, -3
FMCQUW, P, 3, -3, -4, -3
9708QA, G, 4, 1, -4, -3
FMCQUW, P, 3, -3, -4, -3
9708QA, P, 4, -3, -4, -3
FMCQUW, P, 3, -3, -4, -3
9708QA, R, 4, -1, -4, -3
FMCQUW, P, 3, -3, -4, -3
9708QA, Y, 4, -7, -4, -3
FMCQUW, P, 3, -7, -4, -3
1OZ1WH, Y, 2, -4, -4, 0
FMCQUW, R, 3, inf, -4, 0
96Y3RZ, B, 4, -10, -4, 0
FMCQUW, R, 3, -10, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
M7EGKH, B, 3, inf, -4, 0
79JY8A, G, 4, 4, -4, 0
M7EGKH, B, 3, 4, -4, 0
79JY8A, P, 4, 0, -4, 0
M7EGKH, B, 3, 0, -4, 0
79JY8A, R, 4, 2, -4, 0
M7EGKH, B, 3, 0, -4, 0
79JY8A, Y, 4, -4, -4, 0
M7EGKH, B, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
M7EGKH, G, 3, inf, -4, 0
79JY8A, B, 4, -5, -4, 0
M7EGKH, G, 3, -5, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
M7EGKH, P, 3, inf, -4, 0
79JY8A, B, 4, 2, -4, 0
M7EGKH, P, 3, 2, -4, 0
79JY8A, G, 4, 1, -4, 0
M7EGKH, P, 3, 1, -4, 0
79JY8A, R, 4, -1, -4, 0
M7EGKH, P, 3, -1, -4, -1
79JY8A, Y, 4, -7, -4, -1
M7EGKH, P, 3, -7, -4, -1
1OZ1WH, Y, 2, -4, -4, 0
M7EGKH, Y, 3, inf, -4, 0
79JY8A, B, 4, -4, -4, 0
M7EGKH, Y, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
UB9JUO, B, 3, inf, -4, 0
79JY8A, G, 4, 4, -4, 0
UB9JUO, B, 3, 4, -4, 0
79JY8A, P, 4, 0, -4, 0
UB9JUO, B, 3, 0, -4, 0
79JY8A, R, 4, 2, -4, 0
UB9JUO, B, 3, 0, -4, 0
79JY8A, Y, 4, -4, -4, 0
UB9JUO, B, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
UB9JUO, P, 3, inf, -4, 0
79JY8A, B, 4, 2, -4, 0
UB9JUO, P, 3, 2, -4, 0
79JY8A, G, 4, 1, -4, 0
UB9JUO, P, 3, 1, -4, 0
79JY8A, R, 4, -1, -4, 0
UB9JUO, P, 3, -1, -4, -1
79JY8A, Y, 4, -7, -4, -1
UB9JUO, P, 3, -7, -4, -1
1OZ1WH, Y, 2, -4, -4, 0
UB9JUO, Y, 3, inf, -4, 0
79JY8A, B, 4, -4, -4, 0
UB9JUO, Y, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
ZQLVDY, B, 3, inf, -4, 0
79JY8A, G, 4, 4, -4, 0
ZQLVDY, B, 3, 4, -4, 0
79JY8A, P, 4, 0, -4, 0
ZQLVDY, B, 3, 0, -4, 0
79JY8A, R, 4, 2, -4, 0
ZQLVDY, B, 3, 0, -4, 0
79JY8A, Y, 4, -4, -4, 0
ZQLVDY, B, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
ZQLVDY, G, 3, inf, -4, 0
79JY8A, B, 4, -5, -4, 0
ZQLVDY, G, 3, -5, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
ZQLVDY, P, 3, inf, -4, 0
79JY8A, B, 4, 2, -4, 0
ZQLVDY, P, 3, 2, -4, 0
79JY8A, G, 4, 1, -4, 0
ZQLVDY, P, 3, 1, -4, 0
79JY8A, R, 4, -1, -4, 0
ZQLVDY, P, 3, -1, -4, -1
79JY8A, Y, 4, -7, -4, -1
ZQLVDY, P, 3, -7, -4, -1
1OZ1WH, Y, 2, -4, -4, 0
ZQLVDY, Y, 3, inf, -4, 0
79JY8A, B, 4, -4, -4, 0
ZQLVDY, Y, 3, -4, -4, 0
1OZ1WH, Y, 2, -4, -4, 0
SSLKLM, B, 1, -4, -4, 0
5FE1OE, G, 0, -4, -4, inf
SSLKLM, G, 1, inf, -4, inf
1OZ1WH, B, 2, -inf, -4, inf
96Y3RZ, G, 3, inf, -4, inf
9708QA, B, 4, -6, -4, inf
96Y3RZ, G, 3, -6, -4, inf
1OZ1WH, B, 2, -6, -4, inf
96Y3RZ, P, 3, inf, -4, inf
9708QA, B, 4, 1, -4, inf
96Y3RZ, P, 3, 1, -4, 1
9708QA, P, 4, -4, -4, 1
96Y3RZ, P, 3, -4, -4, 1
1OZ1WH, B, 2, -4, -4, inf
96Y3RZ, R, 3, inf, -4, inf
9708QA, B, 4, -11, -4, inf
96Y3RZ, R, 3, -11, -4, inf
1OZ1WH, B, 2, -4, -4, inf
96Y3RZ, Y, 3, inf, -4, inf
9708QA, B, 4, -5, -4, inf
96Y3RZ, Y, 3, -5, -4, inf
1OZ1WH, B, 2, -4, -4, inf
9708QA, B, 3, inf, -4, inf
96Y3RZ, G, 4, 3, -4, inf
9708QA, B, 3, 3, -4, 3
96Y3RZ, P, 4, -1, -4, 3
9708QA, B, 3, -1, -4, -1
96Y3RZ, R, 4, 1, -4, -1
9708QA, B, 3, -1, -4, -1
96Y3RZ, Y, 4, -5, -4, -1
9708QA, B, 3, -5, -4, -1
1OZ1WH, B, 2, -4, -4, inf
9708QA, P, 3, inf, -4, inf
96Y3RZ, G, 4, 0, -4, inf
9708QA, P, 3, 0, -4, 0
96Y3RZ, P, 4, -4, -4, 0
9708QA, P, 3, -4, -4, 0
1OZ1WH, B, 2, -4, -4, inf
9708QA, R, 3, inf, -4, inf
96Y3RZ, G, 4, -12, -4, inf
9708QA, R, 3, -12, -4, inf
1OZ1WH, B, 2, -4, -4, inf
9708QA, Y, 3, inf, -4, inf
96Y3RZ, G, 4, -6, -4, inf
9708QA, Y, 3, -6, -4, inf
1OZ1WH, B, 2, -4, -4, inf
9LDEO8, B, 3, inf, -4, inf
96Y3RZ, G, 4, 3, -4, inf
9LDEO8, B, 3, 3, -4, 3
96Y3RZ, P, 4, -1, -4, 3
9LDEO8, B, 3, -1, -4, -1
96Y3RZ, R, 4, 1, -4, -1
9LDEO8, B, 3, -1, -4, -1
96Y3RZ, Y, 4, -5, -4, -1
9LDEO8, B, 3, -5, -4, -1
1OZ1WH, B, 2, -4, -4, inf
9LDEO8, P, 3, inf, -4, inf
96Y3RZ, G, 4, 0, -4, inf
9LDEO8, P, 3, 0, -4, 0
96Y3RZ, P, 4, -4, -4, 0
9LDEO8, P, 3, -4, -4, 0
1OZ1WH, B, 2, -4, -4, inf
9LDEO8, R, 3, inf, -4, inf
96Y3RZ, G, 4, -12, -4, inf
9LDEO8, R, 3, -12, -4, inf
1OZ1WH, B, 2, -4, -4, inf
9LDEO8, Y, 3, inf, -4, inf
96Y3RZ, G, 4, -6, -4, inf
9LDEO8, Y, 3, -6, -4, inf
1OZ1WH, B, 2, -4, -4, inf
FMCQUW, G, 3, inf, -4, inf
96Y3RZ, G, 4, -7, -4, inf
FMCQUW, G, 3, -7, -4, inf
1OZ1WH, B, 2, -4, -4, inf
FMCQUW, P, 3, inf, -4, inf
96Y3RZ, G, 4, 0, -4, inf
FMCQUW, P, 3, 0, -4, 0
96Y3RZ, P, 4, -4, -4, 0
FMCQUW, P, 3, -4, -4, 0
1OZ1WH, B, 2, -4, -4, inf
FMCQUW, R, 3, inf, -4, inf
96Y3RZ, G, 4, -12, -4, inf
FMCQUW, R, 3, -12, -4, inf
1OZ1WH, B, 2, -4, -4, inf
FMCQUW, Y, 3, inf, -4, inf
96Y3RZ, G, 4, -6, -4, inf
FMCQUW, Y, 3, -6, -4, inf
1OZ1WH, B, 2, -4, -4, inf
M7EGKH, B, 3, inf, -4, inf
79JY8A, G, 4, 3, -4, inf
M7EGKH, B, 3, 3, -4, 3
79JY8A, P, 4, -1, -4, 3
M7EGKH, B, 3, -1, -4, -1
79JY8A, R, 4, 1, -4, -1
M7EGKH, B, 3, -1, -4, -1
79JY8A, Y, 4, -5, -4, -1
M7EGKH, B, 3, -5, -4, -1
1OZ1WH, B, 2, -4, -4, inf
M7EGKH, G, 3, inf, -4, inf
79JY8A, B, 4, -6, -4, inf
M7EGKH, G, 3, -6, -4, inf
1OZ1WH, B, 2, -4, -4, inf
M7EGKH, P, 3, inf, -4, inf
79JY8A, B, 4, 1, -4, inf
M7EGKH, P, 3, 1, -4, 1
79JY8A, G, 4, 0, -4, 1
M7EGKH, P, 3, 0, -4, 0
79JY8A, R, 4, -2, -4, 0
M7EGKH, P, 3, -2, -4, -2
79JY8A, Y, 4, -8, -4, -2
M7EGKH, P, 3, -8, -4, -2
1OZ1WH, B, 2, -4, -4, inf
M7EGKH, Y, 3, inf, -4, inf
79JY8A, B, 4, -5, -4, inf
M7EGKH, Y, 3, -5, -4, inf
1OZ1WH, B, 2, -4, -4, inf
UB9JUO, B, 3, inf, -4, inf
79JY8A, G, 4, 3, -4, inf
UB9JUO, B, 3, 3, -4, 3
79JY8A, P, 4, -1, -4, 3
UB9JUO, B, 3, -1, -4, -1
79JY8A, R, 4, 1, -4, -1
UB9JUO, B, 3, -1, -4, -1
79JY8A, Y, 4, -5, -4, -1
UB9JUO, B, 3, -5, -4, -1
1OZ1WH, B, 2, -4, -4, inf
UB9JUO, P, 3, inf, -4, inf
79JY8A, B, 4, 1, -4, inf
UB9JUO, P, 3, 1, -4, 1
79JY8A, G, 4, 0, -4, 1
UB9JUO, P, 3, 0, -4, 0
79JY8A, R, 4, -2, -4, 0
UB9JUO, P, 3, -2, -4, -2
79JY8A, Y, 4, -8, -4, -2
UB9JUO, P, 3, -8, -4, -2
1OZ1WH, B, 2, -4, -4, inf
UB9JUO, Y, 3, inf, -4, inf
79JY8A, B, 4, -5, -4, inf
UB9JUO, Y, 3, -5, -4, inf
1OZ1WH, B, 2, -4, -4, inf
ZQLVDY, B, 3, inf, -4, inf
79JY8A, G, 4, 3, -4, inf
ZQLVDY, B, 3, 3, -4, 3
79JY8A, P, 4, -1, -4, 3
ZQLVDY, B, 3, -1, -4, -1
79JY8A, R, 4, 1, -4, -1
ZQLVDY, B, 3, -1, -4, -1
79JY8A, Y, 4, -5, -4, -1
ZQLVDY, B, 3, -5, -4, -1
1OZ1WH, B, 2, -4, -4, inf
ZQLVDY, G, 3, inf, -4, inf
79JY8A, B, 4, -6, -4, inf
ZQLVDY, G, 3, -6, -4, inf
1OZ1WH, B, 2, -4, -4, inf
ZQLVDY, P, 3, inf, -4, inf
79JY8A, B, 4, 1, -4, inf
ZQLVDY, P, 3, 1, -4, 1
79JY8A, G, 4, 0, -4, 1
ZQLVDY, P, 3, 0, -4, 0
79JY8A, R, 4, -2, -4, 0
ZQLVDY, P, 3, -2, -4, -2
79JY8A, Y, 4, -8, -4, -2
ZQLVDY, P, 3, -8, -4, -2
1OZ1WH, B, 2, -4, -4, inf
ZQLVDY, Y, 3, inf, -4, inf
79JY8A, B, 4, -5, -4, inf
ZQLVDY, Y, 3, -5, -4, inf
1OZ1WH, B, 2, -4, -4, inf
SSLKLM, G, 1, -4, -4, inf
5FE1OE, G, 0, -4, -4, inf
SSLKLM, P, 1, inf, -4, inf
1OZ1WH, B, 2, -inf, -4, inf
96Y3RZ, G, 3, inf, -4, inf
9708QA, B, 4, 1, -4, inf
96Y3RZ, G, 3, 1, -4, 1
9708QA, G, 4, 0, -4, 1
96Y3RZ, G, 3, 0, -4, 0
9708QA, R, 4, -2, -4, 0
96Y3RZ, G, 3, -2, -4, -2
9708QA, Y, 4, -8, -4, -2
96Y3RZ, G, 3, -8, -4, -2
1OZ1WH, B, 2, -8, -4, inf
96Y3RZ, P, 3, inf, -4, inf
9708QA, B, 4, 8, -4, inf
96Y3RZ, P, 3, 8, -4, 8
9708QA, G, 4, 7, -4, 8
96Y3RZ, P, 3, 7, -4, 7
9708QA, R, 4, 5, -4, 7
96Y3RZ, P, 3, 5, -4, 5
9708QA, Y, 4, -1, -4, 5
96Y3RZ, P, 3, -1, -4, -1
9LDEO8, B, 4, 8, -4, -1
96Y3RZ, P, 3, -1, -4, -1
9LDEO8, G, 4, 7, -4, -1
96Y3RZ, P, 3, -1, -4, -1
9LDEO8, R, 4, 5, -4, -1
96Y3RZ, P, 3, -1, -4, -1
9LDEO8, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
APNFUQ, B, 4, 8, -4, -1
96Y3RZ, P, 3, -1, -4, -1
APNFUQ, G, 4, 7, -4, -1
96Y3RZ, P, 3, -1, -4, -1
APNFUQ, R, 4, 5, -4, -1
96Y3RZ, P, 3, -1, -4, -1
APNFUQ, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
FMCQUW, G, 4, 7, -4, -1
96Y3RZ, P, 3, -1, -4, -1
FMCQUW, P, 4, 3, -4, -1
96Y3RZ, P, 3, -1, -4, -1
FMCQUW, R, 4, 5, -4, -1
96Y3RZ, P, 3, -1, -4, -1
FMCQUW, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
M7EGKH, B, 4, 8, -4, -1
96Y3RZ, P, 3, -1, -4, -1
M7EGKH, G, 4, 7, -4, -1
96Y3RZ, P, 3, -1, -4, -1
M7EGKH, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
UB9JUO, B, 4, 8, -4, -1
96Y3RZ, P, 3, -1, -4, -1
UB9JUO, P, 4, 3, -4, -1
96Y3RZ, P, 3, -1, -4, -1
UB9JUO, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
ZQLVDY, B, 4, 8, -4, -1
96Y3RZ, P, 3, -1, -4, -1
ZQLVDY, G, 4, 7, -4, -1
96Y3RZ, P, 3, -1, -4, -1
ZQLVDY, P, 4, 3, -4, -1
96Y3RZ, P, 3, -1, -4, -1
ZQLVDY, Y, 4, -1, -4, -1
96Y3RZ, P, 3, -1, -4, -1
1OZ1WH, B, 2, -1, -1, inf
96Y3RZ, R, 3, inf, -1, inf
9708QA, B, 4, -4, -1, inf
96Y3RZ, R, 3, -4, -1, inf
1OZ1WH, B, 2, -1, -1, inf
96Y3RZ, Y, 3, inf, -1, inf
9708QA, B, 4, 2, -1, inf
96Y3RZ, Y, 3, 2, -1, 2
9708QA, G, 4, 1, -1, 2
96Y3RZ, Y, 3, 1, -1, 1
9708QA, R, 4, -1, -1, 1
96Y3RZ, Y, 3, -1, -1, 1
1OZ1WH, B, 2, -1, -1, inf
