6XIYSR, G, 0, -inf, -inf, inf
5T5FB6, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
9KY7VW, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
9KY7VW, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
9NVS33, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
9NVS33, R, 4, 1, -5, 0
K43M77, G, 3, 1, -5, 0
HUGCH7, B, 4, 6, -5, 0
K43M77, G, 3, 1, -5, 0
HUGCH7, G, 4, -5, -5, 0
K43M77, G, 3, -5, -5, 0
3WSZG0, R, 2, -5, -5, 0
MIAG3R, B, 3, inf, -5, 0
2GZ2EK, G, 4, -16, -5, 0
MIAG3R, B, 3, -16, -5, 0
3WSZG0, R, 2, -5, -5, 0
MIAG3R, G, 3, inf, -5, 0
2GZ2EK, B, 4, 6, -5, 0
MIAG3R, G, 3, 6, -5, 0
9KY7VW, B, 4, 6, -5, 0
MIAG3R, G, 3, 6, -5, 0
9KY7VW, R, 4, 1, -5, 0
MIAG3R, G, 3, 1, -5, 0
9NVS33, B, 4, 6, -5, 0
MIAG3R, G, 3, 1, -5, 0
9NVS33, R, 4, 1, -5, 0
MIAG3R, G, 3, 1, -5, 0
HUGCH7, B, 4, 6, -5, 0
MIAG3R, G, 3, 1, -5, 0
K2UCHL, B, 4, 6, -5, 0
MIAG3R, G, 3, 1, -5, 0
K2UCHL, G, 4, -5, -5, 0
MIAG3R, G, 3, -5, -5, 0
3WSZG0, R, 2, -5, -5, 0
F4P832, G, 1, -5, -16, -5
9KY7VW, B, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -11, -16, -5
3WSZG0, B, 3, -11, -16, -11
2GZ2EK, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
9NVS33, B, 4, 0, -16, -11
3WSZG0, B, 3, -11, -16, -11
9NVS33, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
HUGCH7, B, 4, 0, -16, -11
3WSZG0, B, 3, -11, -16, -11
HUGCH7, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
K2UCHL, B, 4, 0, -16, -11
3WSZG0, B, 3, -11, -16, -11
K2UCHL, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
K43M77, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
K43M77, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
MIAG3R, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
MIAG3R, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
9KY7VW, B, 2, -11, -11, -5
3WSZG0, R, 3, inf, -11, -5
2GZ2EK, B, 4, 0, -11, -5
3WSZG0, R, 3, 0, -11, -5
2GZ2EK, G, 4, -11, -11, -5
3WSZG0, R, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
9NVS33, B, 3, inf, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, B, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
9NVS33, R, 3, inf, -11, -5
2GZ2EK, B, 4, 0, -11, -5
9NVS33, R, 3, 0, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, R, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
HUGCH7, B, 3, inf, -11, -5
3WSZG0, B, 4, 0, -11, -5
HUGCH7, B, 3, 0, -11, -5
3WSZG0, R, 4, -5, -11, -5
HUGCH7, B, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
HUGCH7, B, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
HUGCH7, B, 3, -5, -11, -5
K2UCHL, G, 4, -11, -11, -5
HUGCH7, B, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, -5
HUGCH7, G, 3, inf, -11, -5
3WSZG0, B, 4, 11, -11, -5
HUGCH7, G, 3, 11, -11, -5
3WSZG0, R, 4, 6, -11, -5
HUGCH7, G, 3, 6, -11, -5
9NVS33, B, 4, 11, -11, -5
HUGCH7, G, 3, 6, -11, -5
9NVS33, R, 4, 6, -11, -5
HUGCH7, G, 3, 6, -11, -5
K2UCHL, B, 4, 11, -11, -5
HUGCH7, G, 3, 6, -11, -5
MIAG3R, B, 4, 11, -11, -5
HUGCH7, G, 3, 6, -11, -5
MIAG3R, R, 4, 6, -11, -5
HUGCH7, G, 3, 6, -11, -5
Q0OK79, B, 4, 11, -11, -5
HUGCH7, G, 3, 6, -11, -5
Q0OK79, R, 4, 6, -11, -5
HUGCH7, G, 3, 6, -11, -5
X0OYLO, B, 4, 11, -11, -5
HUGCH7, G, 3, 6, -11, -5
X0OYLO, R, 4, 6, -11, -5
HUGCH7, G, 3, 6, -11, -5
9KY7VW, B, 2, 6, -11, -5
F4P832, G, 1, -5, -16, -5
9KY7VW, R, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -16, -16, -5
3WSZG0, B, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
3WSZG0, R, 3, inf, -16, -5
2GZ2EK, B, 4, -5, -16, -5
3WSZG0, R, 3, -5, -16, -5
2GZ2EK, G, 4, -16, -16, -5
3WSZG0, R, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
9NVS33, B, 3, inf, -16, -5
2GZ2EK, G, 4, -16, -16, -5
9NVS33, B, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
9NVS33, R, 3, inf, -16, -5
2GZ2EK, B, 4, -5, -16, -5
9NVS33, R, 3, -5, -16, -5
2GZ2EK, G, 4, -16, -16, -5
9NVS33, R, 3, -16, -16, -5
9KY7VW, R, 2, -16, -16, -5
HUGCH7, B, 3, inf, -16, -5
3WSZG0, B, 4, -5, -16, -5
HUGCH7, B, 3, -5, -16, -5
3WSZG0, R, 4, -10, -16, -5
HUGCH7, B, 3, -10, -16, -10
9NVS33, B, 4, -5, -16, -10
HUGCH7, B, 3, -10, -16, -10
9NVS33, R, 4, -10, -16, -10
HUGCH7, B, 3, -10, -16, -10
K2UCHL, G, 4, -16, -16, -10
HUGCH7, B, 3, -16, -16, -10
9KY7VW, R, 2, -16, -16, -5
HUGCH7, G, 3, inf, -16, -5
3WSZG0, B, 4, 6, -16, -5
HUGCH7, G, 3, 6, -16, -5
3WSZG0, R, 4, 1, -16, -5
HUGCH7, G, 3, 1, -16, -5
9NVS33, B, 4, 6, -16, -5
HUGCH7, G, 3, 1, -16, -5
9NVS33, R, 4, 1, -16, -5
HUGCH7, G, 3, 1, -16, -5
K2UCHL, B, 4, 6, -16, -5
HUGCH7, G, 3, 1, -16, -5
MIAG3R, B, 4, 6, -16, -5
HUGCH7, G, 3, 1, -16, -5
MIAG3R, R, 4, 1, -16, -5
HUGCH7, G, 3, 1, -16, -5
Q0OK79, B, 4, 6, -16, -5
HUGCH7, G, 3, 1, -16, -5
Q0OK79, R, 4, 1, -16, -5
HUGCH7, G, 3, 1, -16, -5
X0OYLO, B, 4, 6, -16, -5
HUGCH7, G, 3, 1, -16, -5
X0OYLO, R, 4, 1, -16, -5
HUGCH7, G, 3, 1, -16, -5
9KY7VW, R, 2, 1, -16, -5
F4P832, G, 1, -5, -16, -5
9NVS33, B, 2, -inf, -16, -5
2GZ2EK, G, 3, inf, -16, -5
3WSZG0, B, 4, 11, -16, -5
2GZ2EK, G, 3, 11, -16, -5
3WSZG0, R, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
9KY7VW, B, 4, 11, -16, -5
2GZ2EK, G, 3, 6, -16, -5
9KY7VW, R, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
HUGCH7, B, 4, 11, -16, -5
2GZ2EK, G, 3, 6, -16, -5
HUGCH7, G, 4, 0, -16, -5
2GZ2EK, G, 3, 0, -16, -5
K2UCHL, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
K2UCHL, G, 4, 0, -16, -5
2GZ2EK, G, 3, 0, -16, -5
K43M77, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
MIAG3R, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
MIAG3R, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
Q0OK79, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
Q0OK79, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
YHR68H, B, 4, 11, -16, -5
2GZ2EK, G, 3, 0, -16, -5
YHR68H, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
ZZXXNN, G, 4, 0, -16, -5
2GZ2EK, G, 3, 0, -16, -5
ZZXXNN, R, 4, 6, -16, -5
2GZ2EK, G, 3, 0, -16, -5
9NVS33, B, 2, 0, -16, -5
F4P832, G, 1, -5, -16, -5
9NVS33, R, 2, -inf, -16, -5
2GZ2EK, B, 3, inf, -16, -5
3WSZG0, R, 4, -10, -16, -5
2GZ2EK, B, 3, -10, -16, -10
9KY7VW, B, 4, -5, -16, -10
2GZ2EK, B, 3, -10, -16, -10
9KY7VW, R, 4, -10, -16, -10
2GZ2EK, B, 3, -10, -16, -10
HUGCH7, B, 4, -5, -16, -10
2GZ2EK, B, 3, -10, -16, -10
HUGCH7, G, 4, -16, -16, -10
2GZ2EK, B, 3, -16, -16, -10
9NVS33, R, 2, -16, -16, -5
2GZ2EK, G, 3, inf, -16, -5
3WSZG0, B, 4, 6, -16, -5
2GZ2EK, G, 3, 6, -16, -5
3WSZG0, R, 4, 1, -16, -5
2GZ2EK, G, 3, 1, -16, -5
9KY7VW, B, 4, 6, -16, -5
2GZ2EK, G, 3, 1, -16, -5
9KY7VW, R, 4, 1, -16, -5
2GZ2EK, G, 3, 1, -16, -5
HUGCH7, B, 4, 6, -16, -5
2GZ2EK, G, 3, 1, -16, -5
HUGCH7, G, 4, -5, -16, -5
2GZ2EK, G, 3, -5, -16, -5
K2UCHL, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
K2UCHL, G, 4, -5, -16, -5
2GZ2EK, G, 3, -5, -16, -5
K43M77, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
MIAG3R, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
Q0OK79, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
YHR68H, R, 4, 1, -16, -5
2GZ2EK, G, 3, -5, -16, -5
ZZXXNN, B, 4, 6, -16, -5
2GZ2EK, G, 3, -5, -16, -5
ZZXXNN, G, 4, -5, -16, -5
2GZ2EK, G, 3, -5, -16, -5
9NVS33, R, 2, -5, -16, -5
F4P832, G, 1, -5, -16, -5
HUGCH7, B, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -11, -16, -5
3WSZG0, B, 3, -11, -16, -11
2GZ2EK, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
9KY7VW, B, 4, 0, -16, -11
3WSZG0, B, 3, -11, -16, -11
9KY7VW, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
9NVS33, B, 4, 0, -16, -11
3WSZG0, B, 3, -11, -16, -11
9NVS33, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
K2UCHL, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
K43M77, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
K43M77, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
MIAG3R, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
MIAG3R, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
Q0OK79, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
Q0OK79, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
X0OYLO, G, 4, -11, -16, -11
3WSZG0, B, 3, -11, -16, -11
X0OYLO, R, 4, -5, -16, -11
3WSZG0, B, 3, -11, -16, -11
HUGCH7, B, 2, -11, -11, -5
3WSZG0, R, 3, inf, -11, -5
2GZ2EK, B, 4, 0, -11, -5
3WSZG0, R, 3, 0, -11, -5
2GZ2EK, G, 4, -11, -11, -5
3WSZG0, R, 3, -11, -11, -5
HUGCH7, B, 2, -11, -11, -5
9KY7VW, B, 3, inf, -11, -5
3WSZG0, B, 4, 0, -11, -5
9KY7VW, B, 3, 0, -11, -5
3WSZG0, R, 4, -5, -11, -5
9KY7VW, B, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
9KY7VW, B, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
9KY7VW, B, 3, -5, -11, -5
K2UCHL, G, 4, -11, -11, -5
9KY7VW, B, 3, -11, -11, -5
HUGCH7, B, 2, -11, -11, -5
9KY7VW, R, 3, inf, -11, -5
3WSZG0, B, 4, 0, -11, -5
9KY7VW, R, 3, 0, -11, -5
3WSZG0, R, 4, -5, -11, -5
9KY7VW, R, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
9KY7VW, R, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
9KY7VW, R, 3, -5, -11, -5
K2UCHL, G, 4, -11, -11, -5
9KY7VW, R, 3, -11, -11, -5
HUGCH7, B, 2, -11, -11, -5
9NVS33, B, 3, inf, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, B, 3, -11, -11, -5
HUGCH7, B, 2, -11, -11, -5
9NVS33, R, 3, inf, -11, -5
2GZ2EK, B, 4, 0, -11, -5
9NVS33, R, 3, 0, -11, -5
2GZ2EK, G, 4, -11, -11, -5
9NVS33, R, 3, -11, -11, -5
HUGCH7, B, 2, -11, -11, -5
K2UCHL, G, 3, inf, -11, -5
3WSZG0, B, 4, 11, -11, -5
K2UCHL, G, 3, 11, -11, -5
3WSZG0, R, 4, 6, -11, -5
K2UCHL, G, 3, 6, -11, -5
5T5FB6, B, 4, 11, -11, -5
K2UCHL, G, 3, 6, -11, -5
5T5FB6, R, 4, 6, -11, -5
K2UCHL, G, 3, 6, -11, -5
9KY7VW, B, 4, 11, -11, -5
K2UCHL, G, 3, 6, -11, -5
9KY7VW, R, 4, 6, -11, -5
K2UCHL, G, 3, 6, -11, -5
9NVS33, B, 4, 11, -11, -5
K2UCHL, G, 3, 6, -11, -5
9NVS33, R, 4, 6, -11, -5
K2UCHL, G, 3, 6, -11, -5
K43M77, B, 4, 11, -11, -5
K2UCHL, G, 3, 6, -11, -5
K43M77, R, 4, 6, -11, -5
K2UCHL, G, 3, 6, -11, -5
MIAG3R, G, 4, 0, -11, -5
K2UCHL, G, 3, 0, -11, -5
MIAG3R, R, 4, 6, -11, -5
K2UCHL, G, 3, 0, -11, -5
Q0OK79, G, 4, 0, -11, -5
K2UCHL, G, 3, 0, -11, -5
Q0OK79, R, 4, 6, -11, -5
K2UCHL, G, 3, 0, -11, -5
X0OYLO, G, 4, 0, -11, -5
K2UCHL, G, 3, 0, -11, -5
X0OYLO, R, 4, 6, -11, -5
K2UCHL, G, 3, 0, -11, -5
ZZXXNN, B, 4, 11, -11, -5
K2UCHL, G, 3, 0, -11, -5
ZZXXNN, R, 4, 6, -11, -5
K2UCHL, G, 3, 0, -11, -5
HUGCH7, B, 2, 0, -11, -5
F4P832, G, 1, -5, -16, -5
HUGCH7, G, 2, -inf, -16, -5
3WSZG0, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
3WSZG0, B, 3, -22, -16, -5
HUGCH7, G, 2, -22, -16, -5
3WSZG0, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
3WSZG0, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
3WSZG0, R, 3, -22, -16, -11
HUGCH7, G, 2, -22, -16, -5
9KY7VW, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, B, 3, -16, -16, -11
HUGCH7, G, 2, -16, -16, -5
9KY7VW, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
9KY7VW, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
9KY7VW, R, 3, -16, -16, -11
HUGCH7, G, 2, -16, -16, -5
9NVS33, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
9NVS33, B, 3, -22, -16, -5
HUGCH7, G, 2, -16, -16, -5
9NVS33, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
9NVS33, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
9NVS33, R, 3, -22, -16, -11
HUGCH7, G, 2, -16, -16, -5
K2UCHL, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
K2UCHL, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
K2UCHL, B, 3, -16, -16, -11
HUGCH7, G, 2, -16, -16, -5
MIAG3R, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
MIAG3R, B, 3, -22, -16, -5
HUGCH7, G, 2, -16, -16, -5
MIAG3R, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
MIAG3R, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
MIAG3R, R, 3, -22, -16, -11
HUGCH7, G, 2, -16, -16, -5
Q0OK79, B, 3, inf, -16, -5
2GZ2EK, G, 4, -22, -16, -5
Q0OK79, B, 3, -22, -16, -5
HUGCH7, G, 2, -16, -16, -5
Q0OK79, R, 3, inf, -16, -5
2GZ2EK, B, 4, -11, -16, -5
Q0OK79, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
Q0OK79, R, 3, -22, -16, -11
HUGCH7, G, 2, -16, -16, -5
X0OYLO, B, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
X0OYLO, B, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
X0OYLO, B, 3, -16, -16, -11
HUGCH7, G, 2, -16, -16, -5
X0OYLO, R, 3, inf, -16, -5
3WSZG0, B, 4, -11, -16, -5
X0OYLO, R, 3, -11, -16, -11
3WSZG0, R, 4, -16, -16, -11
X0OYLO, R, 3, -16, -16, -11
HUGCH7, G, 2, -16, -16, -5
F4P832, G, 1, -16, -16, -5
6XIYSR, G, 0, -16, -16, inf
HUGCH7, B, 1, inf, -16, inf
9KY7VW, B, 2, -inf, -16, inf
9NVS33, B, 3, inf, -16, inf
2GZ2EK, G, 4, -22, -16, inf
9NVS33, B, 3, -22, -16, inf
9KY7VW, B, 2, -22, -16, inf
9NVS33, R, 3, inf, -16, inf
2GZ2EK, B, 4, -11, -16, inf
9NVS33, R, 3, -11, -16, -11
2GZ2EK, G, 4, -22, -16, -11
9NVS33, R, 3, -22, -16, -11
9KY7VW, B, 2, -22, -16, inf
F4P832, B, 3, inf, -16, inf
3WSZG0, G, 4, -22, -16, inf
F4P832, B, 3, -22, -16, inf
9KY7VW, B, 2, -22, -16, inf
F4P832, G, 3, inf, -16, inf
3WSZG0, B, 4, 0, -16, inf
F4P832, G, 3, 0, -16, 0
3WSZG0, R, 4, -5, -16, 0
F4P832, G, 3, -5, -16, -5
9NVS33, B, 4, 0, -16, -5
F4P832, G, 3, -5, -16, -5
9NVS33, R, 4, -5, -16, -5
F4P832, G, 3, -5, -16, -5
K2UCHL, G, 4, -11, -16, -5
F4P832, G, 3, -11, -16, -11
MIAG3R, G, 4, -11, -16, -11
F4P832, G, 3, -11, -16, -11
MIAG3R, R, 4, -5, -16, -11
F4P832, G, 3, -11, -16, -11
Q0OK79, G, 4, -11, -16, -11
F4P832, G, 3, -11, -16, -11
Q0OK79, R, 4, -5, -16, -11
F4P832, G, 3, -11, -16, -11
X0OYLO, G, 4, -11, -16, -11
F4P832, G, 3, -11, -16, -11
X0OYLO, R, 4, -5, -16, -11
F4P832, G, 3, -11, -16, -11
9KY7VW, B, 2, -11, -11, inf
K2UCHL, G, 3, inf, -11, inf
5T5FB6, B, 4, 0, -11, inf
K2UCHL, G, 3, 0, -11, 0
5T5FB6, R, 4, -5, -11, 0
K2UCHL, G, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
K2UCHL, G, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
K2UCHL, G, 3, -5, -11, -5
F4P832, B, 4, 0, -11, -5
K2UCHL, G, 3, -5, -11, -5
F4P832, G, 4, -11, -11, -5
K2UCHL, G, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, inf
MIAG3R, G, 3, inf, -11, inf
2GZ2EK, B, 4, 0, -11, inf
MIAG3R, G, 3, 0, -11, 0
2GZ2EK, R, 4, -5, -11, 0
MIAG3R, G, 3, -5, -11, -5
3WSZG0, B, 4, 0, -11, -5
MIAG3R, G, 3, -5, -11, -5
3WSZG0, R, 4, -5, -11, -5
MIAG3R, G, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
MIAG3R, G, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
MIAG3R, G, 3, -5, -11, -5
F4P832, B, 4, 0, -11, -5
MIAG3R, G, 3, -5, -11, -5
F4P832, G, 4, -11, -11, -5
MIAG3R, G, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, inf
MIAG3R, R, 3, inf, -11, inf
2GZ2EK, B, 4, -11, -11, inf
MIAG3R, R, 3, -11, -11, inf
9KY7VW, B, 2, -11, -11, inf
Q0OK79, G, 3, inf, -11, inf
2GZ2EK, B, 4, 0, -11, inf
Q0OK79, G, 3, 0, -11, 0
2GZ2EK, R, 4, -5, -11, 0
Q0OK79, G, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
Q0OK79, G, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
Q0OK79, G, 3, -5, -11, -5
F4P832, B, 4, 0, -11, -5
Q0OK79, G, 3, -5, -11, -5
F4P832, G, 4, -11, -11, -5
Q0OK79, G, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, inf
Q0OK79, R, 3, inf, -11, inf
2GZ2EK, B, 4, -11, -11, inf
Q0OK79, R, 3, -11, -11, inf
9KY7VW, B, 2, -11, -11, inf
X0OYLO, G, 3, inf, -11, inf
5T5FB6, B, 4, 0, -11, inf
X0OYLO, G, 3, 0, -11, 0
5T5FB6, R, 4, -5, -11, 0
X0OYLO, G, 3, -5, -11, -5
9NVS33, B, 4, 0, -11, -5
X0OYLO, G, 3, -5, -11, -5
9NVS33, R, 4, -5, -11, -5
X0OYLO, G, 3, -5, -11, -5
EFEEBI, B, 4, 0, -11, -5
X0OYLO, G, 3, -5, -11, -5
EFEEBI, R, 4, -5, -11, -5
X0OYLO, G, 3, -5, -11, -5
F4P832, B, 4, 0, -11, -5
X0OYLO, G, 3, -5, -11, -5
F4P832, G, 4, -11, -11, -5
X0OYLO, G, 3, -11, -11, -5
9KY7VW, B, 2, -11, -11, inf
X0OYLO, R, 3, inf, -11, inf
5T5FB6, B, 4, -11, -11, inf
X0OYLO, R, 3, -11, -11, inf
9KY7VW, B, 2, -11, -11, inf
HUGCH7, B, 1, -11, -16, -11
9KY7VW, R, 2, -inf, -16, -11
9NVS33, B, 3, inf, -16, -11
2GZ2EK, G, 4, -27, -16, -11
9NVS33, B, 3, -27, -16, -11
9KY7VW, R, 2, -27, -16, -11
9NVS33, R, 3, inf, -16, -11
2GZ2EK, B, 4, -16, -16, -11
9NVS33, R, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
F4P832, B, 3, inf, -16, -11
3WSZG0, G, 4, -27, -16, -11
F4P832, B, 3, -27, -16, -11
9KY7VW, R, 2, -16, -16, -11
F4P832, G, 3, inf, -16, -11
3WSZG0, B, 4, -5, -16, -11
F4P832, G, 3, -5, -16, -11
3WSZG0, R, 4, -10, -16, -11
F4P832, G, 3, -10, -16, -11
9NVS33, B, 4, -5, -16, -11
F4P832, G, 3, -10, -16, -11
9NVS33, R, 4, -10, -16, -11
F4P832, G, 3, -10, -16, -11
K2UCHL, G, 4, -16, -16, -11
F4P832, G, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
K2UCHL, G, 3, inf, -16, -11
5T5FB6, B, 4, -5, -16, -11
K2UCHL, G, 3, -5, -16, -11
5T5FB6, R, 4, -10, -16, -11
K2UCHL, G, 3, -10, -16, -11
9NVS33, B, 4, -5, -16, -11
K2UCHL, G, 3, -10, -16, -11
9NVS33, R, 4, -10, -16, -11
K2UCHL, G, 3, -10, -16, -11
F4P832, B, 4, -5, -16, -11
K2UCHL, G, 3, -10, -16, -11
F4P832, G, 4, -16, -16, -11
K2UCHL, G, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
MIAG3R, G, 3, inf, -16, -11
2GZ2EK, B, 4, -5, -16, -11
MIAG3R, G, 3, -5, -16, -11
2GZ2EK, R, 4, -10, -16, -11
MIAG3R, G, 3, -10, -16, -11
3WSZG0, B, 4, -5, -16, -11
MIAG3R, G, 3, -10, -16, -11
3WSZG0, R, 4, -10, -16, -11
MIAG3R, G, 3, -10, -16, -11
9NVS33, B, 4, -5, -16, -11
MIAG3R, G, 3, -10, -16, -11
9NVS33, R, 4, -10, -16, -11
MIAG3R, G, 3, -10, -16, -11
F4P832, B, 4, -5, -16, -11
MIAG3R, G, 3, -10, -16, -11
F4P832, G, 4, -16, -16, -11
MIAG3R, G, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
MIAG3R, R, 3, inf, -16, -11
2GZ2EK, B, 4, -16, -16, -11
MIAG3R, R, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
Q0OK79, G, 3, inf, -16, -11
2GZ2EK, B, 4, -5, -16, -11
Q0OK79, G, 3, -5, -16, -11
2GZ2EK, R, 4, -10, -16, -11
Q0OK79, G, 3, -10, -16, -11
9NVS33, B, 4, -5, -16, -11
Q0OK79, G, 3, -10, -16, -11
9NVS33, R, 4, -10, -16, -11
Q0OK79, G, 3, -10, -16, -11
F4P832, B, 4, -5, -16, -11
Q0OK79, G, 3, -10, -16, -11
F4P832, G, 4, -16, -16, -11
Q0OK79, G, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
Q0OK79, R, 3, inf, -16, -11
2GZ2EK, B, 4, -16, -16, -11
Q0OK79, R, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
X0OYLO, G, 3, inf, -16, -11
5T5FB6, B, 4, -5, -16, -11
X0OYLO, G, 3, -5, -16, -11
5T5FB6, R, 4, -10, -16, -11
X0OYLO, G, 3, -10, -16, -11
9NVS33, B, 4, -5, -16, -11
X0OYLO, G, 3, -10, -16, -11
9NVS33, R, 4, -10, -16, -11
X0OYLO, G, 3, -10, -16, -11
EFEEBI, B, 4, -5, -16, -11
X0OYLO, G, 3, -10, -16, -11
EFEEBI, R, 4, -10, -16, -11
X0OYLO, G, 3, -10, -16, -11
F4P832, B, 4, -5, -16, -11
X0OYLO, G, 3, -10, -16, -11
F4P832, G, 4, -16, -16, -11
X0OYLO, G, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
X0OYLO, R, 3, inf, -16, -11
5T5FB6, B, 4, -16, -16, -11
X0OYLO, R, 3, -16, -16, -11
9KY7VW, R, 2, -16, -16, -11
HUGCH7, B, 1, -16, -16, -11
6XIYSR, G, 0, -16, -16, inf
HUGCH7, G, 1, inf, -16, inf
